Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Coordination,Last update,Downlink Tone,Affiliate,D-STAR Enabled,Node,Sources,EchoLink,IRLP,On-air,Features,Coverage,AllStar,Commands,Links,Grid,Nets,Web links,Notes,DMR Enabled,Color Code,DMR ID,Wide Network,Location Photo,IPSC Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Talkgroup Network,Central Regional,Northern Colorado Regional,P-25 Digital Enabled,NAC,Default Reflector,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Feed,Data,DMRX 1,Utah Statewide 2,Local/Cluster,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,YSF Digital Enabled,DG-ID,Mixed-Mode,Local Network,Devilshead Local,Bandwidth,Eastern Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Colorado,Colorado Chat
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,,184.08,E,,08,143,39.75559998,-105.22100067,448.125,443.125,107.2,Jefferson,On-Air,Denver PD EEB,CCARC,2014-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,,184.08,E,,08,7170,39.75550079,-105.22100067,927.7875,902.7875,156.7,Jefferson,On-Air,N0PYY,,2017-12-24,,,,,,,,,,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,,184.08,E,,08,137,39.75559998,-105.22100067,448.975,443.975,123,Jefferson,On-Air,FRG,CCARC,2019-09-06,,,,,,,,,Linkable VHF/UHF Remote Base,Wide area.,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,,184.13,SE,ON - IDLE,08,7185,38.43009949,-105.23200226,447.975,442.975,100,Fremont,On-Air,K0JSC,CCARC,2017-03-11,100,,,,,363976,7301,,Autopatch.,Canon City area. Repeater Coverage Map,28368,,Full-time to the The Fun Machine System .,,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,http://www.k0jsc.com,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,CC,N0WAR,"Estes Park, Prospect Mtn",CO,OPEN,,D,184.33,E,"DMR BrandMeister Repeater in Estes Park, Colorado Wide area coverage of Estes Park, Colorado &amp; Rocky Mountain National Park. Static TG of 3171 on T.S. 2 Located @ KC0KBP QTH",08,17813,40.36059952,-105.51999664,147.24,147.84,,Larimer,On-Air,N0WAR,,2019-11-27,,W0DMR,,,,,,,Brandmeister Network,Wide Area: Estes Park &amp; Rocky Mtn Nat Park,,,,DN70FI,,http://www.w0dmr.org,,yes,2,310853,,,Brandmeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,N7ZOI,Midway,UT,OPEN,,,184.61,WNW,,49,167,40.5,-111.48300171,449.95,444.95,,Wasatch,On-Air,,UVHFS,2008-07-10,,,,,,,,,,Heber city and surrounding communities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,D,184.65,ESE,,08,7193,39.26480103,-105.11399841,446.925,441.925,,Douglas,On-Air,,CCARC,2019-11-27,,,,,,,,,,,,,Full-time to the Colorado TRBO System .,DM79KG,,Rocky Mountain Ham Radio,See the website for programming info.,yes,8,310817,,,RMHR c Record retrieved from radioid.net,"Open Talkgroup View Assignment TS TG Access Southern Colorado 1 719 Devilshead Local 2 711 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,,184.65,ESE,,08,8190,39.26480103,-105.11399841,447.525,442.525,146.2,Douglas,On-Air,EmComm Colorado,CCARC,2015-06-17,146.2,Colorado ARES,,,,,,,,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,,,DM79KG,,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,146.2,WA7FFM,"Provo, UVRMC",UT,OPEN,,,184.79,WNW,,49,222,40.2480011,-111.66600037,449.85,444.85,146.2,Utah,On-Air,Utah Valley Regional Medical Center,UVHFS,2019-08-13,,,,,,,,,4,,,,,DN40EF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC,KB0VGD,"Golden, Table Mountain",CO,OPEN,,D,184.83,E,"KB0VGD North Table Mtn. Golden Wide area coverage. Please use ONLY TG 310811, TG 3171, TG 3108, and TG 2 (Local 2) on Time Slot 2 (TS2). ALL OTHER TG connections will be directed to Time Slot 1 (TS1).",08,14273,39.7845993,-105.21600342,446.975,441.975,,Jefferson,On-Air,W0DMR,,2019-11-27,,,,,,,,,,Denver Metro Area,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310. TS 2, CC 2: TG 2 - Local",,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",http://www.w0dmr.org/,,yes,2,310811,,,NoCo c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,,184.83,E,ON - IDLE,08,120,40.37720108,-105.52100372,449.8,444.8,123,Larimer,On-Air,Estes Valley ARC,CCARC,2017-08-05,,,,,,625757,7268,,E-Power,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.","Full-time to 146.68500 (N0FH) at Estes Park, CO .",,ARES D-10: Thu at 19:00.,,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,K7UVA,"Provo, Sundance",UT,OPEN,,,185.21,WNW,,49,122,40.3844986,-111.58399963,145.25,144.65,100,Utah,On-Air,Utah Valley Amateur Radio Club,UVHFS,2017-11-28,,Utah Valley Amateur Radio Club,,,,,,,,Utah County from Alpine to Payson and Heber,,,"Full-time to 147.22000 (WA7YZR) at Provo, Edgemont SC, UT .",,,https://uvarc.club/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,185.43,E,,08,105,39.70080185,-105.1780014,53.09,51.39,107.2,Jefferson,On-Air,Denver Radio Club,CCARC,2017-03-11,,,,,,,,,E-power.,Metro Denver area.,,,,DM79JQ,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,,185.46,E,,08,14,39.97750092,-105.27899933,146.7,146.1,100,Boulder,On-Air,Boulder Co ARC,CCARC,2013-03-17,,,,,,,,,6,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,,,,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,,WA7YZR,"Provo, Edgemont SC",UT,OPEN,,,185.52,WNW,,49,249,40.28969955,-111.65499878,147.22,147.82,,Utah,Off-Air,"KR7D, ARC of Utah Valley",UVHFS,2017-03-21,,,,,,,,,4,Utah County from Alpine to Payson.,,,"Full-time to 145.25000 (K7UVA) at Provo, Sundance, UT .",DN40EG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,,,185.57,ESE,,08,80,39.50419998,-105.12799835,146.88,146.28,100,Jefferson,On-Air,Denver Radio League,CCARC,2020-03-13,,,,,,,,,E-power.,Wide Area,,,,,,DRL Repeaters,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,EI,Y,185.57,ESE,Node Offline,08,273,39.50419998,-105.12799835,449.6,444.6,,Jefferson,On-Air,Denver Radio League,CCARC,2020-03-13,,,,,,690473,3345,,,,,,,,,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,,185.67,E,,08,10,39.97800064,-105.27500153,448.9,443.9,100,Boulder,On-Air,Boulder ARC,CCARC,2013-03-17,,,,,,,,,6,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,,185.68,E,,08,13,39.97829819,-105.27500153,146.61,146.01,100,Boulder,On-Air,Boulder Amateur Radio Club,CCARC,2019-08-23,,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,820,ATV,W0BTV,Boulder,CO,OPEN,,,185.71,E,,08,18534,39.97848511,-105.27445221,423,1243,ATV,Boulder,On-Air,BATVC,,2020-02-25,,ATN,,,,,,,"dual-mode, NTSC analog &amp; DVB-T digital ATV","Wide Area, WY border to DIA to SE Denver",,,,,"ATV, Thurs, 3pm local",https://kh6htv.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,88.5,N7ZOI,"Midway, Wilson Peak",UT,OPEN,,,186.58,NW,,49,168,40.5622,-111.476,147.2,147.8,88.5,Wasatch,On-Air,,UVHFS,2015-06-11,,High Valley ARC,,,,,,,8,Heber city and surrounding communities.,,,"Full-time to 449.52500 (K7JL) at Brighton, Scott's Peak, UT .",,HVARC: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,S,186.71,E,,08,8186,40.01499939,-105.27100372,446.8625,441.8625,,Boulder,On-Air,Boulder County ARES,CCARC,2017-03-11,,,yes,KC0DS (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,D,186.71,E,,08,8185,40.01499939,-105.27100372,446.8,441.8,,Boulder,On-Air,Rocky Mountain Ham Radio,CCARC,2019-11-27,,Rocky Mountain Ham Radio,,,,,,,,Wide area.,,,Full-time to the Colorado TRBO System .,,,Rocky Mountain Ham Radio,See website for complete information regarding timeslot/colorcode/talkgroup programming.,yes,7,310800,,,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,S,186.71,E,,08,8221,40.01499939,-105.27100372,1299.5,1279.5,,Boulder,On-Air,Boulder County ARES,CCARC,2012-11-12,,,yes,W0DK (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,,186.76,E,,08,21,40.01499939,-105.26999664,449.4,444.4,91.5,Boulder,Off-Air,BARC,CCARC,2013-01-08,,,,,,,,,2,,,,,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,,186.76,E,ON - IDLE,08,11,40.01499939,-105.26999664,449.55,444.55,100,Boulder,On-Air,Rocky Mtn VHF Soc,CCARC,2017-03-11,,,,,,217336,,,8,Denver metro area.,,,"Full-time to 224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,186.97,E,,08,85,39.68220139,-105.14299774,147.33,147.93,100,Jefferson,On-Air,Denver Radio Club,CCARC,2017-03-31,,,,,,,,,E-power.,Metro Denver and the foothills.,,,,,SATERN: Thu at 19:30.,DRC Repeaters,Not recommeded to use tone squelch on this repeater.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,186.97,E,,08,267,39.68220139,-105.14299774,224.38,222.78,100,Jefferson,On-Air,Denver Radio Club,CCARC,2017-03-11,100,,,,,,,,,,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,CSQ,W0TX,"Lakewood, Green Mtn",CO,OPEN,,Y,186.97,E,,08,8215,39.68220139,-105.14299774,449.775,444.775,,Jefferson,On-Air,Denver Radio Club,CCARC,2019-09-06,,,,,,,,,Yaesu Digital Only,Metro Denver,,,,DM79KQ,,Denver Radio Club,"YSF digital only, no analog FM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,
145.47,-0.6,100,N7BSA,"Orem, QTH AC7DM",UT,OPEN,E,,187.32,WNW,Node Offline,49,127,40.319,-111.674,145.47,144.87,100,Utah,On-Air,Explorer Post 1973,UVHFS,2019-03-02,,,,,,46049,,,Autopatch.,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,,187.53,E,ON - IDLE,08,119,40.36009979,-105.4509964,146.685,146.085,123,Larimer,On-Air,Estes Valley ARC,CCARC,2017-08-05,,,,,,625757,7268,,E-power.,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.","Full-time to 449.80000 (N0FH) at Estes Park, CO .",DN70GI,ARES D-10: Thu at 19:00.,,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,187.6,ESE,,08,8193,38.9939003,-105.05699921,447.675,442.675,179.9,Teller,On-Air,Mountain Amateur Radio Club (MARC),CCARC,2014-05-22,179.9,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,187.6,ESE,,08,3750,38.99380112,-105.05699921,927.9,902.9,D205,Teller,On-Air,MARC,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,187.65,ESE,,08,249,38.9939003,-105.05599976,145.415,144.815,179.9,Teller,,MARC,CCARC,2012-11-12,,,,,,,,Unknown,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,187.65,ESE,,08,252,38.9939003,-105.05599976,449.025,444.025,141.3,Teller,,Mountain Amateur Radio Club (MARC),CCARC,2012-11-10,,,,,,,,Unknown,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,187.65,ESE,,08,250,38.9939003,-105.05599976,146.82,146.22,107.2,Teller,On-Air,Mountain ARC,CCARC,2016-11-17,,,,,,,,,E-power.,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,187.65,ESE,,08,251,38.9939003,-105.05599976,448.65,443.65,107.2,Teller,On-Air,Mountain ARC (MARC),CCARC,2016-11-17,,MARC,,,,,,,E-power.,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,100,N6QWU,"Payson, West Mountain",UT,OPEN,E,,188.03,WNW,Node Offline,49,125,40.0906,-111.821,448.25,443.25,100,Utah,Off-Air,,UVHFS,2015-03-25,,,,,,355674,,,,Wide area: Utah County from Alpine to Payson.,,,,DN40cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,100,WA7UAH,"Goshen, West Mountain",UT,OPEN,,,188.03,WNW,,49,247,40.0906,-111.821,147.02,147.62,100,Utah,On-Air,ERC,UVHFS,2015-06-08,,,,,,,,,Autopatch.,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,WA7FFM,"Goshen, West Mountain",UT,OPEN,,,188.05,WNW,,49,220,40.08919907,-111.8219986,448.95,443.95,,Utah,,,UVHFS,2015-06-08,,,,,,,,Unknown,6,Utah County from Alpine to Payson.,,,,DN40CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,K7UCS,"Goshen, West Mountain",UT,OPEN,,,188.09,WNW,,49,71,40.08909988,-111.82299805,147.34,147.94,100,Utah,On-Air,Utah Co ARES,UVHFS,2015-06-04,,,,,,,,,E-power.,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. Cedar Valley and its surrounding communities.,,,,DN40cc,UCARES: Tues at 21:00.,http://www.ucares.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,,188.15,E,,08,5805,39.71620178,-105.12999725,447.825,442.825,D073,Jefferson,On-Air,Denver Radio Club,CCARC,2017-03-11,,,,,,,,,,,,,,DM79KR,,,Now operating in Narrow Band mode with Digital Code Squelch. Please reset your programing to use: 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.88,-1.6,156.7,N7IMF,Orem,UT,CLOSED,,,188.24,WNW,,49,282,40.3151,-111.696,224.88,223.28,156.7,Utah,On-Air,Utah High Desert ARC,UVHFS,2013-11-17,,,,,,,,,,Wasatch Front from Payson to Tremonton.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,188.32,ESE,,08,9503,38.9878006,-105.04399872,449.325,444.325,103.5,Teller,On-Air,KA4EPS,CCARC,2019-04-01,103.5,Amateur Radio Motorcycle Club,,,,,,,E-power. Allstar Node 27976,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",27976,,,DM78LX,Sunday 1900 MST Tuesday 1900 MST,http://www.ka4eps.com,Node # 27976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,,188.34,E,,08,8204,39.70460129,-105.1230011,448.75,443.75,100,Jefferson,Off-Air,,CCARC,2019-08-23,100,N0ELY,,,,,,,E-power.,Local.,,,,DM79KQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,NA7DB,"Page (az), Navajo Mountain",UT,OPEN,,,188.61,SW,,49,169,37.03419876,-110.8690033,448.75,443.75,100,San Juan,On-Air,,UVHFS,2014-06-30,,,,,,,,,10,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,DM47NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,100,W7CWI,"Page (AZ), Navajo Mountain",UT,OPEN,,,188.61,SW,,49,183,37.03419876,-110.8690033,449.925,444.925,100,San Juan,On-Air,Lake Powell ARG,UVHFS,2014-12-20,,,,,,,,,10,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,DM47NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,W7WAC,"Page (AZ), Navajo Mountain",UT,OPEN,,,188.61,SW,,49,218,37.03419876,-110.8690033,146.96,146.36,100,San Juan,On-Air,KE7OZE,UVHFS,2018-06-18,,Intermountain Intertie,,,,,,,,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,DM47NA,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,100,WA7VHF,"Page, Navajo Mountain",UT,OPEN,,,188.62,SW,,49,11827,37.034,-110.869,448.6,443.6,100,San Juan,On-Air,Utah VHF Society,UVHFS,2018-11-25,,Intermountain Intertie,,,,,,,,Wide Area.,,,"Full-time to 448.87500 (W7ARA) at Flagstaff, Mt. Elden, AZ . Full-time to the Intermountain Intertie System .",,UVHFS: Tue at 20:00.,http://utahvhfs.org/snowlink.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,,188.68,ESE,,08,15903,39.17490005,-105.03399658,449.975,444.975,100,Douglas,On-Air,K0JSC,CCARC,2017-04-21,100,The Fun Machine,,,,,,,Simulcast and Voted with Cedarwood and Methodist.,,,,Full-time to the The Fun Machine System .,,,The Fun Machine,"Can be linked to Allstar, Echolink and others by a Sysop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,188.69,ESE,ON - IDLE,08,83,39.17549896,-105.03399658,147.225,147.825,107.2,Douglas,On-Air,Colorado Repeater Association (CRA),CCARC,2017-11-13,107.2,CRA VHF Link System,,,,347086,3990,,Closed autopatch,Wide area,,,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",DM79LE,"CRA Net, Sunday 9AM",Colorado Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,188.69,ESE,,08,16547,39.17549896,-105.03399658,448.425,443.425,107.2,Douglas,On-Air,Colorado Repeater Association (CRA),CCARC,2020-02-11,107.2,ARESDEC,,,,,,,E-Power,Wide area 55 mi radius.,,,"Full-time to 147.10500 (WA0DE) at Simla, CO .",,,http://www.w0cra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,162.2,KD7RBR,"Orem, Point of the Mountain",UT,OPEN,,,188.81,WNW,,49,7950,40.2983,-111.719,447.6,442.6,162.2,Utah,On-Air,,UVHFS,2015-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K7UCA,"Orem, Timpanogos Hospital",UT,OPEN,,,189,WNW,,49,65,40.31389999,-111.71299744,447.275,442.275,100,Utah,Off-Air,Utah Co ARES,UVHFS,2015-07-17,,,,,,,,,,Wasatch Front from Payson to Tremonton.,,,,DN40DH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,,189.05,E,,08,9775,39.75049973,-105.1230011,147.21,147.81,100,Jefferson,On-Air,Denver Water Amateur Radio Club,,2020-01-23,100,,,,,,3241,,,,,,,DM79KS,,http://www.dwarc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,Y,189.05,E,,08,17349,39.75059891,-105.1230011,448.35,443.35,,Jefferson,On-Air,Denver Water Amateur Radio Club (DWARC),CCARC,2018-10-02,,,,,,,,,,Denver Metro and surrounding,,,,,,http://www.DWARC.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,
