Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Links,Coordination,Last update,Web links,Downlink Tone,AllStar,Affiliate,Notes,EchoLink,IRLP,Bandwidth,DMR Enabled,Color Code,IPSC Network,Wide Network,Mixed-Mode,D-STAR Enabled,Node,Sources,Commands,Nets,YSF Digital Enabled,DG-ID,P-25 Digital Enabled,NAC,Default Reflector,DMR ID,Talkgroups,Rocky Mountain Wide,Southern Colorado,Feed,Location Photo,On-air,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Eastern Colorado,TAC 311,Colorado,Colorado Chat,Central Regional,WIRES-X,Northern Colorado Regional,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Devilshead Local,Local Network,Local/Cluster,REACT,CO-Park County
147.04,0.6,67,AB1Q,"Isleta Pueblo, 1505 Hwy 314",NM,OPEN,,,155.66,SSW,,35,15633,34.90499878,-106.70600128,147.04,147.64,67,Bernalillo,DM64PV,On-Air,Bernalillo and Valencia counties,AB1Q,,,NMFCC,2020-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,67,K5URR,"Grants, MW Ridge",NM,OPEN,,,158.11,SW,,35,15625,35.18880081,-107.59999847,146.64,146.04,67,Bernalillo,DM65EE,On-Air,Wide Area,URFMSI,,,NMFCC,2018-05-03,http://www.urfmsi.org,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,D,158.24,NNE,,08,7193,39.26480103,-105.11399841,446.925,441.925,,Douglas,DM79KG,On-Air,,,,Full-time to the Colorado TRBO System .,CCARC,2019-11-27,Rocky Mountain Ham Radio,,,,See the website for programming info.,,,,yes,8,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,310817,"Open Talkgroup View Assignment TS TG Access Southern Colorado 1 719 Devilshead Local 2 711 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,,158.24,NNE,,08,8190,39.26480103,-105.11399841,447.525,442.525,146.2,Douglas,DM79KG,On-Air,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",EmComm Colorado,,,CCARC,2015-06-17,,146.2,,Colorado ARES,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.82,-1.6,,WA5VJY,Albuquerque,NM,OPEN,,,160.3,S,,35,25,34.80609894,-106.53500366,223.82,222.22,,Bernalillo,DM64RT,Off-Air,,NM 220 S,E-power.,,NMFCC,2017-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.225,5.1,,N5CUL,Los Lunas,NM,OPEN,,,162.66,SSW,,35,126,34.80609894,-106.73300171,442.225,447.275,,Valencia,,Off-Air,Los Lunas.,N5CUL,,,NMFCC,2017-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,100,WA5TSV,Los Lunas,NM,OPEN,,,162.66,SSW,,35,127,34.80609894,-106.73300171,444.125,449.125,100,Valencia,,On-Air,,Los Lunas ARA,"Closed autopatch, e-power.",,NMFCC,2016-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,,162.69,NW,,08,3745,38.9016,-107.926,147.195,147.795,107.2,Delta,,,Local.,,,,,2018-04-04,,,,Colorado District 25 ARES,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,,162.69,NW,,08,3749,38.90159988,-107.9260025,147.36,147.96,100,Delta,,On-Air,,W0ALC,,,CCARC,2019-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,,162.69,NW,,08,3760,38.9016,-107.926,449.825,444.825,100,Delta,,,,W0ALC,,,CCARC,2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,NM5ML,"Conchas Dam, Mesa Rica",NM,OPEN,,,162.74,SE,,35,64,35.23279953,-104.22299957,147.36,147.96,100,San Miguel,DM75VF,On-Air,Wide area.,,5,Full-time to the Mega-Link System .,NMFCC,2018-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,,162.79,N,,08,24,39.4439,-105.969,147.39,147.99,88.5,Summit,,On-Air,Wide area.,Colorado Connection,12,Full-time to the Colorado Connection System .,CCARC,2015-01-30,Breckenridge Repeater,123,,,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-. This machine has a split tone, 88.5 rx and 123.0 tx",,,,,,,,,,,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,162.85,N,,08,7,39.4056,-105.473,146.895,146.295,100,Park,,On-Air,285,AB0RR,25,"Full-time internet linked to 448.57500 (WZ0N) at Hartsel, CO .",CCARC,2017-07-05,Park County Radio Club (PCRC),100,45835,,,,,,,,,,,,,,,Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC,N0SZ,"Breckenridge, Baldy",CO,OPEN,,D,163.82,N,,08,16780,39.459,-105.979,445.0875,440.0875,,Fremont,,On-Air,,K2AD,,,,2018-02-01,http://www.rmham.org/,,,Rocky Mountain Ham Radio,,,,,yes,7,,,,,,,,,,,,,,310830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,,165.38,N,,08,23,39.4817,-106.038,146.7,146.1,107.2,Summit,,On-Air,,GRARC,E-power.,,CCARC,2013-01-07,,,,,,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Santa Rosa, Moon Ranch",NM,OPEN,,,166.29,SSE,,35,15634,34.93870163,-104.68199921,147.04,147.64,141.3,Guadalupe,,On-Air,,NMEMA ARC,,,NMFCC,2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.525,5,,K5URD,"Belen, Capilla Peak",NM,OPEN,,S,166.3,S,,35,47,34.70140076,-106.40100098,444.525,449.525,,Torrance,DM64TQ,Off-Air,Wide area.,Upper Rio FM Soc,E-power.,,NMFCC,2018-11-19,URFMS Repeaters,,,,9,,,,,,,,,yes,K5URD (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,K5URR,"Belen, Capilla Peak",NM,OPEN,,,166.3,S,,35,46,34.70140076,-106.40100098,146.96,146.36,100,Torrance,DM64TQ,Off-Air,Wide area.,Upper Rio FM Society,9,,NMFCC,2018-11-19,http://www.urfmsi.org/,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.075,5,100,W5NES,"Mountainair, Capilla Peak",NM,OPEN,,,166.34,S,,35,131,34.70100021,-106.40200043,444.075,449.075,100,Torrance,DM64TQ,On-Air,"Excellent coverage in Albuquerque, up to Santa Fe.",W5NES,,,NMFCC,2018-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,WB5NJU,Kenton,NM,OPEN,,,167,ESE,,35,18214,36.90100098,-103.00299835,147.39,147.99,88.5,Union,,On-Air,,,,,,2019-10-30,,,,,Repeater on the New Mexico - Oklahoma border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,67,K5EMO,"Grants, 515 West High Street",NM,OPEN,E,,168.33,SW,ON - IDLE,35,17042,35.15420151,-107.85399628,444.975,449.975,67,Cibola,DM65BD,On-Air,Local,Cibola County Emergency Manager,Linked to 147.980 NM5EM,"Full-time to 146.98000 (NM5EM) at Grants, Mt Taylor, NM .",NMFCC,2018-12-27,,67,,,,707790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KE5FYL,Grants,NM,OPEN,,Y,168.61,SW,,35,10215,35.14730072,-107.85099792,147.18,147.78,,Cibola,,On-Air,,Cibola County Amateur Radio Club,,"Full-time to 444.95000 (KE5FYL) at Grants, La Mosca Peak, NM .",NMFCC,2018-11-29,,,,,PL 100.0 must but placed on both RX &amp; TX to avoid hearing Digital Traffic noise.,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,67,NM5ML,"Grants, La Mosca",NM,OPEN,,,168.61,SW,,35,15885,35.14730072,-107.85099792,444.8,449.8,67,Cibola,,On-Air,Wide area,Mega Link Repeater System,Full time to the New Mexico MegaLink system,Full-time to the Mega-Link System .,NMFCC,2018-01-07,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.66,-0.6,100,NM5ML,"Grants, Microwave Ridge",NM,OPEN,,,168.62,SW,,35,94,35.14720154,-107.85099792,146.66,146.06,100,Cibola,,On-Air,Wide area.,Mega-Link Rptr System,9,Full-time to the Mega-Link System .,NMFCC,2017-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,,169.23,NW,,08,3755,38.9944,-107.973,447.35,442.35,107.2,Delta,,,,Grand Mesa Repeater Assoc (GMRA),,,CCARC,2012-11-10,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,,170.52,NNE,,08,60,39.4703,-105.198,447.5,442.5,88.5,Jefferson,,On-Air,Wide area.,Aurora Repeater Association,E-power.,,CCARC,2014-04-28,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.65,5,CC,KE5FYL,"Grants, Rogers Rock",NM,OPEN,,DS,170.72,SW,,35,17003,35.13249969,-107.88899994,444.65,449.65,,Cibola,DM65BD,On-Air,Grants/Milan NM,Cibola County Amateur Radio Club,,,NMFCC,2019-12-08,,,,,,,,,yes,1,Brandmeister c Record retrieved from radioid.net,,,yes,KE5FYL (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,313508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,171.52,NNE,,08,59,39.5148,-105.353,147.12,147.72,88.5,Jefferson,,On-Air,Denver metro and east.,Aurora Repeater Association,E-power.,,CCARC,2016-01-17,http://www.n0ara.org,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,,171.69,NNW,ON - IDLE,08,6009,39.4247,-107.097,447.15,442.15,136.5,Garfield,,On-Air,,,,,,2011-08-01,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,,171.89,NW,,08,149,39.06669998,-107.93599701,145.355,144.755,88.5,Mesa,,On-Air,"Rifle to the east, several miles east of Green River, Utah to the west.",Colorado Connection,E-power.,Full-time to the Colorado Connection System .,CCARC,2017-01-06,,123,,,Colorado Connection system of repeaters,,,,,,,,,,,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,,171.91,NW,,08,8763,39.0666,-107.937,449.65,444.65,151.4,Mesa,,On-Air,Wide area coverage,Keri Washburn,NWS weather alert system.,"Full-time to 447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",CCARC,2016-10-28,,151.4,,,,,8162,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,172.51,NNE,,08,103,39.5211,-105.305,1287.9,1267.9,CSQ,Jefferson,,Off-Air,Fort Collins to Colorado Springs.,Colorado Repeater Association (CRA),,,CCARC,2017-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,KC5OUR,Belen,NM,OPEN,,,172.86,SSW,,35,45,34.66279984,-106.77600098,146.7,146.1,100,Valencia,,On-Air,,Valencia Co Amateur Radio Association,E-power.,,,2016-12-13,,,,,,,,,,,,,Yes; analog capable.,,,,,VCARA: Wed at 20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,100,KC5WDV,"Gallup, Deza Bluffs",NM,OPEN,,,173.41,WSW,,35,13539,35.90309906,-108.77200317,448.2,443.2,100,McKinley,DM55OV,On-Air,,,,,NMFCC,2017-12-27,,,,McKinley County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,67,NM5ML,"Gallup, Deza Bluffs",NM,OPEN,,,173.41,WSW,,35,89,35.90309906,-108.77200317,147.22,147.82,67,McKinley,DM55OV,On-Air,Wide area.,New Mexico Mega Link Assoc,"Closed autopatch, e-power.",Full-time to the Mega-Link System .,NMFCC,2017-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,,,173.8,NNE,,08,80,39.50419998,-105.12799835,146.88,146.28,100,Jefferson,,On-Air,Wide Area,Denver Radio League,E-power.,,CCARC,2020-03-13,DRL Repeaters,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,EI,Y,173.8,NNE,Node Offline,08,273,39.50419998,-105.12799835,449.6,444.6,,Jefferson,,On-Air,,Denver Radio League,,,CCARC,2020-03-13,DRL Repeaters,,,,,690473,3345,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,,174.5,NNW,,08,35,39.4,-107.315,449.725,444.725,179.9,Garfield,,On-Air,Wide area.,Roaring Fork Amateur Repeater Cooperative (RFARC),EchoLink.,,CCARC,2012-11-10,,,28434,,,,3722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,,174.5,NNW,,08,259,39.4,-107.315,147.39,147.99,107.2,Garfield,,On-Air,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",Roaring Fork Amateur Repeater Cooperative,,,,2016-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,,174.92,N,,08,256,39.6061,-106.356,146.61,146.01,107.2,Eagle,,On-Air,,ECHO,11,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett, Tator Butte",CO,OPEN,,,174.99,ESE,,08,3792,37.36999893,-102.85900116,146.64,146.04,100,Las Animas,,Off-Air,Wide area: West BACA and East Las Animas counties.,,,,CCARC,2015-12-12,KZ0DEM Repeaters,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,S,175.21,NNE,,08,11473,39.39350128,-104.67500305,446.85,441.85,,Douglas,DM79PJ,On-Air,,Parker Radio Association,D-Star B module,,CCARC,2018-03-18,http://parkerradio.org,,,,,,,,,,,,,yes,K0PRA (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,,175.55,NE,,08,7395,38.85200119,-103.69999695,449.9,444.9,107.2,Lincoln,DM88DU,On-Air,,,,,CCARC,2012-07-20,,,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,KB5ITS,"Lukachukai, Roof Butte",AZ,OPEN,,,175.66,WSW,,04,163,36.4614,-109.096,145.25,144.65,100,Apache,,On-Air,,San Juan Connection,"E-power, linked.",Full-time to the San Juan Connection System .,ARCA,2018-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,100,NM5SJ,"Red Rock, Roof Butte",AZ,OPEN,,,175.66,WSW,,04,72,36.4614,-109.096,146.82,146.22,100,Apache,,On-Air,,Totah ARC,,,ARCA,2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,,176.43,NW,,08,127,38.5767,-108.647,449.4,444.4,131.8,Mesa,,On-Air,Wide area via links - Western Colorado - Eastern Utah,"WA4HND, Grand Mesa Repeater Association",E-power.,Full-time to the GMRA Open System .,CCARC,2016-08-19,http://www.gmra.org,131.8,,,Closed IRLP out - Ask for a control op,,3710,,,,,,,,,,,RACES Wed 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,,177.38,N,,08,242,39.6403,-106.374,224.8,223.2,,Eagle,,Off-Air,,ECHO,,,CCARC,2018-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,,177.38,N,,08,243,39.6403,-106.374,449.9,444.9,107.2,Eagle,,Off-Air,,ECHO,,,CCARC,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,N0SZ,Vail,CO,OPEN,,D,177.47,N,,08,16781,39.6348,-106.447,445.075,440.075,,Eagle,,On-Air,,K2AD,,,CCARC,2018-02-01,http://www.rmham.org/,,,Rocky Mountain Ham Radio,,,,,yes,7,,,,,,,,,,,,,,310851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,177.6,NNW,,08,129,39.4264,-107.38,146.85,146.25,88.5,Garfield,,On-Air,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",Colorado Connection,70,,CCARC,2016-05-23,,123,,,Part of the Colorado Connection System of Repeaters,,,,,,,,,,,,,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,177.6,NNW,,08,130,39.42639923,-107.37999725,146.88,146.28,107.2,Garfield,,On-Air,,Ski Country ARC,,"Full-time to 447.60000 (KI0G) at Glenwood Springs, CO .",CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,177.6,NNW,,08,132,39.4264,-107.38,447.1,442.1,107.2,Garfield,,On-Air,,Ski Country ARC,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,177.6,NNW,,08,255,39.4264,-107.38,449.6,444.6,107.2,Garfield,,On-Air,Wide area.,,e-power Linked to GMRA open system,,CCARC,2018-01-15,http://www.gmra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,K0PRA,Parker,CO,OPEN,,D,178.08,NNE,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17292,39.44910049,-104.70300293,445.075,440.075,,Douglas,,On-Air,,Parker Radio Association,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,CCARC,2019-11-27,http://www.parkerradio.org,,,,Mixed Mode,,,,yes,1,None c Record retrieved from radioid.net,,,,,,,Mondays 20:30 MST,,,,,,310844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,,178.21,NNE,,08,8189,39.49420166,-104.83599854,447.525,442.525,203.5,Douglas,DM79NL,On-Air,"Denver metropolitan area, front range foothills",EmComm Colorado,,,CCARC,2017-03-11,,146.2,,Colorado ARES,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,,178.95,N,,08,241,39.6554,-106.457,147.345,147.945,88.5,Eagle,,On-Air,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass. Map,Colorado Connection,9,Full-time to the Colorado Connection System .,CCARC,2017-01-06,,123,,,,,,,,,,,,,,,,Central Colorado Traffic Net: Daily at 19:3030 Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES net: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9375,-25.9,,KI0HC,"Indian Hills, Chief Mtn",CO,OPEN,,,179.02,NNE,,08,17457,39.6,-105.21,927.9375,902.025,,Jefferson,,On-Air,"Wide area,Denver,Colorado Springs, Pueblo, Loveland. I70 East of Denver to Genoa and I25 North to Loveland &amp; South to Aguilar. I76 East to Atwood",,linked to Centennial Cone 927.8375 &amp; Almagre 927.7250,,CCARC,2018-12-23,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,,179.93,NNE,,08,73,39.6333,-105.317,145.34,144.74,103.5,Jefferson,,On-Air,Wide area.,Rocky Mtn Radio League,E-power.,,CCARC,2019-08-15,Repeater,127.3,,,,,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC,N0SZ,"Evergreen, Squaw Mountain",CO,OPEN,,D,179.93,NNE,,08,10932,39.6333,-105.317,145.175,144.575,,Clear Creek,,On-Air,,Rocky Mountain Ham Radio,700,,CCARC,2018-11-25,Rocky Mountain Ham Radio,,,,Voice ID is required for data/GPS/text on TG 705,,,,yes,7,,,,,,,,,,,,,,310810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,100,KC5WDV,"Gallup, Gibson Peak",NM,OPEN,,,180.27,SW,,35,90,35.60509872,-108.68499756,147.26,147.86,100,McKinley,DM55PO,On-Air,,KC5WDV,VHF/UHF Remote Bases,,NMFCC,2018-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,180.99,N,,08,8250,39.6732,-105.48,449,444,136.5,Clear Creek,,On-Air,,CARN,,,CCARC,2017-03-11,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,,181.18,NE,,08,12167,39.22669983,-104.08999634,147.105,147.705,107.2,Elbert,DM79WF,On-Air,"I-70, E. Arapahoe, Elbert, Lincoln Counties 40 mi radius.",ARES of Douglas and Elbert Counties,Linked to CRA 448.425 - WestCreek,"Full-time to 448.42500 (W0CRA) at Larkspur, Westcreek, CO .",CCARC,2020-02-11,http://www.w0cra.org/,107.2,,Colorado Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,,181.21,N,,08,94,39.6774,-105.488,448.675,443.675,100,Denver,,On-Air,Wide area.,W0CFI,,,CCARC,2015-04-03,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,,181.26,N,,08,84,39.6781,-105.487,147.3,147.9,103.5,Clear Creek,,On-Air,Wide area.,Denver PD EEB,,,CCARC,2017-03-11,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9,-5,,K0PRA,Parker,CO,OPEN,W,Y,181.27,NNE,,08,18248,39.51860046,-104.76100159,446.9,441.9,,Arapahoe,,On-Air,Small coverage area in Parker,Parker Radio Association,Linked to the Colorado Mega digital system,,,2019-11-03,https://www.parkerradio.org,,,,,,,,,,,,,,,,,Monday nights 8pm mountain,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,40895,,,,,,,,,,
