Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Sponsor,Affiliate,Links,Coordination,Last update,On-air,Features,Coverage,EchoLink,Web links,Notes,Nets,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,IRLP,AllStar,Commands,D-STAR Enabled,Node,Sources,Talkgroup Network,Talkgroups,Southern Colorado,Central Regional,Northern Colorado Regional,YSF Digital Enabled,DG-ID,Mixed-Mode,Local Network,Wyoming,WyLOCAL,Worldwide,North America,English,Local/Cluster,Mountain Reg USA,Rocky Mountain Wide,Feed,Location Photo,P-25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide English,DCI Bridge,Colorado,N. Colorado,TAC 310,Devilshead Local,WIRES-X,Bandwidth,Eastern Colorado,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,TAC 311,Colorado Chat,Data,DMRX 1,Utah Statewide 2,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On
147.39,0.6,CC,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,160.35,E,,08,12562,40.54460144,-104.94400024,147.39,147.99,,,Larimer,,On-Air,KT0L - NoCo C-Bridge Network,,,CCARC,2019-11-27,,,"Fort Collins east side, into Red Feather Lakes area.",,Documentation,,Tac 310 Net: Sun at 18:00.,yes,2,310822,NoCO c Record retrieved from radioid.net,,,,,,,,,"Open Talkgroup View Assignment TS TG Access TAC 310 1 310 DCI Bridge 1 3100 N. Colorado 1 3171 Mountain Reg USA 1 3177 Local/Cluster 2 2 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,2,1,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,,160.88,E,,56,20,41.15250015,-105.22100067,448.15,443.15,100,,Laramie,DN71JD,Off-Air,KB7SWR,,"Full-time to 145.23500 (KB7SWR) at Cheyenne, WY .",WRCG,2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,,161.67,S,,08,208,37.69919968,-107.80599976,147.27,147.87,127.3,,San Juan,,On-Air,KB5ITT,Durango ARC,,CCARC,2017-04-14,,E-power.,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,,161.78,SSE,,08,14923,37.79330063,-107.05500031,449.525,444.525,100,100,Mineral,DM67lt,On-Air,N0PKT,The Fun Machine,Full-time to the The Fun Machine System .,,2017-01-06,,,,,,,,,,,,,,43265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,161.99,E,"Rick KT0L Repeater Ft Collins, CO (Limited coverage)",08,10995,40.59379959,-104.9260025,446.775,441.775,,,Larimer,DN70MO,On-Air,W0DMR - NoCo C-bridge Network,Brandmeister Network,,CCARC,2019-11-27,,,"Fort Collins east side, into Red Feather Lakes area.",,W0DMR,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,yes,2,310806,NoCO c Record retrieved from radioid.net,,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,BrandMeister US,"Open Talkgroup View Assignment TS TG Access Worldwide English 1 91 Full-Time North America 1 93 Full-Time DCI Bridge 1 3100 Full-Time Local/Cluster 2 2 Colorado 2 3108 Full-Time N. Colorado 2 3171 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,1,,2,,,,,,,,,,,,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,,162.82,E,,08,8188,40.58100128,-104.90599823,447.2,442.2,82.5,,Weld,DN70NN,On-Air,N6RFI,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,100,WA7GIE,"Roosevelt, Mirror Lake",UT,OPEN,,,163.01,WNW,,49,235,40.70560074,-110.88300323,147.38,147.98,100,,Duchesne,DN40NQ,Off-Air,,,,UVHFS,2019-11-11,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,,163.97,ESE,,08,8183,40.08470154,-104.81300354,224.96,223.36,CSQ,,Weld,,On-Air,AC0KC,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,CC,N0KEG,Centennial,CO,OPEN,,DS,164.2,ESE,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17676,39.58069992,-104.8769989,147.315,147.915,,,Arapahoe,,,N0KEG,Parker Radio Association,,,2019-11-27,Unknown,,"Southeast metro Denver area. Parker, Centennial, SE Aurora, Elizabeth, Franktown, Castle Rock.",,https://www.parkerradio.org,,Monday 8pm. Colorado Link Digital Net. Repeater is used in DSTAR mode for this net.,yes,1,310759,Brandmeister c Record retrieved from radioid.net,,,,,yes,N0KEG (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,K7SDC,"Scofield, Ford Ridge",UT,OPEN,I,,164.27,W,,49,55,39.75579834,-110.98999786,145.31,144.71,88.5,,Carbon,DM49MS,On-Air,Sinbad Desert ARC,,,UVHFS,2017-09-03,,"Closed autopatch, remote base.",Wide area: Scofield and Soldier Smt areas as well as into the Price valley as far south as Huntington and as far east as Sunnyside.,,http://sdarc.us/repeaters/ford.html,9,,,,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,164.42,SE,ON - IDLE,08,83,39.17549896,-105.03399658,147.225,147.825,107.2,107.2,Douglas,DM79LE,On-Air,Colorado Repeater Association (CRA),CRA VHF Link System,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",CCARC,2017-11-13,,Closed autopatch,Wide area,347086,Colorado Repeater Association,,"CRA Net, Sunday 9AM",,,,,,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,164.42,SE,,08,16547,39.17549896,-105.03399658,448.425,443.425,107.2,107.2,Douglas,,On-Air,Colorado Repeater Association (CRA),ARESDEC,"Full-time to 147.10500 (WA0DE) at Simla, CO .",CCARC,2020-02-11,,E-Power,Wide area 55 mi radius.,,http://www.w0cra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,,164.44,SE,,08,15903,39.17490005,-105.03399658,449.975,444.975,100,100,Douglas,,On-Air,K0JSC,The Fun Machine,Full-time to the The Fun Machine System .,CCARC,2017-04-21,,Simulcast and Voted with Cedarwood and Methodist.,,,The Fun Machine,"Can be linked to Allstar, Echolink and others by a Sysop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,,164.73,ESE,,08,8202,39.72940063,-104.83200073,448.4,443.4,94.8,,Arapahoe,,On-Air,,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,,164.73,ESE,,08,8199,39.72940063,-104.83200073,448.275,443.275,156.7,,Arapahoe,,On-Air,W0BG,,,CCARC,2013-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,Aurora,CO,OPEN,,,164.73,ESE,,08,8743,39.72940063,-104.83200073,449.95,444.95,77,77,Arapahoe,,On-Air,W9SL Owner,,,CCARC,2019-08-23,,,Primarily to the North along I-25 corridor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,Y,164.73,ESE,,08,16032,39.72940063,-104.83200073,448.825,443.825,,,Arapahoe,,On-Air,,,,,2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,30584,,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,,164.79,ESE,,08,92,39.72940063,-104.83100128,448.5,443.5,100,,Denver,,On-Air,Castle Rock Repeater Group,,"Full-time to 145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",CCARC,2017-03-11,,E-power.,Greater Denver area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,,165.27,ESE,Node Offline,08,8739,40.02759933,-104.78900146,447.3,442.3,107.2,,Weld,,On-Air,,,,CCARC,2013-01-07,,,,405804,,,,,,,,,3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,S,166.23,ESE,,08,8207,39.69670105,-104.80999756,449.15,444.15,,,Arapahoe,,On-Air,Colorado Amateur Repeater Network (CARN),,,CCARC,2012-11-12,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,,167.68,SE,,08,8189,39.49420166,-104.83599854,447.525,442.525,203.5,146.2,Douglas,DM79NL,On-Air,EmComm Colorado,Colorado ARES,,CCARC,2017-03-11,,,"Denver metropolitan area, front range foothills",,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,168.44,SE,,08,8193,38.9939003,-105.05699921,447.675,442.675,179.9,179.9,Teller,,On-Air,Mountain Amateur Radio Club (MARC),,,CCARC,2014-05-22,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,168.45,SE,,08,3750,38.99380112,-105.05699921,927.9,902.9,D205,,Teller,,On-Air,MARC,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,168.49,SE,,08,249,38.9939003,-105.05599976,145.415,144.815,179.9,,Teller,,,MARC,,,CCARC,2012-11-12,Unknown,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,168.49,SE,,08,252,38.9939003,-105.05599976,449.025,444.025,141.3,,Teller,,,Mountain Amateur Radio Club (MARC),,,CCARC,2012-11-10,Unknown,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,168.49,SE,,08,250,38.9939003,-105.05599976,146.82,146.22,107.2,,Teller,,On-Air,Mountain ARC,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",CCARC,2016-11-17,,E-power.,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,168.49,SE,,08,251,38.9939003,-105.05599976,448.65,443.65,107.2,,Teller,,On-Air,Mountain ARC (MARC),MARC,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",CCARC,2016-11-17,,E-power.,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,WE0FUN,"Denver, Green Valley Ranch",CO,OPEN,EA,,168.55,ESE,Node Offline,08,9765,39.79669952,-104.7480011,448.15,443.15,141.3,141.3,Denver,DM79pt,On-Air,K0GUR,,Full-time to the The Fun Machine System .,CCARC,2019-08-22,,E-power (batt). 2 meter and 70cm channel steerable remote bases.,Small coverage of the East Denver area SW of DIA. Repeater Coverage Map,24340,k0jsc.com,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list. The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,,,,,,,29436,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,,168.86,ESE,,08,274,39.55799866,-104.79399872,448.7,443.7,146.2,,Douglas,,On-Air,,,,,2018-09-07,,,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,,169.17,ESE,,08,9771,40.00719833,-104.71600342,447.625,442.625,100,,Adams,,On-Air,Intermountain Repeater Group,,,,2015-05-23,,,Local/North Metro,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,169.26,SE,,08,9503,38.9878006,-105.04399872,449.325,444.325,103.5,103.5,Teller,DM78LX,On-Air,KA4EPS,Amateur Radio Motorcycle Club,,CCARC,2019-04-01,,E-power. Allstar Node 27976,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",,http://www.ka4eps.com,Node # 27976,Sunday 1900 MST Tuesday 1900 MST,,,,,,,27976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,,169.77,ESE,ON - IDLE,08,8741,39.62799835,-104.75800323,145.19,144.59,151.4,131.8,Arapahoe,DM79OP,On-Air,N0OBA,,,,2018-02-01,,Autopatch (please contact trustee).,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",10079,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott","""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,LaSalle,CO,OPEN,I,Y,170.07,ESE,,08,157,40.26119995,-104.70600128,147,147.6,,,Weld,DN70PG,On-Air,Weld ARS,,,CCARC,2019-05-06,,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",,,,,Tuesday Night club net,,,,,,3839,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,,170.07,ESE,,08,158,40.26119995,-104.70600128,448.475,443.475,100,,Weld,DN70PG,On-Air,Weld Amateur Radio Society (WARS),,,CCARC,2019-05-06,,,,,http://www.warsco.org/,,,,,,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,170.76,SE,ON - IDLE,08,8740,39.13600159,-104.92700195,145.19,144.59,131.8,131.8,Douglas,DM79MD,On-Air,N0OBA Owner,,,,2018-10-25,,,Wide area coverage at 8300,10079,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,,170.93,ESE,,08,5,39.6072998,-104.74099731,145.4,144.8,100,,Arapahoe,,On-Air,Castle Rock Repeater Group,,"Full-time to 448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",CCARC,2019-03-09,,"Autopatch, e-power.",Greater Denver area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC,KB0VGD,Greeley,CO,OPEN,,D,171.09,ESE,,08,18521,40.42331314,-104.70912933,445.1375,440.1375,,,Weld,,On-Air,,,,,2020-02-17,,,,,,,,yes,2,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,S,171.1,ESE,,08,8210,40.4233017,-104.70899963,449.325,444.325,,,Weld,,On-Air,Colorado Amateur Repeater Network (CARN),,,CCARC,2012-11-12,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,171.12,SE,,08,65,38.7466011,-105.1780014,147.015,147.615,107.2,,Teller,,On-Air,Mountain ARC,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",CCARC,2016-11-17,,E-power.,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,171.12,SE,,08,64,38.7466011,-105.1780014,145.46,144.86,67,,Teller,,On-Air,WB0WDF,RGARC,,CCARC,2012-06-15,,"E-power, 100% Solar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,171.12,SE,,08,7203,38.7466011,-105.1780014,224.94,223.34,67,,Teller,,Testing,,,,CCARC,2012-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,,171.12,SE,,08,66,38.74670029,-105.1780014,447.4,442.4,67,,Teller,,On-Air,WB0WDF,,,CCARC,2012-06-15,,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,,171.12,SE,,08,67,38.7466011,-105.1780014,1287.7,1267.7,67,,Teller,,Testing,WB0WDF,,,CCARC,2012-06-18,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9,-5,,K0PRA,Parker,CO,OPEN,W,Y,171.17,ESE,,08,18248,39.51860046,-104.76100159,446.9,441.9,,,Arapahoe,,On-Air,Parker Radio Association,,,,2019-11-03,,Linked to the Colorado Mega digital system,Small coverage area in Parker,,https://www.parkerradio.org,,Monday nights 8pm mountain,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,40895,,,,,,,,,,,,,,,,,,,,
448.05,-5,CC,N0KEG,Parker,CO,OPEN,,D,171.17,ESE,,08,17696,39.51860046,-104.76100159,448.05,443.05,,,Douglas,,,,,,,2019-11-27,Unknown,,,,,,,yes,1,310374,Brandmeister c Record retrieved from radioid.net,BrandMeister,,,,,,,,,,,,,,,Brandmeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,,171.23,ESE,,08,159,40.40370178,-104.70300293,449.725,444.725,127.3,,Weld,,On-Air,K0OJ,,,CCARC,2019-10-04,,"Autopatch, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,,171.39,ESE,,08,156,40.40359879,-104.69999695,146.85,146.25,100,100,Weld,,On-Air,Northern Colorado ARC,,,CCARC,2017-05-08,,"E-power, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,,171.83,SE,,08,33,38.53860092,-105.34899902,449,444,67,67,Fremont,DM78HM,On-Air,WB0WDF,,Full-time to the Mega-Link System .,CCARC,2012-06-14,,"E-power (Solar, Wind)",,,Mega Link,North of the Royal Gorge Bridge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,K0EB,Hudson,CO,OPEN,EI,,173.06,ESE,Node Offline,08,8216,40.02019882,-104.64199829,449.925,444.925,114.8,114.8,Weld,DN70,On-Air,K0EB,K0UPS Club,,CCARC,2018-12-01,,,,448035,,,,,,,,,8035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,,173.21,SSW,,49,49,37.83919907,-109.46199799,223.94,222.34,,,San Juan,DM57GU,,Grand Mesa Rptr Assoc,,,UVHFS,,Unknown,11,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,,173.21,SSW,,49,124,37.83919907,-109.46199799,447.1,442.1,107.2,107.2,San Juan,DM57GU,On-Air,Grand Mesa Repeater Association (GMRA),,Full-time to the GMRA Open System .,UVHFS,2017-04-07,,E-power.,Wide area.,,http://gmra.org,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,,173.21,SSW,,49,50,37.83919907,-109.46199799,447.4,442.4,,,San Juan,DM57GU,,,Cactus-Intertie,,UVHFS,,Unknown,11,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,,173.21,SSW,ON - IDLE,49,60,37.83919907,-109.46199799,146.61,146.01,88.5,,San Juan,DM57GU,On-Air,Sinbad Desert ARC,,,UVHFS,2017-04-07,,Remote base.,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",64264,http://www.sdarc.us/repeaters/abajo.html,11.36,,,,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Monticello, Abajo Peak",UT,OPEN,,,173.22,SSW,,49,18460,37.83940125,-109.46299744,447.275,442.275,100,,Wayne,,On-Air,San Juan Connection,,Full-time to the SAN JUAN CONNECTION System .,,2020-01-13,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
