Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update,Downlink Tone,Links,Notes,Nets,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Affiliate,Web links,Talkgroups,Rocky Mountain Wide,Northern Colorado Regional,On-air,Grid,D-STAR Enabled,Node,Sources,YSF Digital Enabled,DG-ID,IRLP,EchoLink,Bandwidth,Talkgroup Network,Worldwide English,North America,DCI Bridge,Local/Cluster,Colorado,N. Colorado,Commands,TAC 310,Mountain Reg USA,Local Network,Central Regional,Mixed-Mode,AllStar,Feed,Worldwide,English,P-25 Digital Enabled,NAC,Default Reflector,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Wyoming,WyLOCAL,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Southern Colorado,Devilshead Local,TAC 311,Colorado Chat,Eastern Colorado,Location Photo
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,166.81,SW,,08,65,38.7466,-105.178,147.015,147.615,107.2,Teller,On-Air,,Mountain ARC,E-power.,CCARC,2016-11-17,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,166.81,SW,,08,64,38.7466011,-105.1780014,145.46,144.86,67,Teller,On-Air,,WB0WDF,"E-power, 100% Solar",CCARC,2012-06-15,,,,,,,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,166.81,SW,,08,7203,38.7466,-105.178,224.94,223.34,67,Teller,Testing,,,,CCARC,2012-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,,166.81,SW,,08,67,38.7466,-105.178,1287.7,1267.7,67,Teller,Testing,,WB0WDF,,CCARC,2012-06-18,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC,N0SZ,"Breckenridge, Baldy",CO,OPEN,,D,167.27,WSW,,08,16780,39.459,-105.979,445.0875,440.0875,,Fremont,On-Air,,K2AD,,,2018-02-01,,,,,yes,7,310830,,,Rocky Mountain Ham Radio,http://www.rmham.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,,167.33,WSW,,08,24,39.4439,-105.969,147.39,147.99,88.5,Summit,On-Air,Wide area.,Colorado Connection,12,CCARC,2015-01-30,123,Full-time to the Colorado Connection System .,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-. This machine has a split tone, 88.5 rx and 123.0 tx",Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,Breckenridge Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,,167.92,SSE,,20,15098,38.46969986,-101.75299835,442.175,447.175,156.7,Greeley,On-Air,,WKARC,,,2019-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,,169.25,WSW,,08,23,39.4817,-106.038,146.7,146.1,107.2,Summit,On-Air,,GRARC,E-power.,CCARC,2013-01-07,,,,,,,,,,,,,,,,,,,,,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,103.5,KG7OMT,"Lusk, 77 Hill",WY,OPEN,,,170,NNW,,56,16404,42.84999847,-104.61699677,147.33,147.93,103.5,Niobrara,On-Air,,,,,2019-07-16,,,"North of Manville, Wyoming has a good line of sight for miles.",,,,,,,,,,,,,DN72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,170.18,SSW,,08,195,38.39250183,-104.55500031,224.26,222.66,88.5,Pueblo,Off-Air,Wide area.,Pueblo Ham Club,E-power.,CCARC,2013-05-07,,,,,,,,,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,,171.98,WSW,,08,166,40.0589,-106.388,147.075,147.675,88.5,Grand,On-Air,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70. Map,Colorado Connection,,CCARC,2016-05-23,123,Full-time to the Colorado Connection System .,Part of the Colorado Connection system of Repeaters,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,W0PHC,"Pueblo, Baculite Mesa",CO,OPEN,,,172.19,SSW,,08,193,38.36240005,-104.55999756,146.79,146.19,88.5,Pueblo,On-Air,Wide area.,Pueblo Amateur Radio Club,E-power.,CCARC,2019-12-10,,,,,,,,,,,Pueblo Amateur Radio Club,,,,,DM78ri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,CC 88.5,W0PHC,Pueblo,CO,OPEN,,D,172.19,SSW,,08,198,38.36240005,-104.55999756,447.95,442.95,88.5,Pueblo,On-Air,Wide area.,Pueblo Amateur Radio Club,E-power.,CCARC,2019-12-10,,,Dual Mode Analog/DMR,,yes,0,,c Record retrieved from radioid.net,,,Pueblo Amateur Radio Club,,,,,DM78ri,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,,W0SOK,Cozad,NE,OPEN,,,172.8,ESE,,31,30,40.724,-99.913,147.135,147.735,,Dawson,Off-Air,,Heartland Amateur Radio Association,E-power.,,2017-06-29,,,,Wed 2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.3,5,141.3,K0ECT,Elkader,KS,OPEN,,,175.92,SE,,20,4100,38.78499985,-100.92099762,444.3,449.3,141.3,Logan,On-Air,,SKECT,E-power.,Kansas Repeater Council,2018-07-12,141.3,Full-time to the SKECT System .,,,,,,,,,http://skect.org/default.aspx,,,,,DM98MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,CC 162.2,W0CTS,Lamar,CO,OPEN,,D,176.3,SSE,Static Talkgroups: 3108 - Colorado - Slot 1 3740 - REACT - Slot 1,08,18386,38.12810135,-102.53199768,449.2,444.2,162.2,Prowers,On-Air,,,TS1 TG3108 Colorado TS1 TG31083 Co Severe Wx TS2 not networked/local,,2019-12-21,162.2,,,,yes,1,311409,BrandMeister c Record retrieved from radioid.net,,,https://brandmeister.network/?page=repeater&amp;id=311409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,,177.03,SSW,,08,8173,38.30690002,-104.62000275,147,147.6,,Pueblo,On-Air,,Carl Higbee,,CCARC,2014-02-26,,,,,,,,,,,,,,,,DM78QH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,N0LAR,Lamar,CO,OPEN,EI,,178.18,S,ON - IDLE,08,171,38.08720016,-102.62000275,449.5,444.5,123,Prowers,On-Air,45,Lamar ARC,Linked full time to 146.610 (N0LAR) repeater,CCARC,2019-12-29,123,"Full-time to 146.61000 (N0LAR) at Lamar, CO .",,NWS net: Daily 12:15pm,,,,,,,http://www.qrz.com/db/n0lar,,,,,DM-88,,,,,,3774,37784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,N0SZ,"Fairplay, Badger",CO,OPEN,,D,178.44,SW,,08,12698,39.0469,-105.87,446.7625,441.7625,,Park,On-Air,,K7PFJ,,,2017-03-11,,,,,yes,0,,,,RMHAM,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,,179.94,SSW,ON - IDLE,08,7994,38.3030014,-104.73400116,448.975,443.975,100,Pueblo,On-Air,,,,CCARC,2017-03-11,100,Full-time to the The Fun Machine System .,Off air. Will return to service,,,,,,,,http://www.k0jsc.com,,,,,,,,,,,7301,363976,,,,,,,,,,,,,,,28368,Listen Live,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,,180.08,SSW,,08,192,38.25439835,-104.60900116,146.655,146.055,123,Pueblo,On-Air,,K0ST,,CCARC,2013-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,D,180.08,SSW,,08,8530,38.25439835,-104.60900116,447.7,442.7,210.7,Pueblo,Off-Air,,,,CCARC,2019-11-27,210.7,,,,yes,1,310805,KFKR- c Record retrieved from radioid.net,,,,,,,,,,,,,,7389,,,,,,,,,,,,,,,Yes; analog capable.,29228,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,,180.08,SSW,,08,189,38.25439835,-104.60900116,449.725,444.725,100,El Paso,On-Air,,N0PWZ,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,146.2,K0HS,"Hot Springs, City library/HSARC club house",SD,OPEN,,,180.35,N,,46,18390,43.22800064,-103.47399902,444.7,449.7,146.2,Fall River,On-Air,City of Hot Springs,Hot Springs ARC,HF remote base,,2019-12-22,146.2,,,,,,,,,,http://www.k0hs.com/,,,,,,,,,,,,,,,,,,,,,#9 plays the IDer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,,180.56,WSW,,08,242,39.6403,-106.374,224.8,223.2,,Eagle,Off-Air,,ECHO,,CCARC,2018-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,,180.56,WSW,,08,243,39.6403,-106.374,449.9,444.9,107.2,Eagle,Off-Air,,ECHO,,CCARC,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,,180.63,WSW,,08,256,39.6061,-106.356,146.61,146.01,107.2,Eagle,On-Air,,ECHO,11,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,AA0BF,"Fairplay, Sacramento Mountain",CO,OPEN,A,,181.22,WSW,,08,5336,39.21,-106.087,447.125,442.125,103.5,Park,On-Air,"Covers Fairplay, Alma, and western South Park.",AA0BF,Emergency automatic generator.,CCARC,2019-03-08,103.5,,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.","When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,,,,,"Park County Radio Club, AB0PC",,,,,,DM69wf,,,,,,,,,,,,,,,,,,,,,,45840,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,W0PHC,Pueblo,CO,OPEN,,,181.42,SSW,,08,191,38.2521019,-104.66200256,145.115,144.515,88.5,Pueblo,On-Air,,Pueblo Amateur Radio Club,E-power.,CCARC,2019-12-10,,,,,,,,,,,http://www.puebloradio.org/,,,,,DM78qg,,,,,,,,6.25,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,K0JSC,Pueblo,CO,OPEN,,D,181.62,SSW,,08,10785,38.23070145,-104.61100006,446.9875,441.9875,,Pueblo,Off-Air,,,,CCARC,2019-11-27,,Full-time to the Colorado TRBO System .,,,yes,6,310821,RMHR c Record retrieved from radioid.net,,RMHAM,Rocky Mountain Ham Radio,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,DM78QF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,,181.63,SSW,,08,9527,38.23049927,-104.61100006,447.275,442.275,100,Pueblo,On-Air,,,,CCARC,2017-01-06,100,Full-time to the The Fun Machine System .,"Moved to Pueblo. Now called ""Pueblo Metro""",APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00.,,,,,,The Fun Machine,The Fun Machine,,,,,DM78QF,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,,181.63,SSW,,08,3747,38.23059845,-104.61100006,147.24,147.84,103.5,Pueblo,Off-Air,Pueblo and Fremont Counties,TARA,,CCARC,2012-06-13,,,,,,,,,,,,,,,,DM78QF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0LAR,Lamar,CO,OPEN,EI,,181.79,S,ON - IDLE,08,3794,38.03689957,-102.59999847,146.61,146.01,123,Prowers,On-Air,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,Lamar Amateur Radio Club,,CCARC,2019-12-29,123,"Full-time to 449.50000 (N0LAR) at Lamar, CO .",,NWS Net 12:15pm daily,,,,,,,http://www.qrz.com/db/n0lar,,,,,DM-88,,,,,,3774,37784,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,123,N0VL,Lexington,NE,OPEN,,,181.86,ESE,,31,12983,40.78070068,-99.74210358,146.85,146.25,123,Dawson,On-Air,,,,WB0CMC,2016-07-20,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,,KD0AN,Edison,NE,OPEN,E,,182.01,ESE,ON - IDLE,31,12982,40.2771,-99.7767,146.745,146.145,,Furnas,On-Air,,,,WB0CMC,2017-01-15,,,,,,,,,,,,,,,,,,,,,,,882742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,Y,182.26,S,,08,167,37.99950027,-103.52899933,147.36,147.96,,Otero,On-Air,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,E-power,,2018-09-30,123,,Digital Wires-X,,,,,,,KC0ITF,,,,,,DM87FX,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,11360,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,,183.03,WSW,,08,172,39.28139877,-106.18599701,145.445,144.845,88.5,Lake,On-Air,,Colorado Connection,E-power (solar).,CCARC,2019-08-16,,Full-time to the Colorado Connection System .,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,D,183.43,WSW,,08,16783,39.2653,-106.182,445.05,440.05,,Lake,On-Air,,K2AD,,CCARC,2018-07-07,,,,,yes,7,310852,,,Rocky Mountain Ham Radio,http://www.rmham.org/,"Open Talkgroup View Assignment TS TG Access Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,2,,,,,,,,,,,RMHAM,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,,183.82,SW,,08,33,38.5386,-105.349,449,444,67,Fremont,On-Air,,WB0WDF,"E-power (Solar, Wind)",CCARC,2012-06-14,67,Full-time to the Mega-Link System .,North of the Royal Gorge Bridge.,,,,,,,,Mega Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,,184.23,WSW,,08,241,39.6554,-106.457,147.345,147.945,88.5,Eagle,On-Air,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass. Map,Colorado Connection,9,CCARC,2017-01-06,123,Full-time to the Colorado Connection System .,,Central Colorado Traffic Net: Daily at 19:3030 Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES net: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,N0SZ,Vail,CO,OPEN,,D,184.29,WSW,,08,16781,39.6348,-106.447,445.075,440.075,,Eagle,On-Air,,K2AD,,CCARC,2018-02-01,,,,,yes,7,310851,,,Rocky Mountain Ham Radio,http://www.rmham.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,162.2,N0KOM,"Lenora, K-Link",KS,OPEN,A,,185.16,SE,,20,3956,39.573,-99.986,146.88,146.28,162.2,Norton,On-Air,Click for coverage map. 50 mi radius.,N0KOM,"e-power, K-Link.",Kansas Repeater Council,2019-03-26,162.2,Full-time to the K-Link System .,,Sat @ 21:00 local,,,,,,,K-Link Repeater Network,,,,,,,,,,,,,,,,,,,,,,,,,,,49527,Listen Live,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CC 88.5,W0PHC,"Pueblo, 12 Mile Hill",CO,OPEN,,D,185.27,SSW,,08,194,38.20700073,-104.70700073,146.88,146.28,88.5,Pueblo,On-Air,Wide area.,Pueblo Amateur Radio Club,E-power.,CCARC,2019-12-10,,,,,yes,0,,c Record retrieved from radioid.net,,,http://www.puebloradio.org/,,,,,DM78pe,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,,186.11,SSE,,20,4086,38.17499924,-101.76100159,444,449,141.3,Hamilton,On-Air,,SKECT,E-power.,Kansas Repeater Council,2018-07-12,141.3,Full-time to the SKECT System .,,,,,,,,,http://skect.org/default.aspx,,,,,DM98CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,,186.13,SW,ON - IDLE,08,7185,38.43009949,-105.23200226,447.975,442.975,100,Fremont,On-Air,Canon City area. Repeater Coverage Map,K0JSC,Autopatch.,CCARC,2017-03-11,100,Full-time to the The Fun Machine System .,,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,,,,,,,http://www.k0jsc.com,,,,,,,,,,,7301,363976,,,,,,,,,,,,,,,28368,Listen Live,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,,186.18,WNW,,56,29,41.63330078,-106.52600098,147.24,147.84,100,Carbon,On-Air,Wide area.,CCARS,,WRCG,2017-01-04,,,,,,,,,,,,,,,,DN61RP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,,186.47,SW,,08,278,38.45389938,-105.28600311,927.7,902.7,D114,Fremont,On-Air,,Royal Gorge ARC,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,D,186.58,SW,,08,7184,38.4542,-105.29,446.7375,441.7375,,Fremont,On-Air,Fremont county and state wide on Talk Slot 2. 40 mi radius. Repeater Coverage Map,,IPSC Link to the Colorado network on Talk Slot 2.,CCARC,2017-03-11,,Full-time to the Colorado TRBO System .,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,yes,7,,,,Rocky Mountain Ham Radio,http://www.k0jsc.com,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,DM78ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,yes
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,,186.58,SW,ON - IDLE,08,8879,38.4542,-105.29,447.25,442.25,100,Fremont,On-Air,Wide from Custer County to Park County and Chaffee County to Pueblo County. Repeater Coverage Map,,,CCARC,2013-01-27,100,Full-time to the The Fun Machine System .,,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,,,,,,,K0JSC dot Com,,,,,DM78ik,,,,,,7301,363976,,,,,,,,,,,,,,,28368,Listen Live,,,,,,,,,,,,,,,,,,,,,,,yes
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,,186.58,SW,,08,29,38.4542,-105.29,53.03,51.33,88.5,Fremont,On-Air,,WB0WDF,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",CCARC,2012-07-10,88.5,,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,,,RGARC,Http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,186.58,SW,,08,30,38.4542,-105.29,145.49,144.89,103.5,Fremont,On-Air,,Royal Gorge Amateur Radio Club,E-power (Bat),CCARC,2017-03-11,103.5,,,RGARC Net: Wed at 19:00. ARES Net: Wed at 19:30.,,,,,,Colorado ARES Region 5 District 1,Royal Gorge Amateur Radio Club,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,186.58,SW,,08,31,38.4542,-105.29,223.96,222.36,103.5,Fremont,On-Air,Wide area. Repeater Coverage Map,RGARC,"E-power (Bat), Remote Base",CCARC,2017-10-04,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,,186.58,SW,,08,32,38.4542,-105.29,447.75,442.75,103.5,Fremont,On-Air,,RGARC,E-power (Bat),CCARC,2017-03-11,103.5,,,,,,,,,,Royal Gorge Amateur Radio Club,,,,,,,,,,,3081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,,188.25,SW,,08,9840,38.88330078,-105.93299866,448.575,443.575,103.5,Park,Off-Air,Western Park County,,,CCARC,2017-11-22,103.5,"Full-time internet linked to 146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,DM78AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,,189.02,WSW,,08,10827,39.2508,-106.293,147.24,147.84,156.7,Lake,On-Air,,,,CCARC,2019-07-23,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,141.3,WA0OQA,Scott City,KS,OPEN,A,Y,189.68,SE,,20,3940,38.48460007,-100.97899628,146.7,146.1,141.3,Scott,On-Air,"Scott, Finney and Kearny counties",Sand Hills ARC,E-power.,Kansas Repeater Council,2018-09-16,141.3,"Full-time to 146.91000 (WA0OQA) at Garden City, KS .",Comet GP-6 @ 125'.,Tue at 20:30.,,,,,,,,,,,,DM98,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,Yes; analog capable.,48589,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,,190.44,W,,08,237,40.485,-106.831,147.21,147.81,107.2,Routt,On-Air,,SSARC,"Linked, WX.",CCARC,2014-09-27,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,,190.49,W,,08,15579,40.48500061,-106.83200073,147.165,147.765,88.5,Routt,On-Air,,Colorado Connection,,,2017-01-06,123,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
