Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Coordination,Last update,Coverage,Features,Nets,Web links,EchoLink,IRLP,Grid,Affiliate,Notes,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Commands,Links,YSF Digital Enabled,DG-ID,Downlink Tone,Mixed-Mode,AllStar,P-25 Digital Enabled,NAC,Default Reflector,Local Network,WIRES-X,Feed,On-air,Talkgroup Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Central Regional,Northern Colorado Regional,Worldwide,North America,English,TAC 310,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Colorado,Mountain Reg USA,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Bandwidth,Eastern Colorado,TAC 311,Colorado Chat,Wyoming,WyLOCAL,Location Photo
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,,152.24,WSW,,08,8179,38.8683,-107.592,147.33,147.93,107.2,Delta,On-Air,North Fork Repeater Assoc.,CCARC,2016-05-16,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,W0PHC,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,,152.3,SSE,,08,247,37.77190018,-104.45600128,146.73,146.13,88.5,Huerfano,On-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",6,,Pueblo Ham Club,,,DM77SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,123,,Scottsbluff,NE,OPEN,,,153.56,NNE,,31,18469,41.86660004,-103.66699982,147.375,147.975,123,Scotts Bluff,On-Air,,,2020-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,,153.86,E,,08,163,40.58440018,-102.30200195,146.955,146.355,,Phillips,,PCARC,CCARC,2012-11-10,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,100,W0KAV,Scottsbluff,NE,OPEN,,,154.88,NNE,,31,111,41.88710022,-103.66400146,444.825,449.825,100,Scotts Bluff,On-Air,W0KAV/KW0R,,2020-01-05,,"Autopatch, e-power.",,,,,DN81EV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,CSQ,WD0BQM,Scottsbluff,NE,OPEN,,,154.88,NNE,,31,57,41.88710022,-103.66400146,145.475,144.875,CSQ,Scotts Bluff,On-Air,RWMC,,2018-12-02,,e-power.,,,,,DN81EV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,151.4,KD7JNQ,Torrington,WY,OPEN,,,155.32,NNE,,56,17395,42.0625,-104.18399811,448.325,443.325,151.4,Goshen,,,,2018-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,CSQ,KF7BR,Torrington,WY,OPEN,,,155.32,NNE,,56,42,42.0625,-104.18399811,146.73,146.13,CSQ,Goshen,On-Air,,,2019-02-20,,,,,,,DN72VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,,155.55,NNE,,31,11356,41.95100021,-103.80000305,445.1,445.1,100,Scotts Bluff,On-Air,,,2014-04-17,,,,,,3942,DN81CW,,This is a simplex IRLP node.,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,103.5,KC0VJD,Firstview,CO,OPEN,W,Y,156.32,SE,,08,17703,38.79579926,-102.54799652,447.6,442.6,,Cheyenne,On-Air,Delbert Noakes (KC0VJD),CCARC,2019-04-24,"US-40, US-287, US-385, CO-94, CO-96 Kit Carson, Cheyenne Wells, Firstview, Eads, Aroya, Sheridan Lake","APRS Digireater &amp; iGate, Weather Station",,,,,DM88RT,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,35710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,Y,156.92,SSE,,08,167,37.99950027,-103.52899933,147.36,147.96,,Otero,On-Air,,,2018-09-30,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,E-power,,,,,DM87FX,KC0ITF,Digital Wires-X,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,123,Yes; analog capable.,,,,,,11360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,,158.31,NNE,,31,59,41.94060135,-103.65599823,147.075,147.675,,Scotts Bluff,On-Air,Tri-City Radio Amateur Club,,2014-07-08,,,,,,,DN81EW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.445,0,88.5,AG0N,Scottsbluff,NE,OPEN,I,,158.61,NNE,,31,11355,41.90399933,-103.55799866,146.445,146.445,88.5,Scotts Bluff,On-Air,,,2015-03-16,,,,http://garymcduffie.com,,3055,,,This is a simplex IRLP node. 147.285 rptr is down. 3055 is directly accessed on 146.445 w/88.5 tone. Controlled access. Contact AG0N for access. 147.435/123PL Scottsbluff node 8930 available 24/7 no access code.,,,,,,,,,,,,,,Access pre-fix = 5,,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,,159.54,SSW,,08,14200,37.7531,-106.109,146.64,146.04,77,Rio Grande,On-Air,,,2016-12-25,Low level local coverage,,,,,,,,,,,,,,,,,,,,,,,,,,77,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,,159.85,SSW,,08,16645,37.75,-106.115,447.1,442.1,77,Saguache,On-Air,,,2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,,160.1,WSW,,08,36,39.2406,-107.961,449.5,444.5,107.2,Mesa,Off-Air,Grand Mesa Repeater Association (GMRA),CCARC,2016-07-01,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,,160.94,W,,08,253,39.4519,-108.052,449.8,444.8,107.2,Garfield,On-Air,,CCARC,2018-01-15,,8,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,,162.96,WSW,,08,149,39.06669998,-107.93599701,145.355,144.755,88.5,Mesa,On-Air,Colorado Connection,CCARC,2017-01-06,"Rifle to the east, several miles east of Green River, Utah to the west.",E-power.,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,Colorado Connection system of repeaters,,,,,,,,,,,,,,,Full-time to the Colorado Connection System .,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,,163.01,WSW,,08,8763,39.0666,-107.937,449.65,444.65,151.4,Mesa,On-Air,Keri Washburn,CCARC,2016-10-28,Wide area coverage,NWS weather alert system.,,,,8162,,,,,,,,,,,,,,,,,11,"Full-time to 447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,,166.73,WSW,,08,3755,38.9944,-107.973,447.35,442.35,107.2,Delta,,Grand Mesa Repeater Assoc (GMRA),CCARC,2012-11-10,,,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,,166.96,S,,08,168,37.50500107,-105.00700378,145.355,144.755,100,Huerfano,On-Air,N0JPX,CCARC,2019-03-17,,"E-power, linked.",,,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,,167.1,WSW,,08,3745,38.9016,-107.926,147.195,147.795,107.2,Delta,,,,2018-04-04,Local.,,,,,,,Colorado District 25 ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,,167.1,WSW,,08,3749,38.90159988,-107.9260025,147.36,147.96,100,Delta,On-Air,W0ALC,CCARC,2019-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,,167.1,WSW,,08,3760,38.9016,-107.926,449.825,444.825,100,Delta,,W0ALC,CCARC,2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,94.8,K0SLV,Monte Vista,CO,OPEN,,,170.94,SSW,,08,18580,37.58418274,-106.13030243,449.625,444.625,94.8,Rio Grande,On-Air,S.A.R.A.,,2020-03-11,,Emergency Power,,http://K0SLV.COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KC7OZU,Rawlins,WY,OPEN,,,171.29,NW,,56,43,41.79109955,-107.23799896,146.76,146.16,100,Carbon,On-Air,CCARS,,2017-10-06,Wide area.,,Sunday nite net 2030 local time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,100,KD7BN,Rawlins,WY,OPEN,,,171.29,NW,,56,55,41.79109955,-107.23799896,147.39,147.99,100,Carbon,On-Air,HERC,,2017-01-04,Wide area.,E-power.,,,,,,N7ZEF (EchoLink).,,,,,,,,,,,,,,,,"Full-time to 146.80500 (W7BEQ) at Shoshoni, Copper Mtn, WY . Full-time to 146.94000 (W7VNJ) at Casper, Casper Mountain, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,KD7SU,Rawlins,WY,OPEN,,,171.32,NW,,56,15548,41.79109955,-107.23899841,448.3,443.3,100,Carbon,,,WRCG,2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,162.2,N7RON,Rawlins,WY,OPEN,I,,171.32,NW,,56,5791,41.7911,-107.239,146.7,146.1,162.2,Carbon,On-Air,,WRCG,2017-01-04,,,,,,7045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,146.2,N7RON,Rawlins,WY,OPEN,,,171.32,NW,,56,15551,41.79109955,-107.23899841,449.8,444.8,146.2,Carbon,,Wyocomm,WRCG,2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,WY7EOC,Rawlins,WY,CLOSED,,D,171.32,NW,,56,13858,41.79109955,-107.23899841,445.05,440.05,,Carbon,On-Air,Laramie County EM,WRCG,2019-12-12,Wide area.,,,,,,DN61JS,Wyoming DMR Project,,,,,,,,,,yes,11,315609,WyDMR c Record retrieved from radioid.net,,,,,,,,,,,,Wyoming DMR Project,,,,Wyoming DMR Project,"Open Talkgroup View Assignment TS TG Access Wyoming 1 3156 Full-Time WyLOCAL 2 100 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,,,,,,,,,,,,1,2,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,,173.97,SW,,08,63,37.8492,-106.926,146.925,146.325,,Mineral,Off-Air,Creede ARC,CCARC,2012-11-12,,,,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,,174.44,SW,,08,15213,38.38750076,-107.6740036,448.65,443.65,,Montrose,On-Air,KB0YNA,,2016-10-11,Wide area.,,,,,,,,,,,,,,,,,,,,,,,"Full-time to 447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,,174.44,SW,,08,69,38.3875,-107.674,447.2,442.2,107.2,Montrose,On-Air,,CCARC,2018-01-15,Delta/Montrose,9,RACES Net Wed at 1930 Hrs.,GMRA Repeaters,,3710,,Grand Mesa Repeater Assoc,Closed IRLP out - Ask for a control op,,,,,,,,,,,,,,,Full-time to the GMRA Open System .,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,D,176.98,WSW,,08,16721,39.0889,-108.227,446.9125,441.9125,,Mesa,On-Air,Bill Frost,,2018-01-09,"Grand Junction, I70",,,,,,,,Brandmeister network,,,,,,,,,yes,1,310868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,,177.15,SW,,08,16607,38.03,-107.315,147.135,146.535,123,Hinsdale,On-Air,,CCARC,2018-01-15,,E-power (solar),,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,,178.29,S,ON - IDLE,08,13485,37.34069824,-105.02400208,449.75,444.75,100,Las Animas,On-Air,N0ZSN,CCARC,2015-07-27,,,,The Fun Machine,363976,7301,,The Fun Machine,,,,,,,,,,,,,,,,Full-time to the The Fun Machine System .,,,100,,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,,179.18,WSW,,08,154,39.0539,-108.254,449.3,444.3,107.2,Mesa,On-Air,,CCARC,2018-01-16,Wide Area I-70 West Rifle to Western Utah,e-power Linked to GMRA Open System,RACES Wed 1930 hrs,http://www.gmra.org/,,3710,,,Closed IRLP out,,,,,,,,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,,179.52,WSW,,08,12442,38.4783,-107.876,146.91,146.31,107.2,Montrose,On-Air,,CCARC,2014-12-13,,E-Power,,,,,,,,,,,,,,,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,,179.52,WSW,,08,7953,38.4783,-107.876,146.79,146.19,107.2,Montrose,On-Air,KC0UXX,CCARC,2012-09-06,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,100,KB5ITS,"Montrose, Raspberry",CO,OPEN,,,180.63,SW,,08,18465,38.41740036,-107.84600067,448.825,443.825,100,Montrose,On-Air,San Juan Connection,,2020-01-17,"Nucla, Uncompahgre Plateau, coverage into Montrose and ?West End?",,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,,181.14,SW,,08,14923,37.7933,-107.055,449.525,444.525,100,Mineral,On-Air,N0PKT,,2017-01-06,,,,,,,DM67lt,The Fun Machine,,,,,,,,,,,,,,,,Full-time to the The Fun Machine System .,,,100,,43265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,N0LAR,Lamar,CO,OPEN,EI,,183.27,SE,ON - IDLE,08,171,38.08720016,-102.62000275,449.5,444.5,123,Prowers,On-Air,Lamar ARC,CCARC,2019-12-29,45,Linked full time to 146.610 (N0LAR) repeater,NWS net: Daily 12:15pm,http://www.qrz.com/db/n0lar,37784,3774,DM-88,,,,,,,,,,,,,,,,,"Full-time to 146.61000 (N0LAR) at Lamar, CO .",,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,CC 162.2,W0CTS,Lamar,CO,OPEN,,D,184.78,SE,Static Talkgroups: 3108 - Colorado - Slot 1 3740 - REACT - Slot 1,08,18386,38.12810135,-102.53199768,449.2,444.2,162.2,Prowers,On-Air,,,2019-12-21,,TS1 TG3108 Colorado TS1 TG31083 Co Severe Wx TS2 not networked/local,,https://brandmeister.network/?page=repeater&amp;id=311409,,,,,,,,,,,,,,yes,1,311409,BrandMeister c Record retrieved from radioid.net,,,,,,162.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0LAR,Lamar,CO,OPEN,EI,,186.49,SE,ON - IDLE,08,3794,38.03689957,-102.59999847,146.61,146.01,123,Prowers,On-Air,Lamar Amateur Radio Club,CCARC,2019-12-29,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,,NWS Net 12:15pm daily,http://www.qrz.com/db/n0lar,37784,3774,DM-88,,,,,,,,,,,,,,,,,"Full-time to 449.50000 (N0LAR) at Lamar, CO .",,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,
447.8,-5,CC,AD0RM,"Ridgway, On top of Log Hill",CO,OPEN,,D,188.4,SW,,08,17998,38.18,-107.79,447.8,442.8,,Ouray,On-Air,AD0RM,,2019-08-17,Montrose to Ouray,,,,,,,,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,,N2VHZ,Alliance,NE,OPEN,E,,189.45,NE,Node Offline,31,10450,42.093,-102.87,147.015,147.615,,Box Butte,On-Air,N2VHZ,,2018-01-14,Local.,,,,775183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,103.5,N0NEB,Alliance,NE,OPEN,,,190.76,NE,,31,10034,42.11700058,-102.87000275,146.715,146.115,103.5,Box Butte,On-Air,TriCity,,2018-01-14,,,,,,,DN82NC,,,,,,,,,,,,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,,190.94,SW,,08,16604,38.02280045,-107.67099762,147.27,147.87,127.3,Ouray,On-Air,,CCARC,2018-01-15,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,,191.31,WSW,,08,147,39.1173,-108.522,145.175,144.575,107.2,Mesa,On-Air,,CCARC,2016-05-11,Greater grand Junction area.,"E-power,",,,,3161,,,,,,,,,,,,,,,,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,,192.71,S,,08,8180,37.16949844,-104.50099945,147.375,147.975,100,Las Animas,Off-Air,K0BV,CCARC,2017-10-24,Good coverage along I-25 between CO/NM state line and 40 miles north.,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,Y,192.71,S,,08,13499,37.16949844,-104.50099945,447.375,442.375,100,Las Animas,On-Air,KG5JL,CCARC,2018-04-04,"Covers I-25 from CO/NM border to north of Trinidad, CO.",E-power (batt).,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,,192.72,S,,08,240,37.16939926,-104.5,449.6,444.6,107.2,Las Animas,Off-Air,Cheyenne Mtn Rptr Grp,CCARC,2017-10-24,Wide area.,E-power.,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,S,193.75,S,,08,8086,37.14569855,-104.57099915,446.775,441.775,,Las Animas,On-Air,Cheyenne Mountain Repeater Group (CMRG),CCARC,2017-12-13,,,,,,,,,,,,,,,yes,KD0RDI (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,,193.9,WSW,,08,152,39.0639,-108.55,147.39,147.99,107.2,Mesa,,KE0TY,CCARC,2012-11-10,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,"Grand Junction, 9 Mile, Hwy 141, Unaweep",CO,OPEN,A,,193.9,WSW,,08,261,39.0639,-108.55,146.82,146.22,107.2,Mesa,On-Air,,CCARC,2019-02-12,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,,,,,,,,,,,,,,,,,,,Enter *83 node# to link. *81 Unlink,,,,,,43554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,,193.95,WSW,,08,8175,39.0639,-108.551,147.105,147.705,,Mesa,On-Air,K0SSI,CCARC,2013-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,,193.95,WSW,,08,8206,39.0639,-108.551,449,444,,Mesa,On-Air,KB0SW,CCARC,2015-08-03,,,,,,,,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,,193.95,WSW,,08,3757,39.0638,-108.551,447.5,442.5,114.8,Mesa,,KC0ARV,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,S,193.95,WSW,,08,11792,39.0639,-108.551,446.775,441.775,,Mesa,On-Air,,,2014-08-16,,,,,,,,,,,,,,,yes,KD0RED (B) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,,193.95,WSW,ON - IDLE,08,11793,39.06389999,-108.5510025,449.775,444.775,173.8,Mesa,On-Air,,CCARC,2015-10-25,,,,,7572,7573,,,,,,,,,,,,,,,,,,,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,,193.95,WSW,,08,8167,39.0639,-108.551,145.22,144.62,107.2,Mesa,,KE0TY,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,,194.93,WSW,,08,15581,39.052,-108.565,147.355,146.755,88.5,Mesa,On-Air,Colorado Connection,CCARC,2017-01-06,,,,,,,,,,,,,,,,,,,,,,,,Full-time to the Colorado Connection System .,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,,195.19,WSW,Node Offline,08,153,38.899,-108.496,448.15,443.15,100,Mesa,On-Air,,CCARC,2016-04-22,,,,,312189,7963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,123,N0UGO,Ogallala,NE,OPEN,EI,,195.53,E,ON - In Conference IRLP 0082,31,11025,41.12820053,-101.72000122,146.76,146.16,123,Keith,On-Air,Charlie Allen,,2015-07-09,,,Sun at 19:30. Wed at 20:00.,,751985,7349,,,Linked to 146.940 in North Platte and 442.250 south of North Platte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2625,-5,CC,N0SZ,"Rangely, Cathedral Bluffs",CO,OPEN,,D,197.11,W,,08,17249,40.0875,-108.805,445.2625,440.2625,,Rio Blanco,On-Air,RMHAM,,2018-10-25,,,,https://www.rmham.org,,,,,,,,,,,,,,yes,7,310154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,,198.99,SE,,20,3559,38.91389847,-101.59400177,444.6,449.6,146.2,Wallace,On-Air,WA0VJR,,2019-03-27,US-40 Repeater Coverage Map,,,,,3148,DM98EV,,Dial 9335 to access K-Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
