Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Coordination,Last update,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Grid,Coverage,Sponsor,Features,Links,Downlink Tone,IRLP,Notes,Nets,Affiliate,AllStar,On-air,Talkgroups,Rocky Mountain Wide,Southern Colorado,EchoLink,Commands,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,D-STAR Enabled,Node,Sources,P-25 Digital Enabled,NAC,Default Reflector,Central Regional,Northern Colorado Regional,Location Photo,Feed,Bandwidth,Mixed-Mode,Eastern Colorado,YSF Digital Enabled,DG-ID,TAC 311,Colorado,Colorado Chat,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,172.46,NE,,08,138,39.75249863,-105.35900116,449.525,444.525,CSQ,Jefferson,On-Air,Intermountain Repeater Group,CCARC,2015-05-23,,,,,,DM79HS,,KE0SJ,E-power.,"Full-time to 145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,N0PUF,"Golden, Centennial Cone",CO,OPEN,,,172.46,NE,,08,77,39.75249863,-105.35900116,146.64,146.04,100,Jefferson,On-Air,DRL Repeaters,CCARC,2020-03-13,,,,,,,Wide area. Repeater Coverage Map,Denver Radio League,E-power.,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,,172.5,NE,,08,112,39.75249863,-105.35800171,448.625,443.625,100,Jefferson,On-Air,DRC Repeaters,CCARC,2017-03-11,,,,,,DM79HS,Denver metro area.,Denver Radio Club,E-power.,"Full-time to 145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",100,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,,,172.82,NE,,08,9702,39.76580048,-105.36599731,927.8375,902.025,D205,Jefferson,On-Air,,CCARC,2020-01-01,,,,,,DM79HS,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,Full-time to the The 900 P25 Network System .,100,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,
446.7875,-5,CC,W0TX,"Denver, Centennial Cone",CO,OPEN,,D,172.82,NE,,08,7165,39.76570129,-105.36599731,446.7875,441.7875,,Jefferson,On-Air,http://www.w0tx.org/,CCARC,2019-11-27,yes,1,310804,DMR-MARC c Record retrieved from radioid.net,,,,Denver Radio Club,,,,,,,Brandmeister Network,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf. TG's are PTT enabled and will timeout after 15 minutes of inactivity. Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,,173.19,ESE,ON - IDLE,08,5369,38.0340004,-104.48899841,449.975,444.975,100,Pueblo,On-Air,K0JSC dot Com,CCARC,2017-03-11,,,,,,DM78SA18,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass Repeater Coverage Map,K0JSC,2,"Linkable to 146.79000 (W0PHC) at Pueblo, Baculite Mesa, CO . Linkable to 146.88000 (W0PHC) at Pueblo, 12 Mile Hill, CO . Linkable to 145.49000 (WD0EKR) at Canon City, Fremont Peak, CO . Linkable to 145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.46000 (WB0WDF) at Cripple Creek, CO . Full-time to the The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",100,7301,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,,28368,,,,,363976,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,
53.17,-0.5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,174.44,NE,,08,10514,39.67340088,-105.21800232,53.17,52.67,107.2,Jefferson,On-Air,,CCARC,2019-03-25,,,,,,,"I-70,I-76,I-25,I-225",N6LXX,,Full-time to the N6LXX System .,,,,,N6LXX,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,174.44,NE,,08,10513,39.67340088,-105.21800232,447.875,442.875,107.2,Jefferson,On-Air,,CCARC,2017-03-09,,,,,,,"I-70,I-76,I-25,I-225",N6LXX,,Full-time to the N6LXX System .,107.2,,,,N6LXX,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,,174.79,NE,,08,136,39.77719879,-105.32900238,448.85,443.85,88.5,Jefferson,On-Air,ARA Repeaters,CCARC,2016-01-17,,,,,,DM79IS,"Denver metro, central front range",Aurora Repeater Assoc,e-power.,,88.5,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,,174.79,NE,,08,86,39.77719879,-105.32900238,224,222.4,103.5,Jefferson,On-Air,Repeater,CCARC,2017-03-11,,,,,,,,Rocky Mountain Radio League,8,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,,174.79,NE,,08,133,39.77719879,-105.32900238,147.15,147.75,100,Jefferson,On-Air,ARA Repeaters,CCARC,2016-01-17,,,,,,DM79IS,"Denver metro, central front range",Aurora Repeater Assoc (ARA),e-power,"Linkable to 224.74000 (N0POH) at Golden, Guy Hill, CO .",100,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,,174.83,NE,,08,265,39.77719879,-105.32800293,449.75,444.75,103.5,Jefferson,On-Air,Repeater,CCARC,2016-12-23,,,,,,,,Rocky Mtn Radio League,8,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,,174.83,NE,,08,134,39.77719879,-105.32800293,224.74,223.14,88.5,Jefferson,On-Air,ARA Repeaters,CCARC,2016-01-17,,,,,,,,Aurora Repeater Assoc,e-power,,88.5,,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,,174.83,NE,,08,71,39.77719879,-105.32800293,145.22,144.62,103.5,Jefferson,On-Air,Repeater,CCARC,2016-12-23,,,,,,,Wide area.,Rocky Mtn Radio League,8,,103.5,,Talk-Group of $FFFF.,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,,175.27,NE,,08,201,39.91719818,-105.50099945,224.6,223,100,Gilpin,,,CCARC,2012-11-10,,,,,,,,W0RM,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,,Black Forest,CO,OPEN,,SY,175.46,E,,08,17551,39.04850006,-104.7009964,448.95,443.95,,El Paso,,http://www.k0jsc.com,,2019-01-08,,,,,,,This repeater covers most of Black Forest and various areas of Monument and Colorado Springs,N0PKT,e-power,,,,,Primarily on NXDN: All Nets carried on the K0JSC.COM Fun Machine system,K0JSC,,Unknown,,,,,,,,,,,,,,yes,(B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,yes,1,6.25,yes,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,,175.95,NNE,,08,15579,40.48500061,-106.83200073,147.165,147.765,88.5,Routt,On-Air,,,2017-01-06,,,,,,,,Colorado Connection,,Full-time to the Colorado Connection System .,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,,175.95,NNE,,08,9770,40.48500061,-106.83200073,449.625,444.625,123,Routt,On-Air,http://colcon.org,,2019-05-11,,,,,,,Local Steamboat Area,"Colorado Connection Repeaters, Inc.",Statewide Linked System,,123,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net: Thu at 20:00 (All welcome). Statewide ARES Net: Sundays at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,,175.97,NNE,,08,237,40.48500061,-106.83100128,147.21,147.81,107.2,Routt,On-Air,,CCARC,2014-09-27,,,,,,,,SSARC,"Linked, WX.",,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,W0PHC,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,,176.15,ESE,,08,247,37.77190018,-104.45600128,146.73,146.13,88.5,Huerfano,On-Air,Pueblo Ham Club,CCARC,2019-12-10,,,,,,DM77SS,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",Pueblo Amateur Radio Club,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,100,KC5WDV,"Gallup, Gibson Peak",NM,OPEN,,,176.22,SSW,,35,90,35.60509872,-108.68499756,147.26,147.86,100,McKinley,On-Air,,NMFCC,2018-01-07,,,,,,DM55PO,,KC5WDV,VHF/UHF Remote Bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,KE0VH,"Golden, Lookout Mountain",CO,OPEN,,Y,176.28,NE,,08,139,39.73300171,-105.23899841,449.625,444.625,141.3,Jefferson,On-Air,,CCARC,2019-06-19,,,,,,DM79JR,,,E-power,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,
927.975,-25.9,67,W0SKY,"Golden, Lookout Mountain",CO,OPEN,A,,176.37,NE,,08,18156,39.73329926,-105.23699951,927.975,902.0375,67,Jefferson,On-Air,http://www.w0sky.com,CCARC,2020-01-01,,,,,,,"Denver, Golden",,,,67,,,,,40195,,,,,,Standard AllStar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,176.4,NE,,08,3739,39.73049927,-105.23300171,145.25,144.65,,Jefferson,On-Air,Colorado D-Star,CCARC,2014-01-03,,,,,,DM79JR,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,176.4,NE,,08,2769,39.73049927,-105.23300171,446.9625,441.9625,,Jefferson,On-Air,Colorado D-Star,CCARC,2017-03-11,,,,,,DM79JR,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,176.4,NE,,08,3751,39.73049927,-105.23300171,1283.9625,1263.9625,,Jefferson,On-Air,Colorado D-Star,CCARC,2014-01-03,,,,,,DM79JR,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,176.4,NE,,08,8222,39.73049927,-105.23300171,1299.9,1299.9,,Jefferson,On-Air,Colorado D-Star,,2014-01-03,,,,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,D,176.41,NE,,08,10939,39.73070145,-105.23300171,145.37,144.77,,Jefferson,On-Air,Rocky Mountain Ham Radio,CCARC,2019-11-27,yes,7,310808,RMHR c Record retrieved from radioid.net,,DM79JR,,Rocky Mountain Ham Radio,700,,,,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC,WA2YZT,"Golden, Lookout",CO,OPEN,,D,176.44,NE,,08,3753,39.73049927,-105.23200226,446.8375,441.8375,,Jefferson,On-Air,,CCARC,2019-11-27,yes,7,310802,RMHR c Record retrieved from radioid.net,,DM79JR,,WA2YZT,200,Full-time to the Colorado TRBO System .,,,See website for more info on CC/TS/TG programming. www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,,176.49,NE,,08,72,39.88750076,-105.4260025,145.31,144.71,88.5,Gilpin,On-Air,,CCARC,2019-08-15,,,,,,DM79GV,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",Colorado Connection,10,Full-time to the Colorado Connection System .,123,,"Split tone. The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,,176.49,NE,,08,97,39.88750076,-105.4260025,449.225,444.225,141.3,Gilpin,On-Air,,CCARC,2015-11-03,,,,,,DM79GV,Wide area.,Rocky Mountain Ham Radio (RMHR),Emergency Power,,141.3,,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,Y,177.16,E,,08,13790,38.93299866,-104.60900116,447.2,442.2,,El Paso,Testing,,,2015-11-11,,,,,,,"Falcon, Black Forest, Peyton Areas",GGARC,,,,,,,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,177.29,NE,,08,105,39.70080185,-105.1780014,53.09,51.39,107.2,Jefferson,On-Air,DRC Repeaters,CCARC,2017-03-11,,,,,,DM79JQ,Metro Denver area.,Denver Radio Club,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,,K7YI,"Price, Cedar Mountain",UT,OPEN,,S,177.61,WNW,,49,4237,39.18500137,-110.60500336,448.075,443.075,,Carbon,Off-Air,,,2013-12-07,,,,,,DM49QE,,Sinbad Desert Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,yes,K7YI (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,,177.62,SE,,35,41,36.36000061,-105.20999908,147.34,147.94,100,Colfax,On-Air,Taos Amateur Radio Club,NMFCC,2017-08-27,,,,,,DM76JI,Wide area.,Taos ARC,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,I,,177.89,WNW,,49,274,39.1719017,-110.6190033,448.55,443.55,88.5,Emery,On-Air,,UVHFS,2014-11-05,,,,,,DM49QE,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",N7QLO,Remote base.,,,3280,Stand alone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,100,K7YI,"Castle Dale, Cedar Mountain",UT,CLOSED,,,177.89,WNW,,49,74,39.1719017,-110.6190033,447.125,442.125,100,Emery,,,UVHFS,2008-07-10,,,,,,DM49QE,"Wide area: This covers (approximately) from Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",San Rafael Cactus Assoc,7,,,,,,Cactus-Intertie,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,177.9,NE,,08,85,39.68220139,-105.14299774,147.33,147.93,100,Jefferson,On-Air,DRC Repeaters,CCARC,2017-03-31,,,,,,,Metro Denver and the foothills.,Denver Radio Club,E-power.,,,,Not recommeded to use tone squelch on this repeater.,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,177.9,NE,,08,267,39.68220139,-105.14299774,224.38,222.78,100,Jefferson,On-Air,DRC Repeaters,CCARC,2017-03-11,,,,,,,,Denver Radio Club,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,CSQ,W0TX,"Lakewood, Green Mtn",CO,OPEN,,Y,177.9,NE,,08,8215,39.68220139,-105.14299774,449.775,444.775,,Jefferson,On-Air,Denver Radio Club,CCARC,2019-09-06,,,,,,DM79KQ,Metro Denver,Denver Radio Club,Yaesu Digital Only,,,,"YSF digital only, no analog FM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,
147.14,0.6,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,EI,,177.93,WNW,ON - IDLE,49,57,39.17150116,-110.62000275,147.14,147.74,88.5,Emery,On-Air,http://sdarc.us/repeaters/cedar.html,UVHFS,2015-08-04,,,,,,DM49QE,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",Sinbad Desert ARC,"Closed autopatch, remote base.",Full-time to the Sinbad Desert (SDARC) System .,,3270,7,,,,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,,178.02,NE,,08,7170,39.75550079,-105.22100067,927.7875,902.7875,156.7,Jefferson,On-Air,,,2017-12-24,,,,,,,Golden and Denver.,N0PYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,,178.03,NE,,08,143,39.75559998,-105.22100067,448.125,443.125,107.2,Jefferson,On-Air,,CCARC,2014-04-28,,,,,,,,Denver PD EEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,,178.03,NE,,08,137,39.75559998,-105.22100067,448.975,443.975,123,Jefferson,On-Air,,CCARC,2019-09-06,,,,,,,Wide area.,FRG,Linkable VHF/UHF Remote Base,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,123,K7LEN,Window Rock,NM,OPEN,,,178.97,SSW,,35,16750,35.68059921,-109.0530014,145.29,144.69,123,McKinley,Off-Air,,,2018-09-05,,,,,,,,NARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KD7LEN,Window Rock,NM,OPEN,,,178.97,SSW,,35,17731,35.68059921,-109.0530014,442,447,100,McKinley,,,,2019-04-12,,,,,,,,NARC,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,,179.51,NNW,Node Offline,49,281,40.35499954,-109.14800262,146.92,146.32,136.5,Duchesne,Off-Air,,UVHFS,2017-06-29,,,,,,DN50KI,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,E-power.,,,,,,,,,,,,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,,179.55,NNW,,49,182,40.35639954,-109.14600372,449.7,444.7,136.5,Uintah,,,UVHFS,,,,,,,DN50KI,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",W7BYU,8,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC,KB0VGD,"Golden, Table Mountain",CO,OPEN,,D,179.56,NE,"KB0VGD North Table Mtn. Golden Wide area coverage. Please use ONLY TG 310811, TG 3171, TG 3108, and TG 2 (Local 2) on Time Slot 2 (TS2). ALL OTHER TG connections will be directed to Time Slot 1 (TS1).",08,14273,39.7845993,-105.21600342,446.975,441.975,,Jefferson,On-Air,http://www.w0dmr.org/,,2019-11-27,yes,2,310811,NoCo c Record retrieved from radioid.net,,,Denver Metro Area,W0DMR,,,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310. TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,,179.62,NNW,ON - In Conference IRLP 9257,49,163,40.35720062,-109.14700317,147.1,147.7,136.5,Uintah,On-Air,,UVHFS,2017-06-29,,,,,,DN50KI,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",""">Borderline ARC","Autopatch, e-power.","Full-time to 147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",,3577,8,,,,,,,,458414,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,,179.7,NE,,08,8204,39.70460129,-105.1230011,448.75,443.75,100,Jefferson,Off-Air,,CCARC,2019-08-23,,,,,,DM79KQ,Local.,,E-power.,,100,,,,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,,179.93,NE,,08,5805,39.71620178,-105.12999725,447.825,442.825,D073,Jefferson,On-Air,,CCARC,2017-03-11,,,,,,DM79KR,,Denver Radio Club,,,,,Now operating in Narrow Band mode with Digital Code Squelch. Please reset your programing to use: 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,,179.95,E,ON - IDLE,08,13294,39.04370117,-104.60800171,447.625,442.625,100,El Paso,On-Air,,,2015-06-02,,,,,,,,KD0MDP,Linked.,Full-time to the The Fun Machine System .,100,7301,,,The Fun Machine,28299,,,,,363976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,S,180.23,SE,,08,8086,37.14569855,-104.57099915,446.775,441.775,,Las Animas,On-Air,,CCARC,2017-12-13,,,,,,,,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,,,,,,,,,,,,,,,yes,KD0RDI (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,103.5,WC3W,Grand Lake,CO,OPEN,A,,181.68,NNE,,08,18131,40.23920059,-105.84700012,449.425,444.425,103.5,Clear Creek,On-Air,,,2019-09-21,,,,,,,"Grand Lake, CO",,,,103.5,,Linked to the Allstar Florida Hub,Sunday and Tuesday nights at 7 PM MT,,45202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,,181.73,NE,,08,9775,39.75049973,-105.1230011,147.21,147.81,100,Jefferson,On-Air,http://www.dwarc.com,,2020-01-23,,,,,,DM79KS,,Denver Water Amateur Radio Club,,,100,3241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,Y,181.74,NE,,08,17349,39.75059891,-105.1230011,448.35,443.35,,Jefferson,On-Air,http://www.DWARC.com,CCARC,2018-10-02,,,,,,,Denver Metro and surrounding,Denver Water Amateur Radio Club (DWARC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,,182.03,NW,ON - IDLE,49,58,39.63890076,-110.34200287,147.32,147.92,88.5,Carbon,On-Air,http://sdarc.us/repeaters/bruin.html,UVHFS,2020-02-09,,,,,,DM49tp,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",Sinbad Desert ARC,Remote base.,,,3270,110,,,,,,,,64264,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
