Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,IRLP,Coordination,Last update,DMR Enabled,Color Code,DMR ID,Wide Network,Affiliate,Web links,Downlink Tone,Coverage,Links,Notes,Nets,Talkgroup Network,Talkgroups,Southern Colorado,Central Regional,Northern Colorado Regional,Grid,AllStar,Rocky Mountain Wide,Commands,Feed,EchoLink,P-25 Digital Enabled,NAC,Default Reflector,On-air,Mixed-Mode,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,IPSC Network,Devilshead Local,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,Bandwidth,Eastern Colorado,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,TAC 310,TAC 311,Colorado,Colorado Chat,Location Photo,Worldwide,North America,English,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,,130.27,SE,ON - IDLE,08,5369,38.0340004,-104.48899841,449.975,444.975,100,Pueblo,On-Air,K0JSC,2,7301,CCARC,2017-03-11,,,,,,K0JSC dot Com,100,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass Repeater Coverage Map,"Linkable to 146.79000 (W0PHC) at Pueblo, Baculite Mesa, CO . Linkable to 146.88000 (W0PHC) at Pueblo, 12 Mile Hill, CO . Linkable to 145.49000 (WD0EKR) at Canon City, Fremont Peak, CO . Linkable to 145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.46000 (WB0WDF) at Cripple Creek, CO . Full-time to the The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,,,,,,DM78SA18,28368,,,Listen Live,363976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.8,-5,CC,AD0RM,"Ridgway, On top of Log Hill",CO,OPEN,,D,130.32,SW,,08,17998,38.18,-107.79,447.8,442.8,,Ouray,On-Air,AD0RM,,,,2019-08-17,yes,1,,,,,,Montrose to Ouray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,,130.39,NNE,,56,27,41.12390137,-104.81900024,146.775,146.175,114.8,Laramie,On-Air,Shy-Wy Amateur Radio Club,"E-power, WX.",,WRCG,2017-01-04,,,,,,,,,"Full-time to 147.16500 (KC7SNO) at Albin, WY .",,Weather Net: Daily at 06:45. Shy-WY ARC: Sun at 07:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,94.8,K0SLV,Monte Vista,CO,OPEN,,,131.21,S,,08,18580,37.58418274,-106.13030243,449.625,444.625,94.8,Rio Grande,On-Air,S.A.R.A.,Emergency Power,,,2020-03-11,,,,,,http://K0SLV.COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,131.8,KB7SWR,Cheyenne,WY,OPEN,,,131.33,NNE,,56,19,41.13999939,-104.81999969,145.235,144.635,131.8,Laramie,On-Air,N7GT,,,WRCG,2019-10-23,,,,,,,,Local: Cheyenne.,"Full-time to 448.15000 (KB7SWR) at Cheyenne, WY .",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,91.5,KC7SNO,"Cheyenne, North Park",WY,OPEN,,,131.33,NNE,,56,26,41.13999939,-104.81999969,147.105,147.705,91.5,Laramie,On-Air,ShyWyArc,,,WRCG,2019-02-15,,,,,,,91.5,,,,,,,,,,DN71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,,131.33,NNE,,56,15518,41.13999939,-104.81999969,449.9,444.9,100,Laramie,On-Air,N7JJY,,,,2017-01-04,,,,,,,100,From 5 miles to 25 miles,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,CC,WY7EOC,Cheyenne,WY,OPEN,,D,131.33,NNE,,56,10803,41.13999939,-104.81999969,449.975,444.975,,Laramie,On-Air,WY7EOC,,,WRCG,2020-02-27,yes,11,315601,,Laramie County Emergency Management/WY7EOC,,,,,See the website for TG/TS/CC programming info and link status/info,,,,,,,,,,,,,,,,,,,,,,,WyDMR c Record retrieved from radioid.net,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,D,132.16,NNE,"Cheyenne DMR Repeater. Please use ONLY TG 315615(Cheyenne Local), TG 31563 (Wy Svr Wx), and TG 31562 (Wyoming TAC 2) on Time Slot 2 (TS2). TG 3156 (Wyoming), TG 31560 (SE Wyoming ) and TG 31561 (Wyoming TAC 1) are on TS1. ALL OTHER TG connections will be directed to Time Slot 1 (TS1). Example of ALL OTHERS is any calls that are to a TG outside of Wyoming. Under special situations such as emergencies or special events TS2 may be used for TGs outside of Wyoming but those will be after repeater Admin approval.",56,8991,41.15299988,-104.81800079,448.95,443.95,,Laramie,On-Air,,,,WRCG,2019-12-12,yes,15,315615,BrandMeister,,,,Local,,Brandmiester DMR only no analog.,,,,,,,DN71OD,,,,,,,,,,,,,,,,Brandmeister c Record retrieved from radioid.net,,Brandmeister,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,,132.59,SE,,08,7395,38.85200119,-103.69999695,449.9,444.9,107.2,Lincoln,On-Air,,,,CCARC,2012-07-20,,,,,BSAR,,,,,,,,,,,,DM88DU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,,133.81,SW,,08,16604,38.02280045,-107.67099762,147.27,147.87,127.3,Ouray,On-Air,,,,CCARC,2018-01-15,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,,135.18,W,,08,147,39.1173,-108.522,145.175,144.575,107.2,Mesa,On-Air,,"E-power,",3161,CCARC,2016-05-11,,,,,,,,Greater grand Junction area.,,,,,,,,,,,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0RTS,"Genoa, Limon",CO,OPEN,,D,136.27,ESE,,08,13581,39.27830124,-103.5,446.7375,441.7375,,Lincoln,On-Air,K0RTS KC0VJD,,,CCARC,2019-11-27,yes,8,310829,,RMHam,,,"I-70 H-40 H-287 Arriba, Genoa, Hugo, Limon 50 mile radius",,Colorado on TG700 Slot 1 Denver on TG720 Slot 2,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,2,,,,1,,,,,,,,,,,,,,RMHAM c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,A,,136.99,ESE,,08,128,39.26879883,-103.48799896,147.06,147.66,103.5,Lincoln,On-Air,BSARC,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",,CCARC,2019-07-21,,,,,,http://www.bigsandyradio.com/,,"I-70, US-71, US-287, US-40, US-24",,,Big Sandy Net: Tues 19:00,,,,,,DM89GG,42740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,,137.43,WSW,,08,152,39.0639,-108.55,147.39,147.99,107.2,Mesa,,KE0TY,Linked.,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,"Grand Junction, 9 Mile, Hwy 141, Unaweep",CO,OPEN,A,,137.43,WSW,,08,261,39.0639,-108.55,146.82,146.22,107.2,Mesa,On-Air,,,,CCARC,2019-02-12,,,,,,,,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,,,,,,,43554,,Enter *83 node# to link. *81 Unlink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,,137.48,WSW,,08,8175,39.0639,-108.551,147.105,147.705,,Mesa,On-Air,K0SSI,,,CCARC,2013-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,,137.48,WSW,,08,8206,39.0639,-108.551,449,444,,Mesa,On-Air,KB0SW,,,CCARC,2015-08-03,,,,,Grand Mesa Repeater Assoc,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,S,137.48,WSW,,08,11792,39.0639,-108.551,446.775,441.775,,Mesa,On-Air,,,,,2014-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KD0RED (B) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,,137.48,WSW,ON - IDLE,08,11793,39.06389999,-108.5510025,449.775,444.775,173.8,Mesa,On-Air,,,7573,CCARC,2015-10-25,,,,,,,88.5,,,,,,,,,,,,,,,7572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,,137.48,WSW,,08,8167,39.0639,-108.551,145.22,144.62,107.2,Mesa,,KE0TY,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,,137.49,WSW,,08,3757,39.0638,-108.551,447.5,442.5,114.8,Mesa,,KC0ARV,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,,137.65,WSW,Node Offline,08,153,38.899,-108.496,448.15,443.15,100,Mesa,On-Air,,,7963,CCARC,2016-04-22,,,,,,,,,,,,,,,,,,,,,,312189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,,138.4,WSW,,08,15581,39.052,-108.565,147.355,146.755,88.5,Mesa,On-Air,Colorado Connection,,,CCARC,2017-01-06,,,,,,,123,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,Y,139.99,SE,,08,17059,39.05419922,-103.48000336,447,442,,Lincoln,On-Air,Delbert Noakes (KC0VJD),APRS repeater &amp; I-Gate / Weather station,,CCARC,2020-01-26,,,,,,,,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,30534,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,,144.85,SW,,08,209,37.79330063,-107.6289978,147.375,147.975,156.7,San Juan,On-Air,,13,,CCARC,2018-01-15,,,,,,http://www.sjcham.com,,Wide area.,"Part-time to 146.67000 (K0EP) at Durango, Eagle Pass, CO .",,,,,,,,DM67ET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,,144.95,SW,,08,210,37.81190109,-107.66400146,447.525,442.525,127.3,San Juan,On-Air,KB5ITS,E-power.,,CCARC,2014-06-30,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,,144.98,SW,,08,16605,37.8119,-107.665,145.325,144.725,127.3,San Juan,On-Air,,Solar powered,,CCARC,2018-01-15,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,,144.98,SW,,08,16624,37.8119,-107.665,444,449,67,San Juan,On-Air,,,,,2018-08-03,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,W0PHC,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,,145.77,SE,,08,247,37.77190018,-104.45600128,146.73,146.13,88.5,Huerfano,On-Air,Pueblo Amateur Radio Club,6,,CCARC,2019-12-10,,,,,,Pueblo Ham Club,,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",,,,,,,,,DM77SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,,146.54,SW,,08,254,37.991,-107.972,449.7,444.7,107.2,San Miguel,On-Air,Grand Mesa Repeater Association ( GMRA ),E-power.,3710,CCARC,2017-12-07,,,,,,,107.2,Wide Area via links - Western Colorado - Eastern Utah,Full-time to the GMRA Open System .,Closed IRLP out - Ask for a control Op,RACES: Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,,147.52,SSE,,08,168,37.50500107,-105.00700378,145.355,144.755,100,Huerfano,On-Air,N0JPX,"E-power, linked.",3974,CCARC,2019-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,,147.78,W,,08,151,39.06560135,-108.7480011,146.94,146.34,107.2,Mesa,On-Air,Western Colorado Amateur Radio Club,E-power and autopatch for WCARC members,,CCARC,2016-05-11,,,,,,http://w0rrz.org,107.2,Grand Junction 30-50 mi,,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,,,,,DM59PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,,147.78,W,,08,155,39.0656,-108.748,449.575,444.575,131.8,Mesa,On-Air,,e-power. Linked to GMRA Open System,3710,CCARC,2018-01-15,,,,,Grand Mesa Repeater Assoc,GMRA Repeaters,131.8,Grand Junction,,Closed IRLP out,Wed RACES Net 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,107.2,,Glade Park,CO,OPEN,,,148.71,WSW,,08,18392,38.97999954,-108.73999786,449.2,444.2,107.2,Mesa,On-Air,GMRA,Solar Powered,,,2019-12-22,,,,,,http://www.gmra.org/repeaters.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,,150.86,N,,56,29,41.63330078,-106.52600098,147.24,147.84,100,Carbon,On-Air,CCARS,,,WRCG,2017-01-04,,,,,,,,Wide area.,,,,,,,,,DN61RP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2625,-5,CC,N0SZ,"Rangely, Cathedral Bluffs",CO,OPEN,,D,152.76,WNW,,08,17249,40.0875,-108.805,445.2625,440.2625,,Rio Blanco,On-Air,RMHAM,,,,2018-10-25,yes,7,310154,,,https://www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,,153.36,WSW,,08,127,38.5767,-108.647,449.4,444.4,131.8,Mesa,On-Air,"WA4HND, Grand Mesa Repeater Association",E-power.,3710,CCARC,2016-08-19,,,,,,http://www.gmra.org,131.8,Wide area via links - Western Colorado - Eastern Utah,Full-time to the GMRA Open System .,Closed IRLP out - Ask for a control op,RACES Wed 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,,155.44,W,,08,174,39.5819,-108.952,447,442,107.2,Garfield,On-Air,,8,,CCARC,2018-01-15,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,,155.84,SW,,08,208,37.6992,-107.806,147.27,147.87,127.3,San Juan,On-Air,KB5ITT,E-power.,,CCARC,2017-04-14,,,,,Durango ARC,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,88.5,KB0VJJ,Akron,CO,OPEN,,,157.03,E,,08,2,40.16059875,-103.21399689,145.4,144.8,88.5,Washington,On-Air,Colorado Connection,,,CCARC,2018-11-02,,,,,,,123,Northeastern plains of Colorado.,Full-time to the Colorado Connection System .,Part of the Colorado Connection system of repeaters,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC,W0FT,Akron,CO,OPEN,,D,157.03,E,,08,16784,40.16049957,-103.21399689,448.175,443.175,,Morgan,On-Air,W0FT,,,CCARC,2019-11-27,yes,7,310833,,Rocky Mountain Ham Radio,http://www.rmham.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,RMHAM c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,,157.79,SSE,ON - IDLE,08,13485,37.34069824,-105.02400208,449.75,444.75,100,Las Animas,On-Air,N0ZSN,,7301,CCARC,2015-07-27,,,,,The Fun Machine,The Fun Machine,100,,Full-time to the The Fun Machine System .,,,,,,,,,28368,,,,363976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,,168.22,NE,,56,28,41.4178009,-104.09799957,147.165,147.765,114.8,Laramie,On-Air,Shy-Wy Amateur Radio Club,E-power.,,WRCG,2017-01-04,,,,,,,,,"Full-time to 147.10500 (KC7SNO) at Cheyenne, North Park, WY . Full-time to 146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,,168.29,SSW,,08,188,37.193,-107.1,146.61,146.01,123,Archuleta,On-Air,,,,CCARC,2018-01-15,,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,100,WA0JTB,"Sterling, CO",CO,OPEN,,,169.3,E,,08,238,40.62559891,-103.20700073,145.295,144.695,100,Logan,On-Air,NECARA,"Autopatch, e-power.",,CCARC,2020-01-17,,,,,,,,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,Y,169.62,SE,,08,167,37.99950027,-103.52899933,147.36,147.96,,Otero,On-Air,,E-power,,,2018-09-30,,,,,KC0ITF,,123,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,Digital Wires-X,,,,,,,DM87FX,,,,,,,,,,Yes; analog capable.,yes,Open ↑ / Open ↓,,,,,,,,,,,,11360,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KC7OZU,Rawlins,WY,OPEN,,,171.53,NNW,,56,43,41.79109955,-107.23799896,146.76,146.16,100,Carbon,On-Air,CCARS,,,,2017-10-06,,,,,,,,Wide area.,,,Sunday nite net 2030 local time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,100,KD7BN,Rawlins,WY,OPEN,,,171.53,NNW,,56,55,41.79109955,-107.23799896,147.39,147.99,100,Carbon,On-Air,HERC,E-power.,,,2017-01-04,,,,,N7ZEF (EchoLink).,,,Wide area.,"Full-time to 146.80500 (W7BEQ) at Shoshoni, Copper Mtn, WY . Full-time to 146.94000 (W7VNJ) at Casper, Casper Mountain, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,KD7SU,Rawlins,WY,OPEN,,,171.55,NNW,,56,15548,41.79109955,-107.23899841,448.3,443.3,100,Carbon,,,,,WRCG,2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,162.2,N7RON,Rawlins,WY,OPEN,I,,171.55,NNW,,56,5791,41.7911,-107.239,146.7,146.1,162.2,Carbon,On-Air,,,7045,WRCG,2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,146.2,N7RON,Rawlins,WY,OPEN,,,171.55,NNW,,56,15551,41.79109955,-107.23899841,449.8,444.8,146.2,Carbon,,Wyocomm,,,WRCG,2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,WY7EOC,Rawlins,WY,CLOSED,,D,171.55,NNW,,56,13858,41.79109955,-107.23899841,445.05,440.05,,Carbon,On-Air,Laramie County EM,,,WRCG,2019-12-12,yes,11,315609,,Wyoming DMR Project,,,Wide area.,,,,Wyoming DMR Project,"Open Talkgroup View Assignment TS TG Access Wyoming 1 3156 Full-Time WyLOCAL 2 100 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,DN61JS,,,,,,,,,,,,,,,,WyDMR c Record retrieved from radioid.net,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,,172.92,SSW,,08,116,37.3828,-107.778,146.7,146.1,100,La Plata,On-Air,Durango ARC,9,,CCARC,2018-01-16,,,,,,http://durangoarc.org/,100,Local.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC,N0SZ,"Durango, Missionary Ridge",CO,OPEN,,D,174.05,SSW,,08,16782,37.3669,-107.785,445.1375,440.1375,,La Plata,On-Air,K2AD,,,CCARC,2018-09-27,yes,7,310854,,Rocky Mountain Ham Radio,http://www.rmham.org/,,,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,"Durango, Missionary Ridge",CO,OPEN,,,174.51,SSW,,08,114,37.35,-107.767,147.345,147.945,88.5,La Plata,On-Air,Colorado Connection,,,CCARC,2016-06-20,,,,,,,123,Durango and north towards Molas Divide.,Full-time to the Colorado Connection System .,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,,175.43,WNW,,49,182,40.3564,-109.146,449.7,444.7,136.5,Uintah,,W7BYU,8,,UVHFS,,,,,,,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,,175.5,WNW,ON - IDLE,49,163,40.3572,-109.147,147.1,147.7,136.5,Uintah,On-Air,""">Borderline ARC","Autopatch, e-power.",3577,UVHFS,2017-06-29,,,,,,,,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.","Full-time to 147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",8,,,,,,,,,,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",,458414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,,175.5,WNW,Node Offline,49,281,40.355,-109.148,146.92,146.32,136.5,Duchesne,Off-Air,,E-power.,,UVHFS,2017-06-29,,,,,,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,,178.31,SW,,08,113,37.41529846,-108.01200104,146.67,146.07,100,La Plata,On-Air,Durango ARC,11,,CCARC,2019-04-01,,,,,,DARC Repeaters,100,Wide area.,"Part-time to 147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",Linked active in the summer months only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,S,179.94,SSE,,08,8086,37.14569855,-104.57099915,446.775,441.775,,Las Animas,On-Air,Cheyenne Mountain Repeater Group (CMRG),,,CCARC,2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KD0RDI (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
