Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Affiliate,Links,Last update,Sponsor,Features,Coordination,Web links,Notes,Coverage,DMR Enabled,Color Code,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Location Photo,Grid,EchoLink,IRLP,AllStar,Nets,Feed,D-STAR Enabled,Node,Sources,Mixed-Mode,YSF Digital Enabled,DG-ID,Eastern Colorado,P25 Digital Enabled,NAC,Default Reflector,Worldwide,North America,Local/Cluster,On-air,Commands,Central Regional,Talkgroup Network,Northern Colorado Regional,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Devilshead Local,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,English,TAC 310,N. Colorado,Europe,DCI Bridge,Southwest USA,Worldwide English,Colorado,Mountain Reg USA,Texas,COMM 1,Texas/Oklahoma Regional USA,Bandwidth
446.7375,-5,CC6,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,163.6,WSW,yes,08,15895,37.345,-108.289,446.7375,441.7375,,,Montezuma,On-Air,,,yes,RMHAM,,CCARC,http://www.rmham.org,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,yes,6,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Rocky Mountain Wide  1  700      Southern Colorado  1  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,W5SF,"Los Alamos, Pajarito Mountain",NM,OPEN,,163.6,SSW,yes,35,118,35.8877,-106.4,145.19,144.59,,,Los Alamos,On-Air,,,yes,SFARC,,NMFCC,,W5SF/PAJ - Distinct from the NM5SC repeater near Cuba on Pajarito Peak.,Wide Area,,,,,,,,,,,,Northern New Mexico Amateur Radio Net: Mon at 20:30.,,yes,W5SF (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,163.7,SW,yes,35,11429,36.65,-107.791,1292.3,1272.3,,,San Juan,On-Air,,,yes,San Juan County,,NMFCC,,,,,,,,,,,,,,,,,yes,KF5VBD (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,67,NM5ML,"Pecos, Elk Mountain",NM,OPEN,,163.7,S,yes,35,145,35.7672,-105.554,147.26,147.86,67,,San Miguel,On-Air,,Full-time to the  Mega-Link System .,yes,,11,NMFCC,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,162.2,W5SF,"Las Vegas,  Elk Mountain",NM,OPEN,,163.7,S,yes,35,115,35.7667,-105.553,147.3,147.9,162.2,,San Miguel,On-Air,,,yes,Santa Fe ARC,"E-power, linked.",NMFCC,SFARC Repeaters,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,164.5,N,yes,08,8194,40.496,-105.079,447.725,442.725,131.8,,Larimer,On-Air,,,yes,W7RF,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,67,NM5ML,"Cuba, Eureka Mesa",NM,OPEN,,165.1,SSW,yes,35,66,36.0136,-106.844,147.24,147.84,67,,Sandoval,On-Air,,Full-time to the  Mega-Link System .,yes,,9,NMFCC,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,165.4,N,yes,08,3620,40.5153,-105.147,1283.55,1263.55,100,,Larimer,On-Air,,,yes,K1TJ Repeater System,,CCARC,http://www.k1tj.com/,,Northern Colorado Front Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,165.4,N,yes,08,276,40.5153,-105.147,447.45,442.45,123,,Larimer,On-Air,,,yes,,,CCARC,,,,,,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,165.4,N,yes,08,8505,40.5153,-105.147,446.7375,441.7375,,,Larimer,On-Air,,,yes,N0AOL - NoCo C-Bridge Network,DMR-MARC World Wide Network,CCARC,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,Repeater ID: 310803,Wide area: North Front Range.,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,
447.45,-5,107.2,KB5ITS,Aztec,NM,OPEN,,165.5,WSW,yes,35,44,36.8222,-107.992,447.45,442.45,107.2,,San Juan,On-Air,,,yes,KB5ITS,"E-power, remote base.",NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,NM5SJ,Aztec,NM,OPEN,,165.5,WSW,yes,35,43,36.8222,-107.992,146.74,146.14,100,,San Juan,On-Air,,,yes,Totah ARC,"Closed autopatch, e-power.",NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,KB5ITS,"Aztec, Tank Mtn",NM,OPEN,,165.6,WSW,yes,35,15629,36.8222,-107.993,146.88,146.28,100,,San Juan,On-Air,,Full-time to the  San Juan Connection System .,yes,,,NMFCC,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,N5UBJ,Aztec,NM,OPEN,,165.6,WSW,yes,35,12413,36.8222,-107.993,442.25,447.25,,,San Juan,On-Air,,,yes,,,NMFCC,http://www.aztrbonet.com/MinimalNetwatch,,,yes,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,1,1,,,,,AZ-TrboNet,,,,,,,,,,,,,,1,2,,2,2,2,,,,,,,
147.1,0.6,100,KB5ITS,"Bloomfield, Harris mesa",NM,OPEN,,166.3,SW,yes,35,49,36.61,-107.81,147.1,147.7,100,,San Juan,On-Air,,Full-time to the  San Juan Connection System .,yes,San Juan connection,,NMFCC,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,"Bloomfield, Harris Mesa",NM,OPEN,,166.3,SW,yes,35,51,36.6067,-107.805,147.28,147.88,67,,San Juan,On-Air,,Full-time to the  Mega-Link System .,yes,,6,NMFCC,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,166.4,NW,yes,08,253,39.4519,-108.052,449.8,444.8,107.2,,Garfield,On-Air,,,yes,,8,CCARC,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,166.8,N,yes,08,4203,40.5397,-105.196,927.825,902.825,100,100,Larimer,On-Air,,,yes,AB0SF,,CCARC,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,166.8,N,yes,08,3592,40.5397,-105.197,927.95,902.95,100,100,Larimer,On-Air,,,yes,K1TJ Repeater System,25,CCARC,,,Northern Front Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,166.8,N,yes,08,8715,40.5388,-105.179,446.75,441.75,,,Larimer,On-Air,,Full-time to the  Colorado TRBO System .,yes,Rocky Mountain Ham Radio,,CCARC,http://www.rmham.org,See website for complete info on color codes/time slot assignment.,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Rocky Mountain Wide  1  700      Northern Colorado Regional  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,166.8,N,yes,08,14274,40.5388,-105.179,145.265,144.665,,,Larimer,On-Air,Brandmeister Network,,yes,W0DMR - NoCo C-bridge Network,,CCARC,http://www.w0dmr.org/,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",Northern Colorado Front Range Wide Area coverage.,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,1,2,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,BrandMeister US,,,,,,,,,,,,,,,,2,,1,,1,2,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,166.8,N,yes,08,123,40.5397,-105.196,145.115,144.515,100,100,Larimer,On-Air,,,yes,Northern Colorado ARC,7,CCARC,,,Wide area.,,,,,,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,166.8,N,yes,08,275,40.5397,-105.196,224.52,222.92,100,100,Larimer,Off-Air,,,yes,Northern Colorado ARC,E-power.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,166.8,N,yes,08,126,40.5397,-105.196,447.275,442.275,100,100,Larimer,On-Air,,,yes,Northern Colorado ARC,"Closed autopatch, e-power.",CCARC,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,166.9,WSW,yes,35,16280,36.7823,-107.988,1291.1,1271.1,,,Bernalillo,On-Air,,,yes,San Juan County,DV only,NMFCC,,,,,,,,,,,,,,,,,yes,KF5VBE (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,167,WSW,yes,35,11428,36.7817,-107.99,145.115,144.515,,,San Juan,On-Air,,,yes,,,,,,,,,,,,,,,,,,,,yes,KF5VBE (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Cuba, Eureka Mesa",NM,OPEN,,167.5,SSW,yes,35,15615,36.0222,-106.958,145.175,144.575,141.3,,Sandoval,Off-Air,,,yes,NMEMA ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,168.8,N,yes,08,12562,40.5446,-104.944,147.39,147.99,,,Larimer,On-Air,,,yes,KT0L - NoCo C-Bridge Network,,CCARC,Documentation,,"Fort Collins east side, into Red Feather Lakes area.",yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,Tac 310 Net: Sun at 18:00.,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,1,,1,,,,1,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,168.9,N,yes,08,3630,40.5755,-105.285,449.425,444.425,94.8,,Larimer,On-Air,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,168.9,N,yes,08,3629,40.5755,-105.285,927.875,902.875,D114,,Larimer,Off-Air,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",yes,WA6IMI,,CCARC,,Down due to lightning strike. Scheduled to return end of June 2012.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,100,W5HO,La Cueva,NM,OPEN,,169.5,SSW,yes,35,15622,35.8673,-106.638,145.41,144.81,100,,Santa Fe,Off-Air,,,yes,W5HO,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,169.6,SW,yes,35,50,36.7111,-107.984,146.92,146.32,100,,San Juan,On-Air,,,yes,San Juan County OEM,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,127.3,KB5ITS,Bloomfield,NM,OPEN,,169.6,SW,yes,35,16636,36.7111,-107.985,448.65,443.65,127.3,,San Juan,On-Air,,,yes,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,169.6,N,yes,08,125,40.5708,-105.077,147.36,147.96,100,100,Larimer,On-Air,,,yes,CO State Univ ARC,Closed autopatch.,CCARC,,,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,170,N,yes,08,8901,40.5777,-105.093,446.8125,441.8125,,,Larimer,On-Air,,,yes,W0QEY CSU,D-Star Gateway,CCARC,,Free Star,Fort Collins Local Area,,,,,,,,,,,,,,yes,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,170.5,N,yes,08,124,40.5853,-105.084,449.85,444.85,100,100,Larimer,On-Air,,,yes,CO State Univ ARC,Closed autopatch.,CCARC,,,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,,Santa Fe,NM,OPEN,,171.1,S,yes,35,17323,35.687,-105.938,145.19,144.59,162.2,,Bernalillo,On-Air,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,171.1,S,yes,35,13769,35.687,-105.938,145.21,144.61,,,Santa Fe,On-Air,Santa Fe Amateur Radio Club,,yes,W5SF,,,,Soon to move to a better location.,Local Santa Fe,,,,,,,,,,,,,,yes,W5SF (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,171.1,S,yes,35,13768,35.687,-105.938,444.575,449.575,,,Santa Fe,On-Air,Santa Fe Amateur Radio CLub,,yes,W5SF,,,,Soon to move to a better location,Local Santa Fe,,,,,,,,,,,,,,yes,W5SF (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,171.2,NNE,yes,08,10783,40.2503,-103.8,448.2,443.2,,,Morgan,On-Air,NEAHR,Full-time to the  Colorado TRBO System .,yes,,Mixed Mode,CCARC,Rocky Mountain Ham Radio,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Rocky Mountain Wide  1  700      Northern Colorado Regional  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,171.3,N,yes,08,5853,40.6111,-105.324,447.7,442.7,100,100,Larimer,On-Air,,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",yes,Northern Colorado Amateur Radio Club,,,http://ncarc.net/,,Wide Area Coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,171.6,N,yes,08,8188,40.581,-104.906,447.2,442.2,82.5,,Weld,On-Air,,,yes,N6RFI,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,171.7,N,yes,08,246,40.617,-105.327,146.625,146.025,100,100,Larimer,On-Air,,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",yes,Northern Colorado ARC,E-power.,CCARC,,,Wide area: Northern front range.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,171.7,N,yes,08,3660,40.617,-105.327,224.84,223.24,100,100,Larimer,On-Air,,"Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",yes,Northern Colorado ARC,"E-power, 25 watts.",,,,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,172.1,WSW,yes,08,16606,37.4739,-108.505,145.19,144.59,100,,Montezuma,On-Air,,,yes,,,CCARC,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,172.1,WSW,yes,08,16623,37.4739,-108.505,447.275,442.275,100,,Montezuma,On-Air,,,yes,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,172.1,WNW,yes,08,153,38.899,-108.496,448.15,443.15,100,,Mesa,On-Air,,,yes,,,CCARC,,,,,,,,,,,,312189,7963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,172.3,N,yes,08,10995,40.5938,-104.926,446.775,441.775,,,Larimer,On-Air,Brandmeister Network,,yes,W0DMR - NoCo C-bridge Network,,CCARC,W0DMR,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf","Fort Collins east side, into Red Feather Lakes area.",yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,1,2,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,BrandMeister US,,,,,,,,,,,,,,,,2,,1,,1,2,,,,,
446.7625,-5,CC7,,Vilas,CO,OPEN,,173.1,SE,yes,08,17522,37.3747,-102.447,446.7625,441.7625,,,Baca,,,,yes,Southeast Colorado REACT,,,,,Baca County,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,162.2,W5SF,"Santa Fe, St Vincent Hospital",NM,OPEN,,173.1,S,yes,35,154,35.6593,-105.945,147.2,147.8,162.2,,Santa Fe,On-Air,,,yes,Santa Fe ARC,E-power. Full time link to Tesuque Peak.,NMFCC,SFARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,174.1,S,yes,35,10216,35.651,-105.992,449.275,444.275,146.2,,Santa Fe,On-Air,,,yes,Fred Homuth,,,,,,,,,,,,,,,3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,174.1,E,yes,08,122,39.3033,-102.605,146.895,146.295,103.5,,Kit Carson,On-Air,,,yes,Big Sandy ARC,,CCARC,,,,,,,,,,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,174.2,S,yes,35,13566,35.648,-105.985,447.775,442.775,100,,Santa Fe,On-Air,,,yes,,,,,,Santa Fe,,,,,,,,,,7326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,NM5SJ,Lybrook,NM,OPEN,,174.8,SW,yes,35,128,36.2333,-107.562,145.49,144.89,100,,Rio Arriba,On-Air,,,yes,Totah ARC,Closed autopatch.,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,175,W,yes,08,127,38.5767,-108.647,449.4,444.4,131.8,131.8,Mesa,On-Air,,Full-time to the  GMRA Open System .,yes,"WA4HND,  Grand Mesa Repeater Association",E-power.,CCARC,http://www.gmra.org,Closed IRLP out - Ask for a control op,Wide area via links - Western Colorado - Eastern Utah,,,,,,,,,,3710,,RACES Wed 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,,KB5WEZ,Las Vegas,NM,OPEN,,176.1,S,yes,35,113,35.5939,-105.223,145.45,144.85,,,San Miguel,Off-Air,,,yes,KB5WEZ,"E-power, linked.",NMFCC,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.2,-1,107.2,N9PGQ,La Cueva,NM,OPEN,,176.4,S,yes,35,101,35.5911,-105.732,53.2,52.2,107.2,,Santa Fe,Off-Air,,,yes,N9PGQ,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,107.2,N9PGQ,La Cueva,NM,OPEN,,176.4,S,yes,35,102,35.5911,-105.732,146.84,146.24,107.2,,Santa Fe,,,,yes,N9PGQ,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.125,5,107.2,N9PGQ,La Cueva,NM,OPEN,,176.4,S,yes,35,103,35.5911,-105.732,442.125,447.125,107.2,,Santa Fe,,,,yes,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
