Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update,Op Status,Coverage,EchoLink,IRLP,Notes,Nets,Downlink Tone,Links,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Affiliate,Web links,Talkgroups,Rocky Mountain Wide,Northern Colorado Regional,Grid,Central Regional,AllStar,Commands,YSF Digital Enabled,DG-ID,WIRES-X,D-STAR Enabled,Node,Sources,Bandwidth,Local Network,Talkgroup Network,Worldwide English,North America,DCI Bridge,Local/Cluster,Colorado,N. Colorado,TAC 310,Mountain Reg USA,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Feed,Worldwide,English,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Wyoming,WyLOCAL,Southern Colorado,Devilshead Local,TAC 311,Colorado Chat,Eastern Colorado,Local or Reflector,CKRG,KansasLink,Kansas
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,186.24,SW,,08,37,38.74520111,-104.86199951,145.13,144.53,88.5,El Paso,,Colorado Connection,9,CCARC,2019-11-11,On-Air,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,,,Linked into the Colorado Connection System,Colorado Traffic Net: Daily at 19:00. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00. Colorado Preparedness Net: Sat at 09:30,123,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,186.25,SW,,08,8087,38.74509811,-104.86199951,446.9125,441.9125,,El Paso,,Cheyenne Mountain Repeater Group (CMRG),,,2019-12-28,Off-Air,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,,,,,,,,,,,,,yes,KC0CVU (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,186.25,SW,,08,7171,38.74499893,-104.86199951,927.85,902.85,D114,Teller,,CMRG,9,CCARC,2017-03-09,On-Air,,,,,,,"Full-time to 147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,http://www.cmrg.org,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,D,186.25,SW,"Welcome to The RMHAM DMR Machine, located on Cheyenne Mountain above Colorado Springs This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 and 3740 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,310895,311,312,31200,31203,313,31327,314,3140,31400,31408,3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",08,12355,38.74509811,-104.86199951,445.0625,440.0625,,El Paso,,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio Brandmeister Sites,CCARC,2019-11-27,On-Air,,,,"This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,311,312,31200,31203,313,31327,314,3140,31400,31408, 3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",,,,yes,1,310857,RMHAM c Record retrieved from radioid.net,,N0SZ Colorado Springs Brandmeister,,"Open Talkgroup View Assignment TS TG Access TAC 310 2 310 PTT TAC 311 2 311 PTT Colorado 2 3108 Full-Time Colorado Chat 2 31080 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,186.25,SW,,08,8158,38.74499893,-104.86199951,53.13,51.43,107.2,El Paso,,Cheyenne Mountain Repeater Group (CMRG),,CCARC,2017-03-09,On-Air,,,,,,107.2,,,,,,,,http://www.cmrg.org,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.385,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,186.28,SW,,08,8088,38.74449921,-104.86199951,145.385,144.785,,El Paso,,Cheyenne Mountain Repeater Group (CMRG),,CCARC,2019-12-29,Testing,Wide area,,,"This repeater is operational and linked to XRF720. Currently, INBOUND traffic is making it in but OUTBOUND traffic is not getting to the gateway or reflector. We hope to have this resolved soon.",,,,,,,,,,http://www.cmrg.org,,,,DM78NR,,,,,,,yes,KC0CVU (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,186.56,WSW,,08,7,39.4056,-105.473,146.895,146.295,100,Park,,AB0RR,25,CCARC,2017-07-05,On-Air,285,,,,Wed at 19:30.,100,"Full-time internet linked to 448.57500 (WZ0N) at Hartsel, CO .",,,,,,,Park County Radio Club (PCRC),,,,,,45835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,,187.32,SW,,08,47,38.73720169,-104.87999725,147.345,147.945,107.2,El Paso,,,"Closed autopatch, e-power.",CCARC,2018-01-15,On-Air,Wide area.,,3854,,,107.2,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to the Cheyenne Mtn Repeater Group System .",,,,,,,http://www.cmrg.org/,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,,187.32,SW,ON - IDLE,08,38,38.73720169,-104.87999725,145.16,144.56,107.2,El Paso,,Colorado Repeater Association,"Closed autopatch, e-power.",CCARC,2017-11-13,On-Air,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",347086,3990,Switch to this repeater at mile marker 170 on I-25.,,107.2,"Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,CRA VHF Link System,http://www.w0cra.org/info/cosprgs.html#145160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,187.36,SW,,08,41,38.73720169,-104.8809967,146.76,146.16,107.2,El Paso,,Cheyenne Mountain Repeater Group,"Closed autopatch, e-power.",CCARC,2018-01-15,On-Air,,,,,,107.2,,,,,,,,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,187.36,SW,,08,269,38.73720169,-104.8809967,448,443,107.2,El Paso,,,,CCARC,2018-01-15,On-Air,,,,,,,,,,,,,,CMRG Repeaters,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,187.36,SW,,08,53,38.73720169,-104.8809967,448.1,443.1,107.2,El Paso,,,"Closed autopatch, e-power.",CCARC,2018-01-15,On-Air,Wide area.,,,,,107.2,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,CMRG Repeaters,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,103.5,WC3W,Grand Lake,CO,OPEN,A,,188.01,W,,08,18131,40.2392,-105.847,449.425,444.425,103.5,Clear Creek,,,,,2019-09-21,On-Air,"Grand Lake, CO",,,Linked to the Allstar Florida Hub,Sunday and Tuesday nights at 7 PM MT,103.5,,,,,,,,,,,,,,45202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,,188.81,WSW,,08,15582,39.8865,-105.763,147.285,147.885,88.5,Grand,,Colorado Connection,,CCARC,2017-01-06,On-Air,,,,,,123,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,188.95,SW,,08,44,38.84000015,-105.04000092,146.97,146.37,100,El Paso,,Pikes Peak FM Assoc,e-power.,CCARC,2019-11-11,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",,,,listed on http://ppfma.org,,"Linkable to 448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,,PPFMA Repeaters,,,,DM78LU,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,188.95,SW,,08,54,38.84000015,-105.04000092,448.45,443.45,100,El Paso,,Pikes Pk FM Assoc,E-power.,CCARC,2019-03-07,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",,,,see http://www.ppfma.org,,"Linkable to 146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,,PPFMA Repeaters,,,,DM78LU,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.475,5,136.5,W0WWV,"Campbell, Mid-Rivers E911 Dispatch Center",NE,OPEN,I,,188.96,ESE,,31,80,40.29290009,-98.72910309,444.475,449.475,136.5,Franklin,,,E-power.,WB0CMC,2019-01-08,On-Air,,,7438,"KerChunk filter. Key up and hold for one second before speaking, or you will be cut off. No hang time, no courtesy tone.","ARAN: Mon &amp; Thurs 20:30 local time. Severe Weather Nets as needed, linked to WX0GID, National Weather Service office in Hastings/Grand Island.",136.5,"Full-time to 146.61000 (N0LL) at Smith Center, KS . Full-time to 145.13000 (W0WWV) at Hastings, KCNT Tower, NE . Full-time to 146.82000 (W0WWV) at Heartwell, KGIN TV Tower , NE . Full-time to 147.21000 (W0WWV) at Nelson, NE . Full-time to 443.20000 (W0WWV) at Hastings, Hastings Dog-Walk Park, NE . Full-time to the W0WWV System .",,,,,,,Amateur Radio Asscociation of Nebraska,,,,EN00ph,,,"No special codes for IRLP, just dial the 4 digit node you wish to call. To disconnect, dial 73.",,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,,189.34,WSW,,08,3756,39.9473,-105.795,447.45,442.45,103.5,Grand,,W0IG,,CCARC,2013-10-26,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,Y,189.88,SW,,08,39,38.70000076,-104.90000153,145.265,144.665,,El Paso,,Pikes Peak FM Association (http://PPFMA.ORG),,CCARC,2019-03-07,On-Air,Local. Good coverage of I25 corridor from Baptist Rd south to Fort Carson.,,,,,,,,,,,,,PPFMA Repeaters,,,,DM78NQ,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,190.12,SW,,08,5220,38.77259827,-104.99299622,446.95,441.95,,Teller,,Rocky Mountain Ham Radio,,,2019-11-27,On-Air,Monument Hill through Pueblo.,,,,,,"Full-time to 446.98750 (N0SZ) at Boulder, Lee Hill, CO .",yes,7,310816,RMHR c Record retrieved from radioid.net,,RMHAM,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,,190.12,SW,,08,58,38.77259827,-104.99299622,927.725,902.025,,Teller,,WA6IFI,12,CCARC,2020-01-01,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. 50 mi radius. Repeater Coverage Map",,,,,,Full-time to the The 900 P25 Network System .,,,,,,,Yahoo Group,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,,190.13,SW,,08,8178,38.77249908,-104.99299622,147.18,147.78,100,El Paso,,AA0SP,E-power (solar).,CCARC,2017-03-09,On-Air,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,DM78MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,CC,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,190.15,SW,,08,17250,38.77199936,-104.99299622,145.235,144.635,,El Paso,,RMHAM,,CCARC,2019-11-27,On-Air,Wide area,,,Voice ID is required for data/GPS/text on TG 705,,,,yes,7,310824,c Record retrieved from radioid.net,,,Rocky Mountain Ham Radio,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Eastern Colorado 2 705 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,DM78MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,Y,190.28,SSW,,08,167,37.99950027,-103.52899933,147.36,147.96,,Otero,,,E-power,,2018-09-30,On-Air,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,,Digital Wires-X,,123,,,,,,,KC0ITF,,,,,DM87FX,,,,yes,Open ↑ / Open ↓,11360,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,156.7,N0OMC,Lakin,KS,OPEN,,,191.25,SSE,,20,3967,37.93579865,-101.26399994,146.985,146.385,156.7,Kearney,,N0OMC,E-power,Kansas Repeater Council,2018-09-16,On-Air,"Kearny, Finney and Scott Counties",,,Linked full time to the Garden City 146.910 and Scott City 146.700 repeaters,,156.7,,,,,,,,,,,,DM97IW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,146.2,K0HS,"Hot Springs, City library/HSARC club house",SD,OPEN,,,192.35,NNW,,46,18390,43.22800064,-103.47399902,444.7,449.7,146.2,Fall River,,Hot Springs ARC,HF remote base,,2019-12-22,On-Air,City of Hot Springs,,,,,146.2,,,,,,,,http://www.k0hs.com/,,,,,,,#9 plays the IDer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.6,5,100,KE0KIY,Hays,KS,OPEN,,Y,193.27,SE,,20,4076,38.94250107,-99.35569763,443.6,448.6,100,Ellis,,ECHO ARC,,Kansas Repeater Council,2018-04-06,On-Air,Local.,,,,,,,,,,,,,,,,,EM08HW,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,193.31,SW,,08,195,38.39250183,-104.55500031,224.26,222.66,88.5,Pueblo,,Pueblo Ham Club,E-power.,CCARC,2013-05-07,Off-Air,Wide area.,,,,,,,,,,,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,167.9,NI0P,Wood River,NE,OPEN,,S,194.59,ESE,,31,16145,40.8205986,-98.60009766,444.7,449.7,167.9,Hall,,,,WB0CMC,2018-12-09,On-Air,"West Hall County and East Buffalo County, HWY 30 and Interstate 80",,,,,,,,,,,,,,,,,EN00,,,,,,,yes,NI0P (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,D,194.62,W,,08,15899,40.0861,-105.939,446.875,441.875,,Clear Creek,,,,,2017-03-11,On-Air,,,,,,,,yes,,,,,RMHAM,http://www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,,194.62,W,,08,145,40.0861,-105.939,146.82,146.22,123,Grand,Unknown,GCARA,E-power.,CCARC,2014-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,W0PHC,"Pueblo, Baculite Mesa",CO,OPEN,,,195.12,SW,,08,193,38.36240005,-104.55999756,146.79,146.19,88.5,Pueblo,,Pueblo Amateur Radio Club,E-power.,CCARC,2019-12-10,On-Air,Wide area.,,,,,,,,,,,,,Pueblo Amateur Radio Club,,,,DM78ri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,CC 88.5,W0PHC,Pueblo,CO,OPEN,,D,195.12,SW,,08,198,38.36240005,-104.55999756,447.95,442.95,88.5,Pueblo,,Pueblo Amateur Radio Club,E-power.,CCARC,2019-12-10,On-Air,Wide area.,,,Dual Mode Analog/DMR,,,,yes,0,,c Record retrieved from radioid.net,,,Pueblo Amateur Radio Club,,,,DM78ri,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,Y,195.33,WNW,Node Offline,56,15436,41.09719849,-105.97699738,147.015,147.615,146.2,Albany,,"Albany County ARES/RACES, University Amateur Radio",,,2017-02-24,On-Air,Albany County,82070,,,,,,,,,,,,http://www.uwyo.edu/uarc/,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,CC 131.8,N7JYS,Hays,KS,OPEN,I,DY,195.34,SE,,20,3975,38.93439865,-99.31549835,147.045,147.645,131.8,Ellis,,N7JYS,E-power,Kansas Repeater Council,2019-12-08,On-Air,"Ellis, Hays, Wakeeney. 35 mi radius.",,3917,MMDVM Mixed-mode.,,131.8,Linkable to the Western Kansas Intertie System . Full-time internet linked to the CKRG System . Full-time internet linked to the KansasLink System .,yes,7,312024,BrandMeister c Record retrieved from radioid.net,,,,"Open Talkgroup View Assignment TS TG Access Local or Reflector 1 9 Full-Time CKRG 1 31204 Full-Time Local/Cluster 2 2 Full-Time KansasLink 2 31203 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,EM08IW,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,2,,,,,yes,293,yes,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,1,1,2,
224.28,-1.6,131.8,N7JYS,Hays,KS,OPEN,A,,195.34,SE,,20,13278,38.93429947,-99.31549835,224.28,222.68,131.8,Ellis,,N7JYS,Internet linking,,2018-01-07,On-Air,50,,,,,131.8,,,,,,,Western Kansas Intertie,,,,,EM08IW,,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.45,5,162.2,N7JYS,"Hays, K-Link",KS,OPEN,A,,195.37,SE,,20,4042,38.93399811,-99.31500244,442.45,447.45,162.2,Ellis,,N7JYS,E-Power.,Kansas Repeater Council,2017-12-30,On-Air,Click for coverage map. 35 mi radius.,,,,ARES: Sat at 21:00.,162.2,"Full-time to 443.57500 (K0HAM) at Ransom, K-Link, KS . Full-time to 444.95000 (AB0UO) at Russell, K-Link, KS . Full-time to the K-Link System . Linkable to the NEKSUN (K0HAM) System .",,,,,,Affiliate of the K-Link Repeater Network,K-Link Repeater Network,,,,EM08IW,,42940,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,
444.75,5,CC,K0USY,"Hays, KS-DMR",KS,OPEN,,D,195.42,SE,,20,8551,38.90340042,-99.34359741,444.75,449.75,,Ellis,,,,Kansas Repeater Council,2019-12-08,On-Air,15,,,Hays West.,,,Full-time internet linked to the KS-DMR (3120) System .,yes,1,312003,KS DMR c Record retrieved from radioid.net,,K0USY Group,KS-DMR Network,"Open Talkgroup View Assignment TS TG Access Local/Cluster 1 2 Full-Time Local or Reflector 1 9 Full-Time Kansas 2 3120 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,EM08HV,,,,,,,,,,,K0USY,K0USY,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2
146.91,-0.6,141.3,WA0OQA,Garden City,KS,OPEN,A,,196.04,SSE,,20,3959,37.97169876,-100.8730011,146.91,146.31,141.3,Finney,,Sand Hills ARC,E-power.,Kansas Repeater Council,2018-09-16,On-Air,"Finney, Scott and Kearney counties.",,,Linked full time to Scott City 146.700 and Lakin 146.985 repeaters.,Tue at 20:30.,141.3,"Full-time to 146.70000 (WA0OQA) at Scott City, KS .",,,,,,,,,,,,,48588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KE0KIY,Hays,KS,OPEN,,,196.42,SE,,20,3993,38.84109879,-99.38279724,147.18,147.78,100,Ellis,,Ellis Co. Ham Operators (ECHO),e-power.,Kansas Repeater Council,2019-03-18,On-Air,35,,,,,100,,,,,,,,,,,,EM08HU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,196.48,WSW,,08,8214,38.9797,-105.357,449.7,444.7,107.2,Park,Unknown,CMRG,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,103.5,KG7OMT,"Lusk, 77 Hill",WY,OPEN,,,196.87,NW,,56,16404,42.84999847,-104.61699677,147.33,147.93,103.5,Niobrara,,,,,2019-07-16,On-Air,,,,"North of Manville, Wyoming has a good line of sight for miles.",,,,,,,,,,,,,,DN72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,114.8,N0ECQ,Hays,KS,OPEN,,,197.16,SE,,20,4123,38.87919998,-99.32679749,444.825,449.825,114.8,Ellis,,,,Kansas Repeater Council,2018-01-08,On-Air,Local,,,,,114.8,,,,,,,,,,,,EM08IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.87,-1.7,141.3,WA0OQA,Garden City,KS,OPEN,,,197.6,SSE,,20,15311,38.10279846,-100.46399689,52.87,51.17,141.3,Finney,,SHARC,,Kansas Repeater Council,2019-03-18,On-Air,30,,,200,,141.3,,,,,,,,,,,,DM98SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.9875,5,CC,K0USY,"Hays, KS-DMR",KS,OPEN,,D,198.71,SE,,20,17220,38.89820099,-99.27200317,444.9875,449.9875,,Ellis,,,,Kansas Repeater Council,2019-12-08,On-Air,18,,,,,,Full-time internet linked to the KS-DMR (3120) System .,yes,1,312034,KS-DMR c Record retrieved from radioid.net,,,KS-DMR Network,"Open Talkgroup View Assignment TS TG Access Local/Cluster 1 2 Full-Time Local or Reflector 1 9 Full-Time Kansas 2 3120 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,EM08IV,,,,,,,,,,,K0USY,K0USY,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,198.79,SW,,08,65,38.7466,-105.178,147.015,147.615,107.2,Teller,,Mountain ARC,E-power.,CCARC,2016-11-17,On-Air,,,,,MARC/PCRC: Tue at 19:30.,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,198.79,SW,,08,64,38.7466011,-105.1780014,145.46,144.86,67,Teller,,WB0WDF,"E-power, 100% Solar",CCARC,2012-06-15,On-Air,,,,,,,,,,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
