Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Coordination,Last update,Affiliate,Notes,DMR Enabled,Color Code,Wide Network,Features,Nets,Web links,D-STAR Enabled,Node,Sources,Talkgroups,Southern Colorado,Devilshead Local,Links,EchoLink,IRLP,AllStar,P25 Digital Enabled,NAC,Default Reflector,Talkgroup Network,Central Regional,Northern Colorado Regional,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,YSF Digital Enabled,DG-ID,On-air,WIRES-X,Mixed-Mode,Commands,Grid,Feed,Rocky Mountain Wide,Eastern Colorado,Worldwide,North America,Local/Cluster,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,Location Photo,English,TAC 310,N. Colorado,DCI Bridge,Mountain Reg USA,Worldwide English,Colorado,Wyoming,WyLOCAL,Europe,Southwest USA
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,89.2,SW,yes,08,13510,38.4463,-106.011,449.975,444.975,100,100,Chaffee,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,CCARC,yes,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,,,,2,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",K0JSC.COM,,,,,,,Full-time to the  The Fun Machine System .,363976,7301,28368,,,,,,,,,,,,,,,,,DM68xk,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,89.5,NNW,yes,08,246,40.617,-105.327,146.625,146.025,100,100,Larimer,On-Air,Wide area: Northern front range.,Northern Colorado ARC,CCARC,yes,,,,,,E-power.,,,,,,,,,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,89.5,NNW,yes,08,3660,40.617,-105.327,224.84,223.24,100,100,Larimer,On-Air,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",Northern Colorado ARC,,yes,,,,,,"E-power, 25 watts.",,,,,,,,,"Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,91.6,SSW,yes,08,15584,38.1347,-105.466,448.325,443.325,100,100,Custer,On-Air,,,,yes,The Fun Machine,,,,,,,,,,,,,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,91.6,SSW,yes,08,7189,38.1347,-105.465,147.06,147.66,77,77,Custer,On-Air,,http://www.qsl.net/rghc,CCARC,yes,,,,,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,91.6,SSW,yes,08,248,38.1347,-105.465,448.15,443.15,103.5,103.5,Custer,On-Air,,Royal George ARC,CCARC,yes,,,,,,E-power.,,http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,91.6,SSW,yes,08,7192,38.1347,-105.465,927.775,902.775,D116,D116,Custer,On-Air,,Royal Gorge Amateur Radio Club,CCARC,yes,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,91.6,SSW,yes,08,8218,38.1347,-105.466,919.1,894.1,88.5,CSQ,Pueblo,Off-Air,Wide area.,Pueblo HC,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,92.4,N,yes,08,8251,40.7039,-105.009,448.325,443.325,110.9,,Larimer,On-Air,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,93.7,S,yes,08,199,38.0411,-105.185,449.625,444.625,107.2,,Custer,On-Air,,,CCARC,yes,,,,,,E-power.,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,93.7,S,yes,08,245,38.0411,-105.185,224.32,222.72,88.5,,Custer,Off-Air,,Pueblo Ham Club,CCARC,yes,,,,,,11,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,93.7,S,yes,08,197,38.0411,-105.185,447.175,442.175,88.5,,Pueblo,Off-Air,Wide area: Southeast Colorado.,Pueblo HC,CCARC,yes,,,,,,11,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,94.2,WNW,yes,08,166,40.0589,-106.388,147.075,147.675,88.5,123,Grand,On-Air,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,Colorado Connection,CCARC,yes,,Part of the Colorado Connection system of Repeaters,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,94.6,SSE,yes,08,5369,38.034,-104.489,449.975,444.975,100,100,Pueblo,On-Air,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map",K0JSC,CCARC,yes,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,,,,2,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",K0JSC dot Com,,,,,,,"Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",363976,7301,28368,,,,,,,,,,,,,,,,,DM78SA18,Listen Live,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,99.9,SW,yes,08,16739,38.5063,-106.345,145.325,144.725,100,,Chaffee,On-Air,wide area,Chaffee Lake Amateur Repeater Association,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,88.5,KB0VJJ,Akron,CO,OPEN,,102.8,E,yes,08,2,40.1606,-103.214,145.4,144.8,88.5,123,Washington,On-Air,Northeastern plains of Colorado.,Colorado Connection,CCARC,yes,,Part of the Colorado Connection system of repeaters,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,102.8,E,yes,08,16784,40.1605,-103.214,448.175,443.175,,,Morgan,On-Air,,W0FT,CCARC,yes,Rocky Mountain Ham Radio,,yes,7,,,,http://www.rmham.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,104.7,WSW,yes,08,15212,38.6125,-106.543,447.65,442.65,151.4,151.4,Gunnison,On-Air,Gunnison valley and along East and west on Highway 50.,KB0YNA,CCARC,yes,,,,,,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",,,,,,,,,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,106.4,W,yes,08,260,39.1761,-106.829,447.05,442.05,136.5,136.5,Pitkin,On-Air,Aspen-Snowmass areas.,Roaring Fork Amateur Repeater Cooperative,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,111.8,W,yes,08,211,39.2131,-106.937,146.67,146.07,107.2,,Pitkin,On-Air,Wide area.,Ski Country ARC,CCARC,yes,,,,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,112.7,S,yes,08,247,37.7719,-104.456,146.73,146.13,88.5,,Huerfano,On-Air,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",Pueblo Ham Club,CCARC,yes,,,,,,6,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,,113.7,N,yes,56,34,41.0022,-104.566,449.3,444.3,,,Laramie,On-Air,,WU7G,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,116.6,N,yes,56,15672,41.06,-104.88,449.9375,444.9375,,,Laramie,On-Air,,,WRCG,yes,,,yes,7,,,,https://www.rmham.org/wordpress/,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Rocky Mountain Wide  1  700      Northern Colorado Regional  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,Full-time to the  Rocky Mountain Ham System .,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,118.8,SE,yes,08,167,37.9995,-103.529,147.36,147.96,,123,Otero,On-Air,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,,yes,KC0ITF,Digital Wires-X,,,,E-power,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,11360,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,118.8,SE,yes,08,101,37.9995,-103.529,446.75,441.75,,,Otero,On-Air,La Junta,,,yes,KC0ITF,Please use Busy Channel LockOut,yes,0,,E-power.,,,yes,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,119.6,NW,yes,08,244,40.6494,-106.382,145.16,144.56,88.5,123,Jackson,On-Air,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",Colorado Connection,CCARC,yes,,Part of the Colorado Connection system of repeaters.,,,,8,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,119.7,W,yes,08,6009,39.4247,-107.097,447.15,442.15,136.5,,Garfield,On-Air,,,,yes,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,,,,,,,,,,,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,120.4,ESE,yes,08,122,39.3033,-102.605,146.895,146.295,103.5,,Kit Carson,On-Air,,Big Sandy ARC,CCARC,yes,,,,,,,,,,,,,,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,121,N,yes,56,27,41.1239,-104.819,146.775,146.175,114.8,,Laramie,On-Air,,Shy-Wy Amateur Radio Club,WRCG,yes,,,,,,"E-power, WX.","Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,,,,,"Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,122.2,N,yes,56,19,41.14,-104.82,145.235,144.635,114.8,,Laramie,On-Air,Local: Cheyenne.,N7GT,WRCG,yes,,25,,,,,,,,,,,,,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,122.2,N,yes,56,26,41.14,-104.82,147.105,147.705,114.8,91.5,Laramie,On-Air,,ShyWyArc,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DN71,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,122.2,N,yes,56,15518,41.14,-104.82,449.9,444.9,100,100,Laramie,On-Air,From 5 miles to 25 miles,N7JJY,,yes,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,123,NE,yes,08,238,40.6256,-103.207,145.295,144.695,,,Logan,On-Air,Wide area,NECARA,CCARC,yes,,,,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC15 151.4,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,123.1,N,yes,56,8991,41.153,-104.818,448.95,443.95,151.4,151.4,Laramie,On-Air,Local,,WRCG,yes,,Brandmiester and analog.,yes,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,124.5,N,yes,56,20,41.1525,-105.221,448.15,443.15,100,,Laramie,Off-Air,,KB7SWR,WRCG,yes,,,,,,,,,,,,,,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,125,WSW,yes,08,161,38.5458,-106.925,449.95,444.95,,,Gunnison,,,K5GF,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,125,WSW,yes,08,160,38.5458,-106.925,147.12,147.72,,,Gunnison,On-Air,,W0VTL,CCARC,yes,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,129.3,S,yes,08,168,37.505,-105.007,145.355,144.755,100,,Huerfano,On-Air,,N0JPX,CCARC,yes,,,,,,"E-power, linked.",,,,,,,,,,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,129.8,NW,yes,08,237,40.485,-106.831,147.21,147.81,107.2,107.2,Routt,On-Air,,SSARC,CCARC,yes,,,,,,"Linked, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,129.9,NW,yes,08,15579,40.485,-106.832,147.165,147.765,88.5,123,Routt,On-Air,,Colorado Connection,,yes,,,,,,,,,,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,129.9,NW,yes,08,9770,40.485,-106.832,449.625,444.625,123,123,Routt,On-Air,Local Steamboat Area,"Colorado Connection Repeaters, Inc.",,yes,,,,,,Statewide Linked System,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",http://colcon.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,130.8,SSW,yes,08,14200,37.7531,-106.109,146.64,146.04,77,77,Rio Grande,On-Air,Low level local coverage,,,yes,,,,,,,,,,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,131.1,SSW,yes,08,16645,37.75,-106.115,447.1,442.1,77,,Saguache,On-Air,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,131.3,W,yes,08,35,39.4,-107.315,449.725,444.725,179.9,,Garfield,On-Air,Wide area.,Roaring Fork Amateur Repeater Cooperative (RFARC),CCARC,yes,,,,,,EchoLink.,,,,,,,,,,,3722,28434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,131.3,W,yes,08,259,39.4,-107.315,147.39,147.99,107.2,,Garfield,On-Air,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",Roaring Fork Amateur Repeater Cooperative,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,132.2,W,yes,08,131,39.5506,-107.324,147.3,147.9,107.2,,Garfield,Off-Air,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",Roaring Fork Amateur Repeater Cooperative,CCARC,yes,,Single beep courtesy tone when linked and none when unlinked.,,,,8,,,,,,,,,,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,132.3,W,yes,08,8181,39.5505,-107.325,224.02,222.42,,,Garfield,,,SCARC,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,132.3,W,yes,08,8192,39.5505,-107.325,447.6,442.6,,,Garfield,,40,Ski Country ARC (SCARC),CCARC,yes,,Link Hub for 146.880.,,,,50,,,,,,,,,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,132.3,W,yes,08,13637,39.5505,-107.325,449.85,444.85,131.8,131.8,Garfield,On-Air,Glenwood Springs,,CCARC,yes,Grand Mesa Repeater Assoc,RACES net Wed 1930 Hrs Local,,,,e-power  Linked to GMRA Open System,Colorado State RACES  Wed 1930 local,http://GMRA.org,,,,,,,Full-time to the  GMRA Open System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,133,NNW,yes,56,15436,41.0972,-105.977,147.015,147.615,146.2,,Albany,On-Air,Albany County,"Albany County ARES/RACES, University Amateur Radio",,yes,,,,,,,,http://www.uwyo.edu/uarc/,,,,,,,,82070,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,134.4,NNW,yes,56,60,41.2666,-105.433,447.225,442.225,,,Albany,On-Air,Wide area.,Laramie County EM,WRCG,yes,Wyoming DMR Project,,yes,11,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,134.8,W,yes,08,129,39.4264,-107.38,146.85,146.25,88.5,123,Garfield,On-Air,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",Colorado Connection,CCARC,yes,,Part of the Colorado Connection System of Repeaters,,,,70,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,134.8,W,yes,08,130,39.4264,-107.38,146.88,146.28,107.2,,Garfield,On-Air,,Ski Country ARC,CCARC,yes,,,,,,,,,,,,,,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,134.8,W,yes,08,132,39.4264,-107.38,447.1,442.1,107.2,,Garfield,On-Air,,Ski Country ARC,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,134.8,W,yes,08,255,39.4264,-107.38,449.6,444.6,107.2,,Garfield,On-Air,Wide area.,,CCARC,yes,,,,,,e-power Linked to GMRA open system,,http://www.gmra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,137.5,NNW,yes,56,4,41.3098,-105.455,53.03,52.03,,,Albany,Off-Air,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,K7UWR,,yes,,,,,,8,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,139.5,NNW,yes,56,9,41.3114,-105.591,146.82,146.22,114.8,,Albany,On-Air,Wide area.,Shy-Wy Amateur Radio Club,WRCG,yes,,,,,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,139.6,NNW,yes,56,76,41.3148,-105.582,146.61,146.01,,,Albany,On-Air,Laramie Valley  30 mi radius.,University ARC,WRCG,yes,,,,,,,,http://www.uwyo.edu/uarc,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,140.7,S,yes,08,13485,37.3407,-105.024,449.75,444.75,100,100,Las Animas,On-Air,,N0ZSN,CCARC,yes,The Fun Machine,,,,,,,The Fun Machine,,,,,,,Full-time to the  The Fun Machine System .,363976,7301,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,146.9,NNE,yes,56,28,41.4178,-104.098,147.165,147.765,114.8,,Laramie,On-Air,,Shy-Wy Amateur Radio Club,WRCG,yes,,,,,,E-power.,,,,,,,,,"Full-time to  
        147.10500 (KC7SNO) at Cheyenne, North Park, WY .
 


Full-time to  
        146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,KC0HH,Lamar,CO,OPEN,EI,149.6,SE,yes,08,3794,38.0872,-102.621,146.61,146.01,123,123,Prowers,On-Air,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,Lamar Amateur Radio Club,CCARC,yes,,,,,,,,,,,,,,,"Full-time to  
        449.50000 (KC0HH) at Lamar, CO .",37784,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
