Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,County,Op Status,Sponsor,Affiliate,Web links,Coordination,Last update,Downlink Tone,Coverage,Links,Notes,Nets,Talkgroups,Rocky Mountain Wide,Northern Colorado Regional,Features,On-air,Central Regional,Grid,EchoLink,IRLP,Commands,AllStar,YSF Digital Enabled,DG-ID,WIRES-X,D-STAR Enabled,Node,Sources,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Feed,Local Network,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Talkgroup Network,Worldwide English,North America,Colorado,Bandwidth,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,English,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Southern Colorado,Devilshead Local,TAC 311,Colorado Chat,Eastern Colorado,Wyoming,WyLOCAL,Location Photo,REACT,CO-Park County
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,,180.59,SW,,08,245,38.04109955,-105.18499756,224.32,222.72,88.5,,,,,,Custer,Off-Air,Pueblo Ham Club,,PHC repeaters,CCARC,2016-07-14,,,,,,,,,11,,,DM78JA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,W0PHC,Pueblo,CO,OPEN,,,180.59,SW,,08,197,38.04109955,-105.18499756,447.175,442.175,88.5,,,,,,Pueblo,Off-Air,Pueblo Amateur Radio Club,,http://www.puebloradio.org/,CCARC,2019-12-10,,Wide area: Southeast Colorado.,,,,,,,11,,,DM78JA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,,KD0AN,Edison,NE,OPEN,E,,181.53,ESE,ON - IDLE,31,12982,40.2771,-99.7767,146.745,146.145,,,,,,,Furnas,On-Air,,,,WB0CMC,2017-01-15,,,,,,,,,,,,,882742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.62,0,100,W0FLO,Chadron,NE,OPEN,I,,184.58,N,,31,11357,42.82649994,-102.98999786,145.62,145.62,100,,,,,,Dawes,On-Air,Pine Ridge Amateur Radio Club - Ron Cashon -- 308 432-3322,,,,2020-01-19,100,"Chadron, Gordon, Alliance, Crawford, Pine Ridge.",,IRLP status down,,,,,Voice ID,,,DN82MT,,3936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.3,0,CSQ,,Chadron,NE,OPEN,,,184.75,N,,31,17082,42.82939911,-103,446.3,446.3,CSQ,,,,,,Dawes,On-Air,,,,,2018-07-06,,,,Simplex link for the 147.360 in Chadron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,,184.77,SW,,08,7189,38.1347,-105.465,147.06,147.66,77,,,,,,Custer,On-Air,http://www.qsl.net/rghc,,,CCARC,2019-08-16,77,,,,,,,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,,184.77,SW,,08,248,38.1347,-105.465,448.15,443.15,103.5,,,,,,Custer,On-Air,Royal George ARC,,http://www.qsl.net/rghc,CCARC,2017-03-11,103.5,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,,184.77,SW,,08,7192,38.1347,-105.465,927.775,902.775,D116,,,,,,Custer,On-Air,Royal Gorge Amateur Radio Club,,,CCARC,2012-06-14,D116,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,,184.8,SW,,08,15584,38.1347,-105.466,448.325,443.325,100,,,,,,Custer,On-Air,,The Fun Machine,,,2017-01-06,100,,Full-time to the The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,,184.8,SW,,08,8218,38.1347,-105.466,919.1,894.1,88.5,,,,,,Pueblo,Off-Air,Pueblo HC,,,CCARC,2016-07-14,CSQ,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,156.7,N0OMC,Lakin,KS,OPEN,,,185.95,SE,,20,3967,37.93579865,-101.26399994,146.985,146.385,156.7,,,,,,Kearney,On-Air,N0OMC,,,Kansas Repeater Council,2018-09-16,156.7,"Kearny, Finney and Scott Counties",,Linked full time to the Garden City 146.910 and Scott City 146.700 repeaters,,,,,E-power,,,DM97IW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,S,186.44,SW,,08,9844,38.5347,-105.999,446.975,441.975,,,,,,,Chaffee,On-Air,Crestone Amateur Radio Emergency Services,Crestone Amateur Radio Emergency Services,KD0QPG,CCARC,2013-07-06,,,,,,,,,,,,,,,,,,,,yes,KD0QPG (B) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,D,186.44,SW,,08,12697,38.53469849,-105.99900055,446.8125,441.8125,,yes,7,310825,RMHR c Record retrieved from radioid.net,,Chaffee,On-Air,RMHAM,,,,2019-11-27,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
146.85,-0.6,123,N0VL,Lexington,NE,OPEN,,,187.45,E,,31,12983,40.78070068,-99.74210358,146.85,146.25,123,,,,,,Dawson,On-Air,,,,WB0CMC,2016-07-20,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,,188.13,WSW,,08,184,38.7129,-106.2,146.745,146.145,100,,,,,,Chaffee,On-Air,CLARA,,,CCARC,2019-07-21,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.5,5,141.3,K0ECT,"Garden City, Tennis",KS,OPEN,I,,189.04,SE,,20,4046,38.164,-100.801,442.5,447.5,141.3,,,,,,Finney,On-Air,SKECT,,http://skect.org/default.aspx,Kansas Repeater Council,2018-07-12,141.3,,Full-time to the SKECT System .,,,,,,E-power.,,,,,3885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.7,5,162.2,N0NM,"Hill City, K-Link",KS,OPEN,A,,190,SE,,20,11236,39.26570129,-99.83360291,443.7,448.7,162.2,,,,,,Graham,On-Air,"N0NM, N0KOM",Western Kansas Inter-Tie K-Link Repeater Network,K-Link Repeater Network,Kansas Repeater Council,2019-05-06,,Click for coverage map. 45 mi radius.,Linkable to the K-Link System . Linkable to the Western Kansas Intertie System .,Use PL 131.8 for WesKan Intertie Use PL 162.2 for K-Link,,,,,E-power.,,,EM09BG,,,,46425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,,190.18,SW,,08,204,38.4596,-106.011,147.285,147.885,88.5,,,,,,Chaffee,On-Air,Colorado Connection,,,CCARC,2016-05-23,123,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",Full-time to the Colorado Connection System .,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES Net: Sun at 20:00.,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,190.18,SW,,08,203,38.4596,-106.011,145.295,144.695,107.2,,,,,,Chaffee,On-Air,Cheyenne Mtn Repeater Group,,CMRG Repeaters,CCARC,2019-08-15,,Wide area.,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,CSQ,N0UVP,Gordon,NE,OPEN,,,190.18,NNE,,31,19,42.80690002,-102.20400238,146.67,146.07,CSQ,,,,,,Sheridan,Off-Air,SHARC,,,,2012-01-10,,,,"Working on the transmitter, hope to be back on the air soon.",,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8625,-25.8,,WA6IFI,"Salida, Methodist Mountain",CO,OPEN,,,190.7,SW,,08,18425,38.44670105,-106.01000214,927.8625,902.025,,,,,,,Chaffee,On-Air,CMRG,,,CCARC,2020-01-01,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",Full-time to the The 900 P25 Network System .,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,,190.76,SW,ON - IDLE,08,13510,38.4463,-106.011,449.975,444.975,100,,,,,,Chaffee,On-Air,,,K0JSC.COM,CCARC,2017-03-11,100,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,Full-time to the The Fun Machine System .,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,,,,2,,,DM68xk,363976,7301,,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,190.77,SW,,08,205,38.4528,-106.018,449.65,444.65,107.2,,,,,,Chaffee,On-Air,,,CMRG Repeaters,CCARC,2018-01-15,,Wide area.,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,,190.77,SW,,08,3811,38.4528,-106.018,449.925,444.925,103.5,,,,,,Chaffee,On-Air,,Colorado ARES,,CCARC,2013-07-05,103.5,"Upper Arkansas and Platte Rivers, and the SLV",,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,,,,E-power (Bat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,CC 88.5,W0PHC,"Walsenburg, Badito Cone",CO,OPEN,,D,191.49,SSW,,08,18345,37.77199936,-105.02200317,447.6,442.6,88.5,yes,,,c Record retrieved from radioid.net,,Huerfano,Off-Air,Pueblo Amateur Radio Club,,http://www.puebloradio.org/,CCARC,2019-12-12,88.5,,,Repeater off line due to road closure for the winter. (note entered 12/2019),,,,,,,,DM77LS,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,,191.85,W,,08,237,40.485,-106.831,147.21,147.81,107.2,,,,,,Routt,On-Air,SSARC,,,CCARC,2014-09-27,107.2,,,,,,,,"Linked, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,,191.9,W,,08,15579,40.48500061,-106.83200073,147.165,147.765,88.5,,,,,,Routt,On-Air,Colorado Connection,,,,2017-01-06,123,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,,191.9,W,,08,9770,40.48500061,-106.83200073,449.625,444.625,123,,,,,,Routt,On-Air,"Colorado Connection Repeaters, Inc.",,http://colcon.org,,2019-05-11,123,Local Steamboat Area,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net: Thu at 20:00 (All welcome). Statewide ARES Net: Sundays at 20:00.,,,,Statewide Linked System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,,192.9,S,,08,8174,37.4083,-102.614,147.09,147.69,118.8,,,,,,Baca,,BCDEARC,,,CCARC,2012-11-12,118.8,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,,192.9,S,Node Offline,08,6093,37.40829849,-102.61399841,147.33,147.93,118.8,,,,,,Baca,Off-Air,Baca County Amateur Emergency Management,,KZ0DEM Repeaters,CCARC,2018-03-12,118.8,,,,,,,,,,,,97142,7142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,,192.9,S,Node Offline,08,4588,37.4083,-102.614,449.2,444.2,118.8,,,,,,Baca,On-Air,Baca County Div of Emerg Mgt Communications,,,,2011-08-21,118.8,provides coverage to central Baca County,,,,,,,,,,,97142,7142,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett, Tator Butte",CO,OPEN,,,193.76,S,,08,3792,37.36999893,-102.85900116,146.64,146.04,100,,,,,,Las Animas,Off-Air,,,KZ0DEM Repeaters,CCARC,2015-12-12,100,Wide area: West BACA and East Las Animas counties.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.475,5,CC,N0KOM,"Logan, KS-DMR",KS,OPEN,,D,195.77,ESE,,20,10023,39.66400146,-99.57700348,444.475,449.475,,yes,1,310597,KS-DMR c Record retrieved from radioid.net,,Phillips,On-Air,,,KS-DMR Network,Kansas Repeater Council,2020-03-07,,35,Full-time to the KS-DMR (3120) System .,,,,,,,,,EM09FP,,,,,,,,,,,,,,,,K0USY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,123,K0PCA,Loomis,NE,OPEN,,,196.51,ESE,,31,38,40.47829819,-99.50700378,146.895,146.295,123,,,,,,Phelps,On-Air,Region 15 ARES/RACES,,,WB0CMC,2017-05-21,123,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,141.3,WA0OQA,Garden City,KS,OPEN,A,,196.57,SE,,20,3959,37.9717,-100.873,146.91,146.31,141.3,,,,,,Finney,On-Air,Sand Hills ARC,,,Kansas Repeater Council,2018-09-16,141.3,"Finney, Scott and Kearney counties.","Full-time to 146.70000 (WA0OQA) at Scott City, KS .",Linked full time to Scott City 146.700 and Lakin 146.985 repeaters.,Tue at 20:30.,,,,E-power.,,,,,,,48588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,KZ0DEM,Vilas,CO,OPEN,,D,196.87,SSE,,08,17522,37.37469864,-102.4469986,446.7625,441.7625,,yes,7,310841,RMHAM c Record retrieved from radioid.net,,Baca,,Southeast Colorado REACT,,http://www.secahr.com/southeast-colorado-react.html,,2019-11-27,,Baca County,,TS1​ 310815 - Fun Machine Link - Static,,"Open Talkgroup View Assignment TS TG Access Local/Cluster 2 2 Full-Time Central Regional 2 720 Full-Time Colorado 2 3108 Full-Time REACT 2 3740 Full-Time CO-Park County 2 31081 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,Unknown,2,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,2
147.33,0.6,103.5,KG7OMT,"Lusk, 77 Hill",WY,OPEN,,,199.51,NNW,,56,16404,42.84999847,-104.61699677,147.33,147.93,103.5,,,,,,Niobrara,On-Air,,,,,2019-07-16,,,,"North of Manville, Wyoming has a good line of sight for miles.",,,,,,,,DN72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
