Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Features,Web links,Coordination,Last update,Downlink Tone,Grid,Sponsor,Affiliate,Links,AllStar,Coverage,Notes,IRLP,Nets,On-air,DMR Enabled,Color Code,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,EchoLink,Commands,D-STAR Enabled,Node,Sources,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Central Regional,Northern Colorado Regional,Location Photo,Feed,Bandwidth,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,TAC 311,Colorado,Colorado Chat,Devilshead Local,Mixed-Mode,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Local Network,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local/Cluster,N. Colorado,Worldwide English,Mountain Reg USA
147.22,0.6,67,NM5ML,"Gallup, Deza Bluffs",NM,OPEN,,,167.5,SSW,,35,89,35.9031,-108.772,147.22,147.82,67,McKinley,On-Air,"Closed autopatch, e-power.",,NMFCC,2017-12-23,,,New Mexico Mega Link Assoc,,Full-time to the  Mega-Link System .,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,K5YEJ,"San Luis, Cabezon",NM,OPEN,,,168.4,S,,35,16603,35.5993,-107.096,443,448,100,Sandoval,On-Air,,,NMFCC,2017-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,,168.9,SE,,35,16113,36.51,-104.91,145.21,144.61,110.9,Colfax,On-Air,,,NMFCC,2018-03-12,110.9,,"Gary Reynolds N5GDR, Dale Finley KB5NFT",,,46298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,CC1,N0KEG,Centennial,CO,OPEN,,DS,169.4,NE,,08,17676,39.5807,-104.877,147.315,147.915,,Arapahoe,,,https://www.parkerradio.org,,2019-03-21,,,N0KEG,Parker Radio Association,,,"Southeast metro Denver area. Parker, Centennial, SE Aurora, Elizabeth, Franktown, Castle Rock.",,,Monday 8pm. Colorado Link Digital Net. Repeater is used in DSTAR mode for this net.,Unknown,yes,1,,,,,,,yes,N0KEG (C) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,S,170.7,NE,,08,11473,39.3935,-104.675,446.85,441.85,,Douglas,On-Air,D-Star B module,http://parkerradio.org,CCARC,2018-03-18,,,Parker Radio Association,,,,,,,,,,,,,,,,,yes,K0PRA (B) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,S,171.4,SE,,35,6805,36.9925,-104.474,446.775,441.775,,Colfax,On-Air,,http://www.cmrg.org/,NMFCC,2017-07-22,,,Cheyenne Mountain Repeater Group,,,,,,,,,,,,,,,,,yes,KD0RDI (B) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC1,K0PRA,Parker,CO,OPEN,,D,171.5,NE,,08,17292,39.4491,-104.703,445.075,440.075,,Douglas,On-Air,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,http://www.parkerradio.org,CCARC,2018-09-10,,,Parker Radio Association,,,,,Mixed Mode,,Mondays 20:30 MST,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,,171.6,N,,08,15579,40.485,-106.832,147.165,147.765,88.5,Routt,On-Air,,,,2017-01-06,123,,Colorado Connection,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,,171.6,N,,08,9770,40.485,-106.832,449.625,444.625,123,Routt,On-Air,Statewide Linked System,http://colcon.org,,2019-05-11,123,,"Colorado Connection Repeaters, Inc.",,,,Local Steamboat Area,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome). 
Statewide ARES Net: Sundays at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,,171.6,N,,08,237,40.485,-106.831,147.21,147.81,107.2,Routt,On-Air,"Linked, WX.",,CCARC,2014-09-27,107.2,,SSARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,,171.6,SE,,08,239,36.9974,-104.467,145.43,144.83,107.2,Las Animas,On-Air,,CMRG Repeaters,CCARC,2017-10-24,,,Cheyenne Mountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.05,-5,CC1,N0KEG,Parker,CO,OPEN,,D,171.8,NE,,08,17696,39.5186,-104.761,448.05,443.05,,Douglas,,,,,2019-03-20,,,,,,,,,,,Unknown,yes,1,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brandmeister,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,,172,NE,,08,274,39.558,-104.794,448.7,443.7,146.2,Douglas,On-Air,,,,2018-09-07,,,,,,,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,,172.1,NE,,08,8196,39.7376,-104.985,447.925,442.925,100,Denver,On-Air,,,CCARC,2014-07-03,100,,RADOPS El Jebel Shriners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,,172.1,NE,,08,8195,39.7376,-104.985,447.9,442.9,CSQ,Denver,Off-Air,,,CCARC,2017-03-11,,,WB0TPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,S,172.1,NE,,08,8212,39.7376,-104.985,449.65,444.65,,Denver,On-Air,,,CCARC,2012-11-16,,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,S,172.1,NE,,08,8213,39.7376,-104.985,449.675,444.675,,Denver,On-Air,,,CCARC,2012-11-16,,,Colorado Amateur Repeater Network (CARN),,,,,,7708,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,,172.2,N,,08,15577,40.5152,-107.546,146.97,146.37,88.5,Moffat,On-Air,,,CCARC,2017-01-06,123,,Northwest Colorado Amateur Radio Association,Colorado Connection,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,,172.2,NE,,08,75,39.7392,-104.984,145.475,144.875,100,Jefferson,On-Air,E-power.,Intermountain Repeater Group,CCARC,2015-05-22,,,Intermountain Repeater Group,,,,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,,172.2,NE,,08,79,39.7392,-104.984,146.715,146.115,123,Denver,On-Air,E-power.,,CCARC,2017-04-09,123,,EARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,,172.2,NE,,08,91,39.7392,-104.984,448.075,443.075,123,Denver,On-Air,,,CCARC,2017-03-11,,,W0IG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,,172.2,NE,,08,93,39.7392,-104.984,448.55,443.55,82.5,Denver,Off-Air,E-power.,,CCARC,2017-03-11,,,HPRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,,172.2,N,,08,3740,40.5152,-107.546,145.265,144.665,107.2,Moffat,,E-power.,,CCARC,2012-11-12,,,NW Colorado ARC,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,,172.9,NE,ON        - IDLE,08,12216,39.7552,-104.987,447.175,442.175,100,Denver,On-Air,,,CCARC,2015-05-15,100,,W0JRL,,,29997,,,,,,,,,,,,201712,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,,173.4,NE,,08,14,39.9775,-105.279,146.7,146.1,100,Boulder,On-Air,6,BARC Repeaters,CCARC,2013-03-17,,,Boulder Co ARC,,,,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,,173.5,NE,,08,13,39.9783,-105.275,146.61,146.01,100,Boulder,Off-Air,,,CCARC,2017-05-02,,,Boulder Amateur Radio Club,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,,173.5,NE,,08,10,39.978,-105.275,448.9,443.9,100,Boulder,On-Air,6,,CCARC,2013-03-17,,,Boulder ARC,,,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,,173.7,NE,,08,13368,40.0633,-105.41,146.91,147.51,123,Boulder,On-Air,,http://goldhilltown.com/,,2017-04-09,127.3,,,"Town of Gold Hill, Colorado",,,"East of Gold Hill, The Indian Peaks, Denver, Boulder",There is a MOU With BCARES for repeater use.,,"Summer Tue at 19:30P, Winter 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,,174.8,NE,Node Offline,08,8208,39.8367,-105.037,449.3,444.3,100,Adams,On-Air,,,CCARC,2017-04-24,,,N1UPS,,,,,,3699,,,,,,,,,43699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,S,175.6,NE,,08,8186,40.015,-105.271,446.8625,441.8625,,Boulder,On-Air,,,CCARC,2017-03-11,,,Boulder County ARES,,,,,,,,,,,,,,,,,yes,KC0DS (B),"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,D,175.6,NE,,08,8185,40.015,-105.271,446.8,441.8,,Boulder,On-Air,,Rocky Mountain Ham Radio,CCARC,2017-03-11,,,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio,Full-time to the  Colorado TRBO System .,,Wide area.,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,S,175.6,NE,,08,8221,40.015,-105.271,1299.5,1279.5,,Boulder,On-Air,E-power.,,CCARC,2012-11-12,,,Boulder County ARES,,,,,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,,175.7,NE,,08,21,40.015,-105.27,449.4,444.4,91.5,Boulder,Off-Air,2,http://www.ked-wireless.com/products1.htm,CCARC,2013-01-08,,,BARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,,175.7,NE,ON        - IDLE,08,11,40.015,-105.27,449.55,444.55,100,Boulder,On-Air,8,,CCARC,2017-03-11,,,Rocky Mtn VHF Soc,,"Full-time to  
224.02000 (W0IA) at Boulder, Lee Hill, CO .",,Denver metro area.,,,,,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,,175.9,SE,,35,136,36.9033,-104.439,147.28,147.88,100,Colfax,On-Air,8,,NMFCC,2018-01-07,,,,,Full-time to the  Mega-Link System .,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,176,NE,,08,8992,40.0722,-105.354,445.05,440.05,,Boulder,On-Air,BrandMeister Network,,CCARC,2018-10-17,,,Rocky Mountain Ham Radio,,,,Wide area,,,,,yes,1,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,176,NE,,08,5219,40.0722,-105.354,446.9875,441.9875,,Boulder,On-Air,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,,,2016-12-31,,,Rocky Mountain Ham Radio,,"Full-time to  
446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 
Full-time to the  Colorado TRBO System .",,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,,176,NE,,08,19,40.0722,-105.354,447.75,442.75,141.3,Boulder,On-Air,,,CCARC,2018-04-24,141.3,,Rocky Mountain Ham Radio,,,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,,176,NE,ON        - IDLE,08,8,40.0722,-105.354,145.46,144.86,107.2,Boulder,On-Air,"Closed autopatch, e-power.",,CCARC,2017-11-13,107.2,,Colorado Repeater Association (CRA),CRA VHF Link System,"Full-time to  
145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 
Full-time to  
147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,Boulder/Denver Metro,,3990,,,,,,,,,347086,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,,176,NE,,08,20,40.0722,-105.354,447.975,442.975,107.2,Boulder,On-Air,Closed autopatch.,,CCARC,2016-09-08,107.2,,Colorado Repeater Association (CRA),,,,Wide area: Boulder/Longmont area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,,176,NE,ON        - IDLE,08,18,40.0722,-105.354,224.02,222.42,,Boulder,On-Air,8,RMVHS repeaters,CCARC,2017-03-11,,,Rocky Mtn VHF Soc,,"Full-time to  
449.55000 (W0IA) at Boulder, CO .",,Denver metro area.,,,,,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,,176.3,NE,,08,5,39.6073,-104.741,145.4,144.8,100,Arapahoe,On-Air,"Autopatch, e-power.",,CCARC,2019-03-09,,,Castle Rock Repeater Group,,"Full-time to  
448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,Greater Denver area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,,176.4,NE,ON        - IDLE,08,8741,39.628,-104.758,145.19,144.59,151.4,Arapahoe,On-Air,Autopatch (please contact trustee).,,,2018-02-01,131.8,,N0OBA,,,,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.","Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,,176.7,SSE,,35,155,35.785,-105.781,442.825,447.825,131.8,Santa Fe,On-Air,Autopatch.,,NMFCC,2017-07-22,,,Santa Fe ARC,,"Full-time to  
146.82000 (W5SF) at Santa Fe, Tesuque Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,,176.7,SSE,,35,15631,35.7853,-105.782,147.02,147.62,141.3,Santa Fe,On-Air,,,NMFCC,2017-01-24,,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe, Tesuque Peak",NM,OPEN,,,176.7,SSE,,35,153,35.785,-105.781,146.82,146.22,162.2,Santa Fe,On-Air,"Autopatch, e-power.",SFARC Repeaters,NMFCC,2017-07-22,,,Santa Fe ARC,,"Full-time to  
442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,,177.2,NE,,08,10603,39.6197,-104.731,449.425,444.425,D023,Arapahoe,Off-Air,,,,2017-05-28,D023,,K0PWO,,,29791,,Colorado SNP (Shared non-protected pair),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,,177.2,NE,,08,26,39.9206,-105.086,448.925,443.925,131.8,Boulder,On-Air,,,CCARC,2012-11-10,,,W0LMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,,177.2,NE,,08,266,39.9206,-105.086,449.825,444.825,103.5,Boulder,On-Air,6,Repeater,CCARC,2012-11-16,,,Rocky Mountain Radio League,,,,Along the foothills and into Boulder where the 94 repeater is shadowed.,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,S,177.3,NE,,08,8207,39.6967,-104.81,449.15,444.15,,Arapahoe,On-Air,,,CCARC,2012-11-12,,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,,177.8,NE,,08,8202,39.7294,-104.832,448.4,443.4,94.8,Arapahoe,On-Air,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,,177.8,NE,,08,8199,39.7294,-104.832,448.275,443.275,156.7,Arapahoe,On-Air,,,CCARC,2013-01-05,,,W0BG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,Y,177.8,NE,,08,16032,39.7294,-104.832,448.825,443.825,,Arapahoe,On-Air,,,,2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,30584,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,,177.9,NE,,08,92,39.7294,-104.831,448.5,443.5,100,Denver,On-Air,E-power.,,CCARC,2017-03-11,,,Castle Rock Repeater Group,,"Full-time to  
145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,Greater Denver area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,,178.1,NNE,,08,15670,40.1727,-105.468,147.03,147.63,100,Boulder,On-Air,,,CCARC,2017-01-20,,,KI0HG,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,S,178.2,NE,,08,8171,40.0372,-105.23,145.3875,144.7875,,Boulder,On-Air,E-power.,http://bouldercountyares.org/technical/d-star,CCARC,2012-11-12,,,Boulder County ARES,,,,20,,,,,,,,,,,,,yes,KC0DS (C),"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,S,178.2,NE,,08,8220,40.0372,-105.23,1283.8625,1263.8625,,Boulder,On-Air,E-power.,,CCARC,2013-12-21,,,Boulder County ARES,,,,20,,,,,,,,,,,,,yes,KC0DS (A) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,,178.8,NE,Node Offline,08,15,40.0571,-105.243,146.73,146.13,91.5,Boulder,Off-Air,12,http://www.ked-wireless.com/products1.htm,CCARC,2017-05-02,91.5,DN70jb,BARC,,,,Local,,,,,,,,,,,115482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,,Santa Fe,NM,OPEN,,,178.9,SSE,,35,17323,35.687,-105.938,145.19,144.59,162.2,Bernalillo,On-Air,,,,2018-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,S,178.9,SSE,,35,13769,35.687,-105.938,145.21,144.61,,Santa Fe,On-Air,,,,2015-11-08,,,W5SF,Santa Fe Amateur Radio Club,,,Local Santa Fe,Soon to move to a better location.,,,,,,,,,,,,yes,W5SF (C) Gateway Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,S,178.9,SSE,,35,13768,35.687,-105.938,444.575,449.575,,Santa Fe,On-Air,,,,2015-11-08,,,W5SF,Santa Fe Amateur Radio CLub,,,Local Santa Fe,Soon to move to a better location,,,,,,,,,,,,yes,W5SF (B) Gateway Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,,179.1,NE,,08,185,39.8856,-104.987,147.045,147.645,123,Adams,On-Air,E-power.,,CCARC,2017-04-10,CSQ,,Northglenn RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,,179.9,SSE,,35,10216,35.651,-105.992,449.275,444.275,146.2,Santa Fe,On-Air,,,,2017-07-25,,,Fred Homuth,,,,,,3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,,180.3,SSE,,35,13566,35.648,-105.985,447.775,442.775,100,Santa Fe,On-Air,,,,2017-02-14,,,,,,,Santa Fe,,7326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,162.2,W5SF,"Santa Fe, St Vincent Hospital",NM,OPEN,,,180.5,SSE,,35,154,35.6593,-105.945,147.2,147.8,162.2,Santa Fe,On-Air,E-power. Full time link to Tesuque Peak.,SFARC Repeaters,NMFCC,2018-09-01,,,Santa Fe ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,,180.9,NE,,08,14732,39.5391,-104.569,927.8375,902.025,,Douglas,On-Air,,,CCARC,2018-02-21,,,,,,,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,"Offset is -25.8125
In Nac 294 Out Nac 293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,294,yes,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,,181.2,NW,,49,13408,40.1069,-109.378,449.9,444.9,136.5,Uintah,,,,,2015-07-04,,,Borderline Amateur Radio Club,,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,7705,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
