Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update,Op Status,Features,Downlink Tone,Coverage,Links,Web links,Affiliate,IRLP,Notes,Nets,Grid,EchoLink,AllStar,P-25 Digital Enabled,NAC,Default Reflector,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Talkgroup Network,Central Regional,Northern Colorado Regional,Commands,Location Photo,Feed,Bandwidth,Eastern Colorado,Devilshead Local,YSF Digital Enabled,DG-ID,TAC 310,TAC 311,Colorado,Colorado Chat,Mixed-Mode,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Worldwide,North America,English,Europe,DCI Bridge,Southwest USA,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local/Cluster,N. Colorado,Worldwide English,Mountain Reg USA
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,,134.04,E,,08,274,39.55799866,-104.79399872,448.7,443.7,146.2,Douglas,,,,2018-09-07,On-Air,,,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,,134.09,N,,08,15579,40.48500061,-106.83200073,147.165,147.765,88.5,Routt,,Colorado Connection,,2017-01-06,On-Air,,123,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,,134.09,N,,08,9770,40.48500061,-106.83200073,449.625,444.625,123,Routt,,"Colorado Connection Repeaters, Inc.",,2019-05-11,On-Air,Statewide Linked System,123,Local Steamboat Area,,http://colcon.org,,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net: Thu at 20:00 (All welcome). Statewide ARES Net: Sundays at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,,134.09,N,,08,237,40.485,-106.831,147.21,147.81,107.2,Routt,,SSARC,CCARC,2014-09-27,On-Air,"Linked, WX.",107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9,-5,,K0PRA,Parker,CO,OPEN,W,Y,134.19,E,,08,18248,39.51860046,-104.76100159,446.9,441.9,,Arapahoe,,Parker Radio Association,,2019-11-03,On-Air,Linked to the Colorado Mega digital system,,Small coverage area in Parker,,https://www.parkerradio.org,,,,Monday nights 8pm mountain,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,40895,,,,,,,,,,
448.05,-5,CC,N0KEG,Parker,CO,OPEN,,D,134.19,E,,08,17696,39.51860046,-104.76100159,448.05,443.05,,Douglas,Unknown,,,2019-11-27,,,,,,,,,,,,,,,,,,,,yes,1,310374,Brandmeister c Record retrieved from radioid.net,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brandmeister,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,S,134.31,E,,08,11473,39.39350128,-104.67500305,446.85,441.85,,Douglas,,Parker Radio Association,CCARC,2018-03-18,On-Air,D-Star B module,,,,http://parkerradio.org,,,,,DM79PJ,,,,,,yes,K0PRA (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,S,134.65,NE,,08,8186,40.01499939,-105.27100372,446.8625,441.8625,,Boulder,,Boulder County ARES,CCARC,2017-03-11,On-Air,,,,,,,,,,,,,,,,yes,KC0DS (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,D,134.65,NE,,08,8185,40.01499939,-105.27100372,446.8,441.8,,Boulder,,Rocky Mountain Ham Radio,CCARC,2019-11-27,On-Air,,,Wide area.,Full-time to the Colorado TRBO System .,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,,,,,,,,,,yes,7,310800,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,S,134.65,NE,,08,8221,40.01499939,-105.27100372,1299.5,1279.5,,Boulder,,Boulder County ARES,CCARC,2012-11-12,On-Air,E-power.,,,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,K0PRA,Parker,CO,OPEN,,D,134.66,E,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17292,39.44910049,-104.70300293,445.075,440.075,,Douglas,,Parker Radio Association,CCARC,2019-11-27,On-Air,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,,,http://www.parkerradio.org,,,Mixed Mode,Mondays 20:30 MST,,,,,,,,,,yes,1,310844,None c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,,134.68,NE,,08,21,40.01499939,-105.26999664,449.4,444.4,91.5,Boulder,,BARC,CCARC,2013-01-08,Off-Air,2,,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,,134.68,NE,ON - IDLE,08,11,40.01499939,-105.26999664,449.55,444.55,100,Boulder,,Rocky Mtn VHF Soc,CCARC,2017-03-11,On-Air,8,,Denver metro area.,"Full-time to 224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,134.82,NE,,08,8992,40.07220078,-105.35399628,445.05,440.05,,Boulder,,Rocky Mountain Ham Radio,CCARC,2019-11-27,On-Air,BrandMeister Network,,Wide area,,,,,,,,,,,,,,,,yes,1,310852,RMHR c Record retrieved from radioid.net,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,
446.9875,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,134.82,NE,,08,5219,40.07220078,-105.35399628,446.9875,441.9875,,Boulder,,Rocky Mountain Ham Radio,,2019-11-27,On-Air,Linked on Time Slot 2 to Almagre Mtn (446.950).,,,"Full-time to 446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO . Full-time to the Colorado TRBO System .",,,,,,,,,,,,,,,yes,7,310813,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,,134.82,NE,,08,19,40.07220078,-105.35399628,447.75,442.75,141.3,Boulder,,Rocky Mountain Ham Radio,CCARC,2018-04-24,On-Air,,141.3,,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,,134.82,NE,ON - IDLE,08,8208,39.83670044,-105.03700256,449.3,444.3,100,Adams,,N1UPS,CCARC,2017-04-24,On-Air,,,,,,,3699,,,,43699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,,134.82,NE,ON - IDLE,08,8,40.07220078,-105.35399628,145.46,144.86,107.2,Boulder,,Colorado Repeater Association (CRA),CCARC,2017-11-13,On-Air,"Closed autopatch, e-power.",107.2,Boulder/Denver Metro,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,CRA VHF Link System,3990,,,,347086,,,,,,,,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,,134.82,NE,,08,20,40.07220078,-105.35399628,447.975,442.975,107.2,Boulder,,Colorado Repeater Association (CRA),CCARC,2016-09-08,On-Air,Closed autopatch.,107.2,Wide area: Boulder/Longmont area.,,,,,,,DN70HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,,134.82,NE,ON - IDLE,08,18,40.07220078,-105.35399628,224.02,222.42,,Boulder,,Rocky Mtn VHF Soc,CCARC,2017-03-11,On-Air,8,,Denver metro area.,"Full-time to 449.55000 (W0IA) at Boulder, CO .",RMVHS repeaters,,,,,DN70HB,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,S,135.01,SSW,,35,16280,36.7823,-107.988,1291.1,1271.1,,San Juan,,San Juan County,NMFCC,2019-05-12,On-Air,DV only,,,,,,,,,,,,,,,yes,KF5VBE (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,S,135.1,SSW,,35,11428,36.7817,-107.99,145.115,144.515,,San Juan,,,,2018-01-29,On-Air,,,,,,,,,,,,,,,,yes,KF5VBE (C) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,,136.73,NE,,08,15670,40.1727,-105.468,147.03,147.63,100,Boulder,,KI0HG,CCARC,2017-01-20,On-Air,,,,,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,,136.76,SE,ON - IDLE,08,5369,38.0340004,-104.48899841,449.975,444.975,100,Pueblo,,K0JSC,CCARC,2017-03-11,On-Air,2,100,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass Repeater Coverage Map,"Linkable to 146.79000 (W0PHC) at Pueblo, Baculite Mesa, CO . Linkable to 146.88000 (W0PHC) at Pueblo, 12 Mile Hill, CO . Linkable to 145.49000 (WD0EKR) at Canon City, Fremont Peak, CO . Linkable to 145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.46000 (WB0WDF) at Cripple Creek, CO . Full-time to the The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",K0JSC dot Com,,7301,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,DM78SA18,363976,28368,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,,136.78,NE,,08,26,39.92060089,-105.08599854,448.925,443.925,131.8,Boulder,,W0LMA,CCARC,2019-06-19,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,,136.78,NE,,08,266,39.92060089,-105.08599854,449.825,444.825,103.5,Boulder,,Rocky Mountain Radio League,CCARC,2019-06-19,Off-Air,6,,Along the foothills and into Boulder where the 94 repeater is shadowed.,,Repeater,,,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,S,137.24,NE,,08,8171,40.03720093,-105.23000336,145.3875,144.7875,,Boulder,,Boulder County ARES,CCARC,2012-11-12,On-Air,E-power.,,20,,http://bouldercountyares.org/technical/d-star,,,,,,,,,,,yes,KC0DS (C),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,S,137.24,NE,,08,8220,40.03720093,-105.23000336,1283.8625,1263.8625,,Boulder,,Boulder County ARES,CCARC,2013-12-21,On-Air,E-power.,,20,,,,,,,DN70JA,,,,,,yes,KC0DS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,,137.81,NE,Node Offline,08,15,40.05709839,-105.24299622,146.73,146.13,91.5,Boulder,,BARC,CCARC,2017-05-02,Off-Air,12,91.5,Local,,http://www.ked-wireless.com/products1.htm,,,,,DN70jb,115482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,,138.19,E,ON - IDLE,08,8741,39.62799835,-104.75800323,145.19,144.59,151.4,Arapahoe,,N0OBA,,2018-02-01,On-Air,Autopatch (please contact trustee).,131.8,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",,,,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott","""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",DM79OP,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,,138.21,E,,08,5,39.6072998,-104.74099731,145.4,144.8,100,Arapahoe,,Castle Rock Repeater Group,CCARC,2019-03-09,On-Air,"Autopatch, e-power.",,Greater Denver area.,"Full-time to 448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,S,138.48,NE,,08,8207,39.69670105,-104.80999756,449.15,444.15,,Arapahoe,,Colorado Amateur Repeater Network (CARN),CCARC,2012-11-12,On-Air,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,,138.81,NE,,08,8202,39.72940063,-104.83200073,448.4,443.4,94.8,Arapahoe,,,CCARC,2012-11-12,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,,138.81,NE,,08,8199,39.72940063,-104.83200073,448.275,443.275,156.7,Arapahoe,,W0BG,CCARC,2013-01-05,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,Aurora,CO,OPEN,,,138.81,NE,,08,8743,39.72940063,-104.83200073,449.95,444.95,77,Arapahoe,,W9SL Owner,CCARC,2019-08-23,On-Air,,77,Primarily to the North along I-25 corridor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,Y,138.81,NE,,08,16032,39.72940063,-104.83200073,448.825,443.825,,Arapahoe,,,,2017-12-13,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,30584,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,,138.86,NE,,08,92,39.72940063,-104.83100128,448.5,443.5,100,Denver,,Castle Rock Repeater Group,CCARC,2017-03-11,On-Air,E-power.,,Greater Denver area.,"Full-time to 145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,,139.04,NE,,08,185,39.88560104,-104.98699951,147.045,147.645,123,Adams,,Northglenn RA,CCARC,2017-04-10,On-Air,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,S,139.31,SSW,,35,11429,36.65,-107.791,1292.3,1272.3,,San Juan,,San Juan County,NMFCC,2018-02-02,On-Air,,,,,,,,,,,,,,,,yes,KF5VBD (A) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,,139.39,SSW,,35,50,36.7111,-107.984,146.92,146.32,100,San Juan,,San Juan County OEM,NMFCC,2017-08-25,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,127.3,KB5ITS,Bloomfield,NM,OPEN,,,139.41,SSW,,35,16636,36.7111,-107.985,448.65,443.65,127.3,San Juan,,,NMFCC,2018-01-07,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,,140.05,NNW,,08,15577,40.51520157,-107.54599762,146.97,146.37,88.5,Moffat,,Northwest Colorado Amateur Radio Association,CCARC,2017-01-06,On-Air,,123,,Full-time to the Colorado Connection System .,,Colorado Connection,,,,DN60FM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,,140.05,NNW,,08,3740,40.5152,-107.546,145.265,144.665,107.2,Moffat,Unknown,NW Colorado ARC,CCARC,2012-11-12,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,,140.78,NE,,08,16,40.05559921,-105.15699768,146.76,146.16,100,Boulder,,Rocky Mtn VHF Soc,CCARC,2017-03-11,On-Air,5,,Wide area.,,,Boulder County ARES,,ARES primary repeater. Voting Receivers: RX Location Tone Pitch PL Gunbarrel single beep low 100.0 Lousville single beep low 100.0 Lyons double beep high followed by medium 100.0 Louisville #2 double beep high followed by low 100.0,,DN70KB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,,141.29,SSE,,35,15616,36.64699936,-105.96700287,145.175,144.575,141.3,Taos,,NMEMA ARC,NMFCC,2017-01-16,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,141.3,SSE,,35,174,36.64690018,-105.96700287,146.76,146.16,67,Taos,,Taos ARC,,2016-08-20,On-Air,11,,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,88.5,K7QEQ,Moab,UT,OPEN,,,141.79,W,,49,48,38.5739,-109.549,146.9,146.3,88.5,Grand,,Sinbad Desert ARC,UVHFS,2015-03-29,On-Air,"Closed autopatch, remote base, linked to Bald Mesa (146.760).",,Moab and immediate surroundings.,,http://sdarc.us/repeaters/moab.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,KB5ITS,"Bloomfield, Harris mesa",NM,OPEN,,,142.27,SSW,,35,49,36.61,-107.81,147.1,147.7,100,San Juan,,San Juan connection,NMFCC,2018-01-15,On-Air,,,,Full-time to the San Juan Connection System .,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,"Bloomfield, Harris Mesa",NM,OPEN,,,142.39,SSW,,35,51,36.6067,-107.805,147.28,147.88,67,San Juan,,,NMFCC,2018-01-07,On-Air,6,,Wide area.,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7375,-25.7,100,KI0HC,Parker,CO,OPEN,,,143.86,E,,08,14732,39.53910065,-104.56900024,927.7375,902.025,100,Douglas,,,CCARC,2020-01-01,On-Air,,100,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",Full-time to the The 900 P25 Network System .,,,,,,DM79RM,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,K5WXI,Farmington,NM,OPEN,,,144.15,SSW,,35,85,36.7281,-108.218,146.85,146.25,100,San Juan,,Totah ARC,NMFCC,,On-Air,Closed autopatch.,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,100,K5WY,Farmington,NM,OPEN,,,144.15,SSW,,35,87,36.7281,-108.218,449,444,100,San Juan,Unknown,K5WY,NMFCC,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.01,-1,131.8,KB5ITS,Farmington,NM,OPEN,,,144.15,SSW,,35,81,36.7281,-108.218,53.01,52.01,131.8,San Juan,,KB5ITS,NMFCC,2017-07-02,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KB5ITS,Farmington,NM,OPEN,,,144.15,SSW,,35,84,36.7281,-108.218,146.76,146.16,100,San Juan,,,NMFCC,2018-01-15,On-Air,"Closed autopatch, e-power.",100,,Full-time to the San Juan Connection System .,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KB5ITS,"Farmington, College Hill",NM,OPEN,,,144.15,SSW,,35,86,36.7281,-108.218,147,147.6,100,San Juan,,,NMFCC,2017-11-30,On-Air,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,,KF5VBF,Farmington,NM,OPEN,,S,144.18,SSW,,35,15650,36.7281,-108.219,444.15,449.15,,San Juan,,San Juan County,,2018-02-02,On-Air,DV only,,,,,,,,,,,,,,,yes,KF5VBF (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.325,5,CC,N5UBJ,Farmington,NM,OPEN,,D,144.18,SSW,2,35,12412,36.7281,-108.219,442.325,447.325,,San Juan,,,NMFCC,2018-01-19,On-Air,AZ-TRBONET,,,,http://www.aztrbonet.com/MinimalNetwatch,,,,,,,,,,,,,,yes,1,313501,,,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 PTT North America 1 3 PTT English 1 13 Full-Time 2 Full-Time Europe 2 2 Full-Time TAC 310 2 310 PTT DCI Bridge 2 3100 PTT Southwest USA 2 3176 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,AZ-TrboNet,,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,,,,,,,,,,,
146.73,-0.6,88.5,W0PHC,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,,144.4,SE,,08,247,37.77190018,-104.45600128,146.73,146.13,88.5,Huerfano,,Pueblo Amateur Radio Club,CCARC,2019-12-10,On-Air,6,,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",,Pueblo Ham Club,,,,,DM77SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,WE0FUN,"Denver, Green Valley Ranch",CO,OPEN,EA,,145.15,NE,Node Offline,08,9765,39.79669952,-104.7480011,448.15,443.15,141.3,Denver,,K0GUR,CCARC,2019-08-22,On-Air,E-power (batt). 2 meter and 70cm channel steerable remote bases.,141.3,Small coverage of the East Denver area SW of DIA. Repeater Coverage Map,Full-time to the The Fun Machine System .,k0jsc.com,,,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list. The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,DM79pt,24340,29436,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,S,145.56,SSW,,35,16279,36.7083,-108.226,1291.7,1271.7,,San Juan,,San Juan County,NMFCC,2018-02-02,On-Air,DV only,,,,,,,,,,,,,,,yes,KF5VBF (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
