Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Links,EchoLink,IRLP,Nets,Web links,Coordination,Last update,Bandwidth,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,On-air,Commands,YSF Digital Enabled,DG-ID,WIRES-X,Affiliate,Mixed-Mode,Notes,Talkgroups,Local/Cluster,Central Regional,Colorado,REACT,CO-Park County,AllStar,Rocky Mountain Wide,Feed,Southern Colorado,D-STAR Enabled,Node,Sources,TAC 310,TAC 311,Colorado Chat,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,Location Photo,Local Network,Devilshead Local,c-Bridge,Talkgroup Network,Worldwide,North America,English,DCI Bridge,Texas,COMM 1,Texas/Oklahoma Regional USA,Northern Colorado Regional,Local or Reflector,Kansas,CKRG,KansasLink,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Amarillo WIRES-X
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,,195.76,NW,,08,177,40.16719818,-105.10099792,448.8,443.8,88.5,88.5,Boulder,,On-Air,,Longmont ARC,30,"Linkable to 147.27000 (W0ENO) at Longmont, CO .",,,LARC: Sun at 20:00.,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.835,-0.6,100,KE0PTS,Pawnee Rock,KS,OPEN,,Y,195.88,ESE,,20,4101,38.30519867,-99.0243988,146.835,146.235,100,100,Barton,EM08LH,On-Air,Wide area.,"N0VPX, Central Kansas Repeater Group.",,,,,,http://www.ckrgclub.com,Kansas Repeater Council,2019-09-22,,,,,,,,,yes,Open ↑ / Open ↓,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,S,196.29,NW,,08,8210,40.4233017,-104.70899963,449.325,444.325,,,Weld,,On-Air,,Colorado Amateur Repeater Network (CARN),,,,,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC,KB0VGD,Greeley,CO,OPEN,,D,196.3,NW,,08,18521,40.42331314,-104.70912933,445.1375,440.1375,,,Weld,,On-Air,,,,,,,,,,2020-02-17,,yes,2,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.475,5,CC,N0KOM,"Logan, KS-DMR",KS,OPEN,,D,196.66,NE,,20,10023,39.66400146,-99.57700348,444.475,449.475,,,Phillips,EM09FP,On-Air,35,,,Full-time to the KS-DMR (3120) System .,,,,KS-DMR Network,Kansas Repeater Council,2020-03-07,,yes,1,310597,KS-DMR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K0USY,,,,,,,,,,,,,,,,,,,,,
444.325,5,CC,KE0PTS,Pawnee Rock,KS,OPEN,,D,198.09,ESE,"Pawnee Rock DMR This repeater is a Yaesu DR-1X running MMDVM and a open repeater connected to the Brandmeister Network. We have CKRG (TG31204), and Local (using TG9)on Time Slot 1. The Cluster (Pawnee Rock, Great Bend, Russell Hosp, Russell and Hays) On Time Slot 2 TG 2. All other Brandmeister TG use TS2",20,16225,38.26530075,-98.98090363,444.325,449.325,,,Barton,,On-Air,Wide area. 50 mi radius.,CKRG,,Full-time internet linked to the CKRG System .,,,[email&nbsp;protected] :45-WARC DMR Net (31204),https://centralksrepeater.wixsite.com/ckrg,Kansas Repeater Council,2019-12-15,,yes,1,312032,BrandMeister c Record retrieved from radioid.net,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Local or Reflector 1 9 Full-Time CKRG 1 31204 Full-Time Local/Cluster 2 2 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,
444.85,5,88.5,N5LTZ,Miami,TX,OPEN,,,198.52,SE,,48,84,35.69139862,-100.63800049,444.85,449.85,88.5,,Roberts,,On-Air,,,Linked.,,,,,,TVHFS,2016-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,,198.56,WNW,,08,184,38.71289825,-106.19999695,146.745,146.145,100,,Chaffee,,On-Air,,CLARA,E-power.,,,,,,CCARC,2019-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,88.5,N5LTZ,Pampa,TX,OPEN,,,198.77,SSE,,48,1500,35.53620148,-100.95999908,444.4,449.4,88.5,,Gray,,On-Air,,,Linked.,,,,,Caprock Intertie,TVHFS,2016-05-22,,,,,,,,,,,,Caprock Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,,W5TSV,Pampa,TX,OPEN,,,198.82,SSE,,48,518,35.50830078,-101.02700043,146.9,146.3,,,Gray,,On-Air,Wide area. 35 mi radius.,,400,,,,,,TVHFS,2017-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,,199.74,NW,,08,201,39.91719818,-105.50099945,224.6,223,100,,Gilpin,,,,W0RM,,,,,,,CCARC,2012-11-10,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
