Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,County,On-air,Coverage,Sponsor,Affiliate,Nets,Web links,Last update,Uplink Tone,Local Network,Op Status,Coordination,IRLP,Downlink Tone,Features,EchoLink,Notes,Links,YSF Digital Enabled,DG-ID,WIRES-X,AllStar,Talkgroups,Southern Colorado,Devilshead Local,Commands,Mixed-Mode,Grid,Feed,P-25 Digital Enabled,NAC,Default Reflector,Talkgroup Network,Rocky Mountain Wide,Central Regional,Northern Colorado Regional,Eastern Colorado,TAC 310,TAC 311,Colorado,Colorado Chat,Worldwide English,North America,DCI Bridge,Local/Cluster,N. Colorado,Location Photo,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Bandwidth,Worldwide,English,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Local or Reflector,Kansas,CKRG,KansasLink,Texas,COMM 1,Texas/Oklahoma Regional USA,Amarillo WIRES-X,BYRG,NORCAL 1,NORCAL 5150,UserActivated 1,UserActivated 2,CAL 1,Hytera USA,Parrott,Audio Test,Data,DMRX 1,Utah Statewide 2,USA,Utah,PA (PA-525),SNARS,All TG's Off,All TG's On,Local
442.4,5,CC4,KG5SLG,"Rio Rancho, NM 528 and Corrales Rd",NM,OPEN,,D,318.65157998577814,SSW,,35,16499,35.2328,-106.663,442.4,447.4,,,,yes,4,,Sandoval,,"Rio Rancho, Bernalillo,Albuquerque and plus Northeast heights of Albuquerque",,,,,2018-07-16,,,On-Air,NMFCC,,,"Brandmeister, DMR CC 4, D-Star, Fusion",,Dmr color code 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,67,K5FIQ,"Clines Corners, Tapia Mesa",NM,OPEN,,,318.92449479378774,S,,35,60,35.0478,-105.63,147.06,147.66,,,,,,,San Miguel,,,Upper Rio FM Society,,,,2017-07-22,67,,On-Air,NMFCC,,,7,,,"Full-time to  
146.90000 (K5FIQ) at Albuquerque, Op Ctr, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.45,5,67,K5FIQ,"Albuquerque, Northern Sandia Mountain Top",NM,OPEN,,,328.252781885589,SSW,,35,17186,35.0844,-106.65,442.45,447.45,,,,,,,Bernalillo,,,Upper Rio Grande FM Society,,,http://www.urfmsi.org,2018-07-16,67,,On-Air,,,67,"FM, Autopatch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,67,K5FIQ,"Albuquerque, Op Ctr",NM,OPEN,,,329.02414688514256,SSW,,35,38,35.0578,-106.587,146.9,146.3,,,,,,,Bernalillo,,Wide area.,Upper Rio FM Society,,,,2017-07-16,67,,On-Air,NMFCC,,,5,,,"Full-time to  
147.06000 (K5FIQ) at Clines Corners, Tapia Mesa, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,71.9,K5FIQ,"Albuquerque, Op Ctr",NM,OPEN,,,329.02414688514256,SSW,,35,39,35.0578,-106.587,449.55,444.55,,,,,,,Bernalillo,,,Upper Rio FM Soc,,,,2017-07-16,71.9,,On-Air,NMFCC,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,67,K5FIQ,"Albuquerque, Op Ctr",NM,OPEN,,,329.02414688514256,SSW,,35,40,35.0578,-106.587,449.8,444.8,,,,,,,Bernalillo,,,Upper Rio FM Soc,,,,2017-07-16,67,,On-Air,NMFCC,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,100,K5CPU,"Rio Rancho, Intel Corp",NM,OPEN,,,319.11671562163923,SSW,,35,142,35.225,-106.66,444.7,449.7,,,,,,,Sandoval,,Albuquerque and vicinity,New Mexico Intel Emergency Amateur Service,,,,2017-07-21,100,,On-Air,NMFCC,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,100,K5BIQ,"Albuquerque, BCFD Fire Station 35",NM,OPEN,,,320.1501221982902,SSW,,35,15613,35.1735,-106.51,145.13,144.53,,,,,,,Bernalillo,,,BERNCO OEM,,,http://bc-ares.org/wordpress/,2018-06-16,100,,On-Air,NMFCC,,100,,,,"Full-time to  
145.15000 (K5BIQ) at Tijeras, Cedro Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.15,-0.6,100,K5BIQ,"Tijeras, Cedro Peak",NM,OPEN,,,325.9468853741361,S,,35,15614,35.053,-106.352,145.15,144.55,,,,,,,Bernalillo,,,BERNCO OEM,,,http://bc-ares.org/wordpress/,2018-06-16,100,,On-Air,NMFCC,,100,,,,"Full-time to  
145.13000 (K5BIQ) at Albuquerque, BCFD Fire Station 35, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.05,5,100,K5BIQ,"Albuquerque, West Mesa",NM,OPEN,A,,330.2335885517086,SSW,,35,15759,35.067,-106.701,442.05,447.05,,,,,,,Bernalillo,,,BERNCO OEM,,,http://bc-ares.org/wordpress/,2018-06-16,100,,On-Air,NMFCC,,100,,,,,,,,28828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.85,5,103.5,KC0QIZ,Albuquerque,NM,OPEN,EI,,321.14659833497336,SSW,Node Offline,35,16283,35.1661,-106.543,443.85,448.85,,,,,,,Bernalillo,,,KC0QIZ,,,,2017-09-05,103.5,,On-Air,NMFCC,3818,,,881226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,162.2,NM5HD,Rio Rancho,NM,OPEN,I,,321.84766836729585,SSW,,35,10214,35.1976,-106.715,145.37,144.77,,,,,,,Sandoval,,,Adrian Miura,,,,2014-11-23,162.2,,On-Air,,7706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.58,-1.6,100,KH6JTM,Albuquerque,NM,OPEN,,,322.3538087000861,SSW,,35,27,35.1377,-106.498,224.58,222.98,,,,,,,Bernalillo,,,KH6JTM,,,,2017-07-20,100,,On-Air,NMFCC,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,100,K5LXP,Albuquerque,NM,OPEN,,,322.82693858491876,SSW,,35,22,35.1306,-106.498,147.32,147.92,,,,,,,Bernalillo,,,K5LXP,,,K5LXP Repeters,2017-08-13,100,,On-Air,NMFCC,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,,W5WDR,Stinnett,TX,OPEN,W,Y,323.3223543289622,SE,,48,13604,35.827,-101.443,444.8,449.8,,,,,,,Hutchinson,,"Covers 55 mile radius of Borger, Texas (approximately).",Hutchinson County ARC,Panhandle Emergency Radio Service,Golden Spread Amateur Information Net. Tuesdays 6:30 pm Central,,2018-04-23,,,On-Air,,,,,,Linked,"Full-time to  
444.30000 (W5JTC) at Amarillo, TX .",yes,Open ↑ / Open ↓,21379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,88.5,W5WDR,Borger,TX,OPEN,W,Y,335.37636008763843,SE,,48,10988,35.6425,-101.395,147,147.6,,,,,,,Hutchinson,,,Hutchinson County ARC,Panhandle Emergency Radio Service,Golden Spread Amateur Information Net. TUE at 18:30 Central,,2017-09-21,88.5,,On-Air,,,88.5,"E-Power, Linked",,,"Full-time to  
444.30000 (W5JTC) at Amarillo, TX .",yes,Open ↑ / Open ↓,21339,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.4375,5,CC14,KE5CJ,Stinnett,TX,OPEN,,D,323.3223543289622,SE,,48,14414,35.827,-101.443,443.4375,448.4375,,,,yes,14,,Hutchinson,,Wide Area,,,,DMR MARC,2017-09-21,,,On-Air,,,,,,Time Slot #1 - Group Call 3 = DMR-MARC North America Time Slot #1 - Group Call 3777215= TRBO-6 Time Slot #1 - Group Call 3148= TX Statewide Time Slot #2 - Group Call 10 = West Texas Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.9,-1.6,,KB5UGU,Albuquerque,NM,OPEN,E,,324.044199816945,SSW,Node Offline,35,15432,35.163,-106.71,223.9,222.3,,,,,,,Bernalillo,,,,,,,2018-10-16,,,On-Air,,,,"E-power (solar), Autopatch, Remote base.",87120,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5XE,Albuquerque,NM,OPEN,,,324.2384514603361,SSW,,35,23,35.1092,-106.497,147.36,147.96,,,,,,,Bernalillo,,,KB5XE,,,,2017-07-16,100,,Off-Air,NMFCC,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.65,5,CC1,NM5SH,Albuquerque,NM,OPEN,,D,324.3700244583387,SSW,,35,33,35.1619,-106.725,443.65,448.65,,,,yes,1,,Bernalillo,,Albuquerque Metro,NM5SH,,,NM5SH QSL.net,2018-03-05,,,On-Air,NMFCC,,,Brandmeister,,,,,,,,,,,,,DM65pd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,100,WA7GIE,"Roosevelt, Mirror Lake",UT,OPEN,,,324.6064652373297,W,,49,235,40.7056,-110.883,147.38,147.98,,,,,,,Duchesne,,Wide area.,,,,,,100,,On-Air,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,WA7GIE,"Coalville, Lewis Peak",UT,OPEN,,,357.26955095286235,W,,49,232,40.855,-111.48,147.36,147.96,,,,,,,Summit,,"Wide area: Western side of the Salt Lake valley. Park City, Heber, Coalville and other nearby communities.",,Wasatch Back Tri-County ARC,SCARC: Thu at 2100.,,2018-10-26,100,,On-Air,UVHFS,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,WA7GIE,"Coalville, Lewis Peak",UT,CLOSED,,,357.26955095286235,W,,49,233,40.855,-111.48,448.65,443.65,,,,,,,Summit,,"Wide area: Park City, Heber, Coalville and other nearby communities.",Desert ARS,,,,2012-11-27,,,On-Air,UVHFS,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,WA7GIE,"Coalville, Lewis Peak",UT,OPEN,,,357.26955095286235,W,,49,234,40.855,-111.48,449.55,444.55,,,,,,,Summit,,"Wide area: Park City, Heber, Coalville and other nearby communities. Western side of the Salt Lake valley.",,,,,2012-11-27,100,,On-Air,UVHFS,,,IRLP,,PL 131.8? Node usually connected to  5620 .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.475,-5,100,WA7GIE,"Provo, Lake Mountain",UT,OPEN,I,,374.86722160934045,WNW,,49,231,40.2617,-111.928,449.475,444.475,,,,,,,Utah,,Wide area: Utah County from Alpine to Payson.,,,,,2017-03-09,100,,On-Air,UVHFS,5620,,7,,,"Full-time to  
449.42500 (WA7GIE) at Salt Lake City, Nelson Peak, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,,WA7GIE,"Riverton, Flat Top",UT,CLOSED,,,380.0656250827724,WNW,,49,230,40.4353,-112.006,448.625,443.625,,,,,,,Salt Lake,,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,Desert ARS,Cactus-Intertie,,,2015-06-08,,,Off-Air,UVHFS,,,Remote base.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,,WA7GIE,"Salt Lake City, Nelson Peak",UT,OPEN,,S,390.9372569901455,NW,,49,226,40.6139,-112.186,147.38,147.98,yes,WA7GIE (C),"jfindu lookup 
/  dstar-users lookup",,,,Salt Lake,,Wasatch Front from Payson to Tremonton. Interstate 80 corridor west of the Wasatch Front to the Nevada border. Tooele Valley and communities from Grantsville down toward Vernon. West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,,,,,2014-03-19,,,Off-Air,UVHFS,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,,WA7GIE,"Salt Lake City, Nelson Peak",UT,OPEN,,S,390.9864674194723,NW,,49,227,40.6136,-112.187,448.725,443.725,yes,WA7GIE (B),"jfindu lookup 
/  dstar-users lookup",,,,Salt Lake,Unknown,Wasatch Front from Payson to Tremonton. Interstate 80 corridor west of the Wasatch Front to the Nevada border. Tooele Valley and communities from Grantsville down toward Vernon. West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,,,,,2012-11-20,,,,UVHFS,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,WA7GIE,"Salt Lake City, Nelson Peak",UT,CLOSED,,,390.9864674194723,NW,,49,228,40.6136,-112.187,449,444,,,,,,,Salt Lake,,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden.,Desert ARS,Cactus-Intertie,,,2013-11-16,,,On-Air,UVHFS,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,100,WA7GIE,"Salt Lake City, Nelson Peak",UT,OPEN,I,,390.9864674194723,NW,,49,229,40.6136,-112.187,449.425,444.425,,,,,,,Salt Lake,,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,,,,,2017-03-09,100,,On-Air,UVHFS,5620,,9,,,"Full-time to  
449.55000 (WA7GIE) at Wendover, Wendover Peak, UT .
 
Full-time to  
449.47500 (WA7GIE) at Provo, Lake Mountain, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433.6,-5,100,WA7GIE,"Salt Lake City, Nelson Peak",UT,CLOSED,,,391.03844754087874,NW,,49,225,40.6136,-112.188,433.6,428.6,,,,,,,Tooele,,Wasatch Front from Payson to Tremonton.,,,,,2013-11-16,100,,On-Air,UVHFS,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,,WA7GIE,"Vernon, Black Crook Peak",UT,CLOSED,,,406.25872763737306,NW,,49,224,39.9844,-112.54,448.975,443.975,,,,,,,Tooele,,Wide area: Tooele Valley and communities from Grantsville down toward Vernon.,Desert ARS,Cactus-Intertie,,,2015-06-08,,,Off-Air,UVHFS,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,146.2,KD5MHQ,Albuquerque,NM,OPEN,,,324.9286586839149,SSW,,35,15626,35.109,-106.542,146.74,146.14,,,,,,,Bernalillo,,,KD5MHQ,,,,2017-08-25,146.2,,On-Air,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.465,0,88.5,W5MHG,Albuquerque,NM,OPEN,EA,,326.02396929047336,SSW,Node Offline,35,15944,35.0946,-106.551,147.465,147.465,,,,,,,Bernalillo,,,,,,http://www.w5mhg.com,2017-07-21,88.5,,On-Air,,,,,465010,,,,,,28239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,CC1,N5GU,"Albuquerque, Southeast",NM,OPEN,,D,326.1210622929385,SSW,,35,16118,35.0792,-106.489,444.6,449.6,,,,yes,1,,Bernalillo,,Albuquerque area,Drew J. Riedle,,,http://brandmeister.network/?page=repeater&amp;id=313509,2017-07-21,,,On-Air,NMFCC,,,TS 1 Talk Groups *91 World wide *93 North America *3100 USA Nation wide TS 2 Talk Groups *310 TAC 310 *3135 New Mexico State wide *3176 Southwest Region USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,,N5GU,Albuquerque,NM,OPEN,,,326.2455665379519,SSW,,35,24,35.0791,-106.497,147.38,147.98,,,,,,,Bernalillo,,,ED&amp;DREW,,,,2017-07-21,,,On-Air,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.85,5,141.3,KC0HFA,Russell,KS,OPEN,,,326.8868101198156,ESE,,20,4057,38.8953,-98.8598,442.85,447.85,,,,,,,Russell,,Local. I-70,KC0HFA,,,,2018-01-14,141.3,,On-Air,Kansas Repeater Council,,141.3,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,CC1,KB0SJR,Russell,KS,OPEN,,D,327.0668525091319,ESE,,20,16627,38.8827,-98.8595,442,447,,,,yes,1,,Russell,,City of Russell,,CKRG,,https://centralksrepeater.wixsite.com/ckrg,2019-04-09,,,On-Air,,,,,,Click here for current TG Info,Full-time internet linked to the  CKRG System .,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Local or Reflector  1  9  Full-Time    CKRG  1  31204  Full-Time    Local/Cluster  2  2  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
927.65,-25,151.4,KC5ZXW,Albuquerque,NM,OPEN,,,327.34739457075153,SSW,,35,15611,35.0668,-106.516,927.65,902.65,,,,,,,Bernalillo,,,,,,,2017-07-16,151.4,,Off-Air,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.1,5,100,KC5ZXW,"Albuquerque, Southeast",NM,OPEN,,,327.592481578932,SSW,,35,16271,35.0629,-106.515,444.1,449.1,,,,,,,Bernalillo,,,,,,,2017-07-21,100,,On-Air,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.525,5,100,K5PRN,"Albuquerque, UNM Campus",NM,OPEN,,,327.4441488410881,SSW,,35,16270,35.0889,-106.618,442.525,447.525,,,,,,,Bernalillo,,,KE5LOH,,,,2017-07-21,100,,On-Air,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,210.7,WB5EZO,Albuquerque,NM,OPEN,,,327.5751256970722,SSW,,35,192,35.0672,-106.533,927.7,902.7,,,,,,,Bernalillo,,Wide area.,,,,,2017-07-21,210.7,,Off-Air,,,,"Closed autopatch, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,225.7,WM0L,Ainsworth,NE,OPEN,I,,327.70977739795086,NE,,31,4,42.492,-99.8827,147.36,147.96,,,,,,,Brown,,Coverage not as good to the South.  30 mi radius.,WM0L,,Nebraska IRLP Net Sunday night at 8:30 pm local time on 9875 reflector,,2014-04-17,225.7,,On-Air,,3142,225.7,WX radio with alerts.,,100,Full-time to the  Nebraska Hub System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.5,-5,123,KE5XE,Albuquerque,NM,OPEN,,,328.252781885589,SSW,,35,16953,35.0844,-106.65,443.5,438.5,,,,,,,Bernalillo,Unknown,,,,,,2018-04-08,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.01,0,,W5SCA,"Albuquerque, Sandia Crest",NM,OPEN,,,328.252781885589,SSW,,35,16939,35.0844,-106.65,145.01,145.01,,,,,,,Bernalillo,Unknown,wide-area,Sandoval County Amateur Radio Emergency Service,,,,2018-04-04,,,,,,,Packet node W5SCA-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.835,-0.6,100,N0VPX,Pawnee Rock,KS,OPEN,,Y,328.41046425643407,SE,,20,4101,38.3052,-99.0244,146.835,146.235,,,,,,,Barton,,Wide area.,"N0VPX, Central Kansas Repeater Group.",,,http://www.ckrgclub.com,2018-05-19,100,,On-Air,Kansas Repeater Council,,100,,,,,yes,Open ↑ / Open ↓,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.325,5,CC1,N0VPX,Pawnee Rock,KS,OPEN,,DY,331.51108943661484,SE,,20,16225,38.2653,-98.9809,444.325,449.325,,,,yes,1,,Barton,,Wide area.,CKRG,,,https://centralksrepeater.wixsite.com/ckrg,2019-04-09,,,On-Air,Kansas Repeater Council,,,,,,Full-time internet linked to the  CKRG System .,yes,Open ↑ / Open ↓,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Local or Reflector  1  9  Full-Time    CKRG  1  31204  Full-Time    Local/Cluster  2  2  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
444.925,5,100,N0VPX,"Hoisington, Beaver",KS,OPEN,EA,Y,337.01666067460394,SE,ON        - IDLE,20,16226,38.5181,-98.7781,444.925,449.925,,,,,,,Barton,,"Wide area, I-70",CKRG,CKRG,,https://centralksrepeater.wixsite.com/ckrg,2019-04-09,100,,On-Air,Kansas Repeater Council,,100,"AllStar, Echolink, Analog bridged to BrandMeister TG31204",771574,,,yes,Open ↑ / Open ↓,,46495,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.075,5,CC1,N0VPX,Great Bend,KS,OPEN,,D,340.43762233164676,SE,,20,16524,38.367,-98.7673,442.075,447.075,,,,yes,1,,Barton,,"Great Bend, Hoisington, Ellinwood, Claflin, Pawnee Rock, US-56, K-156, US-281, K-4.",CKRG,CKRG,,https://centralksrepeater.wixsite.com/ckrg,2019-04-09,,,On-Air,Kansas Repeater Council,,,DMR,,Please Check Webpage for TG Info,Full-time internet linked to the  CKRG System .,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Local or Reflector  1  9  Full-Time    CKRG  1  31204  Full-Time    Local/Cluster  2  2  Full-Time    BYRG  2  31201  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,2,,,,,,,,,,,,,,,,,,
444.1,5,100,N0VPX,Great Bend,KS,OPEN,W,Y,340.6912346236198,SE,,20,16212,38.3626,-98.7641,444.1,449.1,,,,,,,Barton,,"Great Bend, Barton County",CKRG,,,https://centralksrepeater.wixsite.com/ckrg,2019-04-09,100,,On-Air,Kansas Repeater Council,,100,,,,,yes,Open ↑ / Open ↓,40777,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,W0WWV,"Heartwell, KGIN TV Tower",NE,OPEN,,,328.7958801069254,E,,31,24,40.5872,-98.8027,146.82,146.22,,,,,,,Kearney,,Wide Area,Amateur Radio Association Of Nebraska,,"ARAN Net: Tue and Thur at 20:00. 
Severe weather nets as needed -linked to National Weather Service office in Hastings/Grand Island, call - WX0GID.",http://w0wwv.org/,2018-01-05,123,,On-Air,,,123,E-power.,,,"Full-time to  
444.47500 (W0WWV) at Campbell, Mid-Rivers E911 Dispatch Center, NE .
 
Full-time to the  W0WWV System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
